payment_id,payment_number,invoice_id,payment_date,amount_paid,payment_method,reference_number,notes
PAY-00002690,PAY-00002690,INV-00004525,2024-08-09,4446.0,ACH,REF-134095,
PAY-00002691,PAY-00002691,INV-00004526,2024-07-21,9.64,Credit Card,REF-361662,
PAY-00002692,PAY-00002692,INV-00004528,2025-01-31,773.07,Credit Card,REF-613858,
PAY-00002693,PAY-00002693,INV-00004530,2024-12-18,78.45,ACH,REF-150324,
PAY-00002694,PAY-00002694,INV-00004532,2024-11-08,1535.2,Wire Transfer,REF-479434,
PAY-00002695,PAY-00002695,INV-00004533,2024-02-22,3415.25,Cash,REF-517356,
PAY-00002696,PAY-00002696,INV-00004534,2023-09-20,252.65,Check,REF-138527,
PAY-00002697,PAY-00002697,INV-00004536,2024-09-25,428.3,ACH,REF-829990,
PAY-00002698,PAY-00002698,INV-00004539,2024-08-07,183.0,Cash,REF-310986,
PAY-00002699,PAY-00002699,INV-00004540,2024-01-02,67.41,Wire Transfer,REF-243106,
PAY-00002700,PAY-00002700,INV-00004542,2025-08-22,242.24,Credit Card,REF-188754,
PAY-00002701,PAY-00002701,INV-00004543,2025-07-10,13.62,ACH,REF-522949,
PAY-00002702,PAY-00002702,INV-00004546,2024-09-17,929.41,Wire Transfer,REF-876309,
PAY-00002703,PAY-00002703,INV-00004547,2024-06-07,16.74,Check,REF-842739,
PAY-00002704,PAY-00002704,INV-00004548,2025-05-22,197.6,Wire Transfer,REF-551104,
PAY-00002705,PAY-00002705,INV-00004550,2024-02-07,1944.18,ACH,REF-106881,
PAY-00002706,PAY-00002706,INV-00004551,2024-11-03,24.8,ACH,REF-423304,
PAY-00002707,PAY-00002707,INV-00004552,2025-05-21,40.15,Cash,REF-371640,
PAY-00002708,PAY-00002708,INV-00004553,2024-07-19,189.2,Wire Transfer,REF-733549,
PAY-00002709,PAY-00002709,INV-00004555,2024-09-13,166.63,Credit Card,REF-407147,
PAY-00002710,PAY-00002710,INV-00004556,2024-05-17,165.62,Cash,REF-965619,
PAY-00002711,PAY-00002711,INV-00004558,2025-01-03,227.75,Wire Transfer,REF-250729,
PAY-00002712,PAY-00002712,INV-00004559,2025-05-07,2.37,Wire Transfer,REF-852739,
PAY-00002713,PAY-00002713,INV-00004560,2024-12-19,82.15,ACH,REF-823829,
PAY-00002714,PAY-00002714,INV-00004561,2025-06-24,262.0,Wire Transfer,REF-315308,
PAY-00002715,PAY-00002715,INV-00004562,2024-01-02,12.72,Wire Transfer,REF-479972,
PAY-00002716,PAY-00002716,INV-00004565,2023-12-28,264.25,Cash,REF-291908,
PAY-00002717,PAY-00002717,INV-00004566,2024-11-10,142.5,Cash,REF-170950,
PAY-00002718,PAY-00002718,INV-00004572,2025-05-16,97.68,ACH,REF-700967,
PAY-00002719,PAY-00002719,INV-00004573,2025-04-11,3253.95,Cash,REF-480473,
PAY-00002720,PAY-00002720,INV-00004575,2024-01-29,886.66,Credit Card,REF-185386,
PAY-00002721,PAY-00002721,INV-00004576,2024-02-24,377.8,ACH,REF-543441,
PAY-00002722,PAY-00002722,INV-00004578,2023-10-30,217.07,ACH,REF-914937,
PAY-00002723,PAY-00002723,INV-00004579,2024-01-03,290.79,Cash,REF-751822,
PAY-00002724,PAY-00002724,INV-00004580,2025-02-18,24.58,Credit Card,REF-851807,
PAY-00002725,PAY-00002725,INV-00004581,2024-02-14,49.96,Check,REF-213903,
PAY-00002726,PAY-00002726,INV-00004582,2023-11-18,1344.75,Cash,REF-354839,
PAY-00002727,PAY-00002727,INV-00004583,2024-02-21,842.0,Check,REF-809380,
PAY-00002728,PAY-00002728,INV-00004584,2024-02-19,77.71,Credit Card,REF-716310,
PAY-00002729,PAY-00002729,INV-00004585,2024-06-14,1842.21,Check,REF-535734,
PAY-00002730,PAY-00002730,INV-00004588,2024-04-27,2011.6,Cash,REF-889241,
PAY-00002731,PAY-00002731,INV-00004590,2024-02-02,1920.75,Cash,REF-918442,
PAY-00002732,PAY-00002732,INV-00004591,2024-02-02,1879.5,Credit Card,REF-754554,
PAY-00002733,PAY-00002733,INV-00004593,2024-07-15,1347.3,Credit Card,REF-125524,
PAY-00002734,PAY-00002734,INV-00004595,2025-01-07,39.0,Check,REF-186401,
PAY-00002735,PAY-00002735,INV-00004596,2023-09-19,105.75,Wire Transfer,REF-208522,
PAY-00002736,PAY-00002736,INV-00004598,2024-11-04,119.51,Credit Card,REF-724823,
PAY-00002737,PAY-00002737,INV-00004601,2025-08-03,11.24,Credit Card,REF-482473,
PAY-00002738,PAY-00002738,INV-00004603,2025-01-25,1874.2,Check,REF-229609,
PAY-00002739,PAY-00002739,INV-00004605,2024-12-09,3885.0,Cash,REF-226934,
PAY-00002740,PAY-00002740,INV-00004606,2025-02-19,722.95,ACH,REF-326128,
PAY-00002741,PAY-00002741,INV-00004608,2024-07-11,4.25,Credit Card,REF-363931,
PAY-00002742,PAY-00002742,INV-00004609,2024-12-16,111.36,ACH,REF-458501,
PAY-00002743,PAY-00002743,INV-00004612,2025-04-24,22.82,Wire Transfer,REF-715757,
PAY-00002744,PAY-00002744,INV-00004613,2023-11-12,225.65,ACH,REF-537562,
PAY-00002745,PAY-00002745,INV-00004614,2024-09-01,724.8,Credit Card,REF-615252,
PAY-00002746,PAY-00002746,INV-00004615,2024-06-27,464.6,Credit Card,REF-181369,
PAY-00002747,PAY-00002747,INV-00004616,2025-04-04,1930.01,Cash,REF-953766,
PAY-00002748,PAY-00002748,INV-00004619,2025-06-19,972.5,Wire Transfer,REF-327788,
PAY-00002749,PAY-00002749,INV-00004621,2024-10-29,1699.7,Check,REF-296375,
PAY-00002750,PAY-00002750,INV-00004627,2025-08-12,894.89,ACH,REF-279657,
PAY-00002751,PAY-00002751,INV-00004628,2024-01-08,170.35,ACH,REF-833574,
PAY-00002752,PAY-00002752,INV-00004629,2024-11-25,225.8,ACH,REF-877910,
PAY-00002753,PAY-00002753,INV-00004630,2024-04-08,12.96,Cash,REF-327189,
PAY-00002754,PAY-00002754,INV-00004631,2023-09-08,222.6,Credit Card,REF-385682,
PAY-00002755,PAY-00002755,INV-00004633,2025-07-20,21.65,Wire Transfer,REF-681536,
PAY-00002756,PAY-00002756,INV-00004638,2024-12-31,4456.5,Credit Card,REF-341614,
PAY-00002757,PAY-00002757,INV-00004639,2025-06-16,31.45,Cash,REF-521449,
PAY-00002758,PAY-00002758,INV-00004641,2025-04-17,12.18,ACH,REF-551985,
PAY-00002759,PAY-00002759,INV-00004642,2024-06-02,1242.15,Wire Transfer,REF-844517,
PAY-00002760,PAY-00002760,INV-00004643,2024-07-20,129.75,Check,REF-353454,
PAY-00002761,PAY-00002761,INV-00004644,2024-02-18,2148.45,Check,REF-360334,
PAY-00002762,PAY-00002762,INV-00004645,2023-10-07,2298.55,Cash,REF-758722,
PAY-00002763,PAY-00002763,INV-00004647,2024-04-13,168.15,Wire Transfer,REF-231824,
PAY-00002764,PAY-00002764,INV-00004648,2024-02-21,1821.15,ACH,REF-313194,
PAY-00002765,PAY-00002765,INV-00004649,2023-08-13,442.43,Credit Card,REF-608993,
PAY-00002766,PAY-00002766,INV-00004650,2024-09-01,400.32,Credit Card,REF-749867,
PAY-00002767,PAY-00002767,INV-00004651,2024-03-06,2309.5,Cash,REF-956214,
PAY-00002768,PAY-00002768,INV-00004655,2023-11-01,272.5,Credit Card,REF-484348,
PAY-00002769,PAY-00002769,INV-00004658,2023-11-25,381.4,Cash,REF-698640,
PAY-00002770,PAY-00002770,INV-00004659,2023-08-15,664.75,Cash,REF-989375,
PAY-00002771,PAY-00002771,INV-00004662,2023-11-04,1992.0,ACH,REF-698314,
PAY-00002772,PAY-00002772,INV-00004663,2025-06-08,811.2,Check,REF-579463,
PAY-00002773,PAY-00002773,INV-00004664,2024-02-06,89.13,Credit Card,REF-174943,
PAY-00002774,PAY-00002774,INV-00004665,2023-11-07,1846.0,Wire Transfer,REF-672111,
PAY-00002775,PAY-00002775,INV-00004668,2024-09-27,15.15,ACH,REF-881333,
PAY-00002776,PAY-00002776,INV-00004669,2025-04-18,37.73,Cash,REF-223852,
PAY-00002777,PAY-00002777,INV-00004670,2024-06-29,304.5,Cash,REF-546938,
PAY-00002778,PAY-00002778,INV-00004671,2025-06-28,44.32,Cash,REF-276154,
PAY-00002779,PAY-00002779,INV-00004672,2024-07-10,3975.0,Check,REF-498222,
PAY-00002780,PAY-00002780,INV-00004673,2025-01-26,545.55,Credit Card,REF-970650,
PAY-00002781,PAY-00002781,INV-00004675,2024-07-21,113.4,Credit Card,REF-115493,
PAY-00002782,PAY-00002782,INV-00004676,2024-10-13,9.77,ACH,REF-538534,
PAY-00002783,PAY-00002783,INV-00004677,2024-11-21,1241.0,Credit Card,REF-742488,
PAY-00002784,PAY-00002784,INV-00004678,2023-09-08,716.4,Cash,REF-453774,
PAY-00002785,PAY-00002785,INV-00004679,2024-12-07,101.08,Credit Card,REF-372163,
PAY-00002786,PAY-00002786,INV-00004680,2024-10-26,26.44,Check,REF-682896,
PAY-00002787,PAY-00002787,INV-00004681,2023-07-25,168.6,Check,REF-523937,
PAY-00002788,PAY-00002788,INV-00004682,2025-02-04,228.24,ACH,REF-986540,
PAY-00002789,PAY-00002789,INV-00004685,2023-09-12,2038.76,Cash,REF-259154,
PAY-00002790,PAY-00002790,INV-00004687,2024-07-25,10.79,Wire Transfer,REF-615302,
PAY-00002791,PAY-00002791,INV-00004690,2025-04-29,169.7,Credit Card,REF-792379,
PAY-00002792,PAY-00002792,INV-00004691,2024-03-28,73.95,Check,REF-223774,
PAY-00002793,PAY-00002793,INV-00004696,2023-07-10,90.8,Check,REF-318276,
PAY-00002794,PAY-00002794,INV-00004697,2024-05-03,132.5,ACH,REF-800421,
PAY-00002795,PAY-00002795,INV-00004699,2024-06-30,113.55,Credit Card,REF-938685,
PAY-00002796,PAY-00002796,INV-00004700,2024-04-18,115.78,ACH,REF-460395,
PAY-00002797,PAY-00002797,INV-00004702,2024-03-01,539.96,Check,REF-257913,
PAY-00002798,PAY-00002798,INV-00004704,2025-07-12,35.99,ACH,REF-520826,
PAY-00002799,PAY-00002799,INV-00004705,2025-03-20,1434.75,ACH,REF-709371,
PAY-00002800,PAY-00002800,INV-00004706,2025-05-23,1057.61,Credit Card,REF-974468,
PAY-00002801,PAY-00002801,INV-00004707,2025-04-16,1130.25,Wire Transfer,REF-780567,
PAY-00002802,PAY-00002802,INV-00004708,2025-04-20,56.2,Wire Transfer,REF-523624,
PAY-00002803,PAY-00002803,INV-00004711,2025-04-04,82.3,Credit Card,REF-727279,
PAY-00002804,PAY-00002804,INV-00004712,2024-10-15,716.4,Cash,REF-571203,
PAY-00002805,PAY-00002805,INV-00004714,2023-12-15,233.05,Cash,REF-863411,
PAY-00002806,PAY-00002806,INV-00004715,2023-08-16,3641.0,Cash,REF-162008,
PAY-00002807,PAY-00002807,INV-00004717,2024-07-31,3393.22,Credit Card,REF-298419,
PAY-00002808,PAY-00002808,INV-00004718,2025-03-02,10.27,Wire Transfer,REF-278283,
PAY-00002809,PAY-00002809,INV-00004720,2025-03-02,91.19,Check,REF-888672,
PAY-00002810,PAY-00002810,INV-00004721,2024-04-15,2722.83,Cash,REF-570997,
PAY-00002811,PAY-00002811,INV-00004722,2024-12-28,421.36,Cash,REF-555974,
PAY-00002812,PAY-00002812,INV-00004726,2023-10-11,87.25,Check,REF-316658,
PAY-00002813,PAY-00002813,INV-00004727,2024-07-08,166.09,ACH,REF-489948,
PAY-00002814,PAY-00002814,INV-00004728,2025-05-21,361.45,ACH,REF-157769,
PAY-00002815,PAY-00002815,INV-00004729,2024-12-31,54.15,Wire Transfer,REF-848074,
PAY-00002816,PAY-00002816,INV-00004730,2024-06-28,7873.43,Credit Card,REF-354378,
PAY-00002817,PAY-00002817,INV-00004731,2024-10-22,2475.2,Wire Transfer,REF-455818,
PAY-00002818,PAY-00002818,INV-00004732,2024-09-16,115.65,Cash,REF-344360,
PAY-00002819,PAY-00002819,INV-00004734,2024-07-29,217.54,Check,REF-211932,
PAY-00002820,PAY-00002820,INV-00004735,2025-02-14,3798.8,ACH,REF-208994,
PAY-00002821,PAY-00002821,INV-00004738,2024-04-12,1822.94,Cash,REF-408026,
PAY-00002822,PAY-00002822,INV-00004739,2024-07-07,1204.25,Credit Card,REF-686633,
PAY-00002823,PAY-00002823,INV-00004741,2024-11-13,7.32,Credit Card,REF-510770,
PAY-00002824,PAY-00002824,INV-00004744,2024-01-30,4548.4,Wire Transfer,REF-858318,
PAY-00002825,PAY-00002825,INV-00004746,2025-04-29,1198.04,Cash,REF-738904,
PAY-00002826,PAY-00002826,INV-00004747,2023-10-05,1451.73,ACH,REF-131963,
PAY-00002827,PAY-00002827,INV-00004748,2025-04-18,334.41,ACH,REF-101510,
PAY-00002828,PAY-00002828,INV-00004749,2023-07-16,207.3,Check,REF-551610,
PAY-00002829,PAY-00002829,INV-00004751,2024-08-24,418.12,ACH,REF-635897,
PAY-00002830,PAY-00002830,INV-00004753,2023-11-08,647.15,Check,REF-502425,
PAY-00002831,PAY-00002831,INV-00004758,2024-01-07,909.96,Wire Transfer,REF-413498,
PAY-00002832,PAY-00002832,INV-00004759,2025-08-19,116.56,Check,REF-294916,
PAY-00002833,PAY-00002833,INV-00004760,2025-03-12,101.2,Credit Card,REF-104788,
PAY-00002834,PAY-00002834,INV-00004761,2023-10-21,293.85,Credit Card,REF-849602,
PAY-00002835,PAY-00002835,INV-00004762,2024-12-09,142.89,Wire Transfer,REF-591360,
PAY-00002836,PAY-00002836,INV-00004764,2025-02-10,66.44,Check,REF-747164,
PAY-00002837,PAY-00002837,INV-00004765,2024-07-28,150.33,Credit Card,REF-921778,
PAY-00002838,PAY-00002838,INV-00004766,2025-05-07,195.9,Cash,REF-350669,
PAY-00002839,PAY-00002839,INV-00004767,2024-12-24,38.9,ACH,REF-353816,
PAY-00002840,PAY-00002840,INV-00004768,2023-11-09,4675.59,Credit Card,REF-319404,
PAY-00002841,PAY-00002841,INV-00004769,2024-09-25,43.4,ACH,REF-156564,
PAY-00002842,PAY-00002842,INV-00004771,2023-11-28,83.3,Check,REF-709502,
PAY-00002843,PAY-00002843,INV-00004772,2024-04-05,203.36,Credit Card,REF-551554,
PAY-00002844,PAY-00002844,INV-00004773,2025-04-02,92.56,Check,REF-433666,
PAY-00002845,PAY-00002845,INV-00004774,2025-08-26,224.0,Cash,REF-491478,
PAY-00002846,PAY-00002846,INV-00004775,2024-11-09,138.4,Cash,REF-962755,
PAY-00002847,PAY-00002847,INV-00004777,2024-08-03,889.72,Credit Card,REF-866203,
PAY-00002848,PAY-00002848,INV-00004778,2024-05-21,738.75,Cash,REF-650070,
PAY-00002849,PAY-00002849,INV-00004779,2024-03-01,172.51,ACH,REF-871848,
PAY-00002850,PAY-00002850,INV-00004782,2024-03-19,138.45,Cash,REF-814264,
PAY-00002851,PAY-00002851,INV-00004785,2025-07-28,105.43,ACH,REF-461416,
PAY-00002852,PAY-00002852,INV-00004787,2025-04-08,1237.34,Credit Card,REF-351269,
PAY-00002853,PAY-00002853,INV-00004789,2024-02-11,178.62,Check,REF-762349,
PAY-00002854,PAY-00002854,INV-00004790,2025-04-30,6.11,Credit Card,REF-888850,
PAY-00002855,PAY-00002855,INV-00004791,2023-09-18,19.62,Cash,REF-651422,
PAY-00002856,PAY-00002856,INV-00004793,2025-01-30,447.77,Cash,REF-807452,
PAY-00002857,PAY-00002857,INV-00004794,2025-07-05,58.15,Credit Card,REF-376402,
PAY-00002858,PAY-00002858,INV-00004795,2023-09-01,68.23,ACH,REF-128135,
PAY-00002859,PAY-00002859,INV-00004797,2025-04-14,247.35,Wire Transfer,REF-471688,
PAY-00002860,PAY-00002860,INV-00004798,2023-08-29,438.25,Cash,REF-246804,
PAY-00002861,PAY-00002861,INV-00004799,2024-10-16,14.28,ACH,REF-615078,
PAY-00002862,PAY-00002862,INV-00004800,2023-11-05,178.95,Check,REF-824610,
PAY-00002863,PAY-00002863,INV-00004801,2024-06-30,299.48,Cash,REF-291987,
PAY-00002864,PAY-00002864,INV-00004803,2023-10-20,273.4,Credit Card,REF-440964,
PAY-00002865,PAY-00002865,INV-00004804,2024-06-07,3743.5,Check,REF-924605,
PAY-00002866,PAY-00002866,INV-00004807,2025-03-21,1278.76,Cash,REF-317046,
PAY-00002867,PAY-00002867,INV-00004808,2024-09-15,73.75,Cash,REF-907796,
PAY-00002868,PAY-00002868,INV-00004809,2024-06-05,176.8,Credit Card,REF-325555,
PAY-00002869,PAY-00002869,INV-00004810,2023-09-12,12.66,Wire Transfer,REF-504256,
PAY-00002870,PAY-00002870,INV-00004811,2025-07-16,111.88,Credit Card,REF-700902,
PAY-00002871,PAY-00002871,INV-00004814,2024-09-20,156.79,ACH,REF-991558,
PAY-00002872,PAY-00002872,INV-00004815,2025-01-25,93.1,Credit Card,REF-256488,
PAY-00002873,PAY-00002873,INV-00004816,2024-08-02,342.3,ACH,REF-970560,
PAY-00002874,PAY-00002874,INV-00004817,2025-07-17,453.79,Wire Transfer,REF-284713,
PAY-00002875,PAY-00002875,INV-00004818,2025-02-23,36.26,Check,REF-165183,
PAY-00002876,PAY-00002876,INV-00004819,2025-04-10,379.1,Wire Transfer,REF-420772,
PAY-00002877,PAY-00002877,INV-00004820,2024-09-02,611.5,Cash,REF-546951,
PAY-00002878,PAY-00002878,INV-00004821,2025-03-19,1052.5,Wire Transfer,REF-698038,
PAY-00002879,PAY-00002879,INV-00004822,2024-01-15,3.38,Wire Transfer,REF-168175,
PAY-00002880,PAY-00002880,INV-00004825,2023-10-25,34.82,Cash,REF-309831,
PAY-00002881,PAY-00002881,INV-00004828,2024-01-17,25.19,Credit Card,REF-580987,
PAY-00002882,PAY-00002882,INV-00004829,2025-04-21,70.03,ACH,REF-318973,
PAY-00002883,PAY-00002883,INV-00004831,2025-05-22,1728.58,Cash,REF-878925,
PAY-00002884,PAY-00002884,INV-00004832,2024-09-16,1132.49,Cash,REF-718001,
PAY-00002885,PAY-00002885,INV-00004835,2025-01-11,91.74,Credit Card,REF-887377,
PAY-00002886,PAY-00002886,INV-00004836,2024-05-23,91.3,Cash,REF-900951,
PAY-00002887,PAY-00002887,INV-00004841,2025-05-18,63.93,Check,REF-125601,
PAY-00002888,PAY-00002888,INV-00004843,2023-11-18,304.35,Wire Transfer,REF-115857,
PAY-00002889,PAY-00002889,INV-00004844,2023-10-10,179.5,Wire Transfer,REF-475226,
PAY-00002890,PAY-00002890,INV-00004845,2024-06-28,467.5,ACH,REF-645519,
PAY-00002891,PAY-00002891,INV-00004846,2024-03-03,8.56,Cash,REF-383342,
PAY-00002892,PAY-00002892,INV-00004847,2024-05-22,100.98,Credit Card,REF-864516,
PAY-00002893,PAY-00002893,INV-00004850,2024-03-17,308.36,ACH,REF-936798,
PAY-00002894,PAY-00002894,INV-00004851,2025-08-09,243.75,Cash,REF-388559,
PAY-00002895,PAY-00002895,INV-00004852,2024-05-06,1662.59,Wire Transfer,REF-270741,
PAY-00002896,PAY-00002896,INV-00004855,2024-04-13,925.79,Wire Transfer,REF-103201,
PAY-00002897,PAY-00002897,INV-00004858,2024-01-18,430.62,Cash,REF-851404,
PAY-00002898,PAY-00002898,INV-00004860,2024-06-24,5074.0,Wire Transfer,REF-699540,
PAY-00002899,PAY-00002899,INV-00004861,2025-08-05,3863.0,ACH,REF-743817,
PAY-00002900,PAY-00002900,INV-00004862,2023-08-23,282.22,Credit Card,REF-560743,
PAY-00002901,PAY-00002901,INV-00004864,2025-05-12,82.15,ACH,REF-227724,
PAY-00002902,PAY-00002902,INV-00004866,2023-10-03,1128.25,ACH,REF-496274,
PAY-00002903,PAY-00002903,INV-00004868,2024-01-23,87.65,ACH,REF-837813,
PAY-00002904,PAY-00002904,INV-00004869,2025-06-23,570.39,Cash,REF-763208,
PAY-00002905,PAY-00002905,INV-00004871,2023-10-15,8.64,Wire Transfer,REF-990671,
PAY-00002906,PAY-00002906,INV-00004872,2025-06-04,4.87,ACH,REF-709886,
PAY-00002907,PAY-00002907,INV-00004876,2025-06-18,63.75,Check,REF-695619,
PAY-00002908,PAY-00002908,INV-00004878,2023-07-14,908.0,Credit Card,REF-111814,
PAY-00002909,PAY-00002909,INV-00004881,2023-12-02,838.0,ACH,REF-163036,
PAY-00002910,PAY-00002910,INV-00004882,2024-09-11,1263.93,Check,REF-467868,
PAY-00002911,PAY-00002911,INV-00004884,2023-12-15,876.5,Cash,REF-939995,
PAY-00002912,PAY-00002912,INV-00004885,2024-04-05,372.42,Cash,REF-602795,
PAY-00002913,PAY-00002913,INV-00004886,2024-10-23,366.65,Credit Card,REF-834600,
PAY-00002914,PAY-00002914,INV-00004887,2025-07-01,19.41,Wire Transfer,REF-989435,
PAY-00002915,PAY-00002915,INV-00004888,2023-09-22,478.97,Wire Transfer,REF-772432,
PAY-00002916,PAY-00002916,INV-00004890,2025-03-04,86.4,ACH,REF-870581,
PAY-00002917,PAY-00002917,INV-00004891,2024-06-15,3479.56,ACH,REF-818867,
PAY-00002918,PAY-00002918,INV-00004894,2023-09-05,528.25,Cash,REF-973603,
PAY-00002919,PAY-00002919,INV-00004896,2025-05-31,265.8,Credit Card,REF-505485,
PAY-00002920,PAY-00002920,INV-00004899,2024-01-12,557.0,Credit Card,REF-114844,
PAY-00002921,PAY-00002921,INV-00004900,2025-06-20,204.3,ACH,REF-134680,
PAY-00002922,PAY-00002922,INV-00004903,2025-06-18,145.3,Cash,REF-946118,
PAY-00002923,PAY-00002923,INV-00004904,2024-07-12,229.2,Check,REF-538154,
PAY-00002924,PAY-00002924,INV-00004906,2024-11-03,286.18,Check,REF-573642,
PAY-00002925,PAY-00002925,INV-00004909,2023-07-07,8.66,Credit Card,REF-830902,
PAY-00002926,PAY-00002926,INV-00004910,2023-12-24,195.57,Check,REF-167596,
PAY-00002927,PAY-00002927,INV-00004912,2024-04-07,1569.4,Credit Card,REF-394771,
PAY-00002928,PAY-00002928,INV-00004913,2025-07-07,34.89,Check,REF-151031,
PAY-00002929,PAY-00002929,INV-00004914,2024-10-25,193.73,Wire Transfer,REF-478881,
PAY-00002930,PAY-00002930,INV-00004916,2024-11-23,85.55,Check,REF-283068,
PAY-00002931,PAY-00002931,INV-00004917,2024-11-01,340.5,Credit Card,REF-213564,
PAY-00002932,PAY-00002932,INV-00004918,2023-08-19,1462.99,Cash,REF-483552,
PAY-00002933,PAY-00002933,INV-00004920,2024-02-15,37.59,Wire Transfer,REF-596905,
PAY-00002934,PAY-00002934,INV-00004923,2024-06-12,40.24,Check,REF-219766,
PAY-00002935,PAY-00002935,INV-00004924,2024-02-04,426.88,Check,REF-235659,
PAY-00002936,PAY-00002936,INV-00004925,2024-05-12,409.2,Cash,REF-846059,
PAY-00002937,PAY-00002937,INV-00004928,2025-07-28,2517.5,Cash,REF-189989,
PAY-00002938,PAY-00002938,INV-00004929,2024-08-05,671.0,ACH,REF-870879,
PAY-00002939,PAY-00002939,INV-00004930,2024-02-28,250.5,Wire Transfer,REF-211800,
PAY-00002940,PAY-00002940,INV-00004931,2025-03-08,23.08,Credit Card,REF-340681,
PAY-00002941,PAY-00002941,INV-00004932,2024-08-03,664.75,Check,REF-615904,
PAY-00002942,PAY-00002942,INV-00004933,2024-11-24,288.46,Credit Card,REF-860507,
PAY-00002943,PAY-00002943,INV-00004934,2024-01-24,1879.5,Credit Card,REF-482906,
PAY-00002944,PAY-00002944,INV-00004936,2024-01-11,651.16,Wire Transfer,REF-772031,
PAY-00002945,PAY-00002945,INV-00004937,2025-04-30,1684.97,Wire Transfer,REF-213333,
PAY-00002946,PAY-00002946,INV-00004938,2024-02-23,2114.0,Wire Transfer,REF-954224,
PAY-00002947,PAY-00002947,INV-00004939,2025-01-16,199.35,Credit Card,REF-192237,
PAY-00002948,PAY-00002948,INV-00004940,2024-04-25,154.18,ACH,REF-630459,
PAY-00002949,PAY-00002949,INV-00004941,2025-07-07,122.7,Credit Card,REF-253447,
PAY-00002950,PAY-00002950,INV-00004942,2024-02-04,420.24,Cash,REF-564963,
PAY-00002951,PAY-00002951,INV-00004943,2024-04-21,420.26,ACH,REF-642844,
PAY-00002952,PAY-00002952,INV-00004945,2025-04-05,1879.5,Check,REF-443269,
PAY-00002953,PAY-00002953,INV-00004947,2024-10-28,15262.5,Wire Transfer,REF-569893,
PAY-00002954,PAY-00002954,INV-00004949,2024-02-04,208.5,ACH,REF-510038,
PAY-00002955,PAY-00002955,INV-00004950,2024-01-16,671.33,Cash,REF-248274,
PAY-00002956,PAY-00002956,INV-00004951,2023-09-15,124.56,Cash,REF-691632,
PAY-00002957,PAY-00002957,INV-00004952,2025-05-29,248.5,Credit Card,REF-295963,
PAY-00002958,PAY-00002958,INV-00004955,2025-03-08,64.98,Credit Card,REF-383037,
PAY-00002959,PAY-00002959,INV-00004956,2024-10-29,580.2,Cash,REF-837703,
PAY-00002960,PAY-00002960,INV-00004957,2024-02-22,755.25,Credit Card,REF-387125,
PAY-00002961,PAY-00002961,INV-00004960,2024-11-06,52.57,Cash,REF-209323,
PAY-00002962,PAY-00002962,INV-00004962,2024-04-20,501.51,Cash,REF-730923,
PAY-00002963,PAY-00002963,INV-00004964,2024-11-26,407.79,Credit Card,REF-601515,
PAY-00002964,PAY-00002964,INV-00004965,2024-11-19,307.3,Check,REF-341774,
PAY-00002965,PAY-00002965,INV-00004966,2023-09-28,195.0,Cash,REF-355410,
PAY-00002966,PAY-00002966,INV-00004967,2023-11-09,647.65,Cash,REF-169778,
PAY-00002967,PAY-00002967,INV-00004969,2025-01-26,56.2,Wire Transfer,REF-179687,
PAY-00002968,PAY-00002968,INV-00004970,2024-05-16,727.5,Credit Card,REF-106167,
PAY-00002969,PAY-00002969,INV-00004972,2024-07-13,280.08,Wire Transfer,REF-445732,
PAY-00002970,PAY-00002970,INV-00004974,2023-08-14,24.91,ACH,REF-453799,
PAY-00002971,PAY-00002971,INV-00004976,2023-10-23,765.04,Cash,REF-760019,
PAY-00002972,PAY-00002972,INV-00004977,2024-04-04,4216.0,Credit Card,REF-256399,
PAY-00002973,PAY-00002973,INV-00004978,2024-08-04,42.82,Credit Card,REF-623526,
PAY-00002974,PAY-00002974,INV-00004980,2023-08-25,510.55,Check,REF-767250,
PAY-00002975,PAY-00002975,INV-00004983,2024-07-04,140.2,Cash,REF-414844,
PAY-00002976,PAY-00002976,INV-00004984,2024-11-06,259.0,ACH,REF-709034,
PAY-00002977,PAY-00002977,INV-00004985,2025-01-02,939.45,Wire Transfer,REF-814316,
PAY-00002978,PAY-00002978,INV-00004987,2024-07-02,77.62,Cash,REF-101350,
PAY-00002979,PAY-00002979,INV-00004988,2024-03-12,1067.5,Check,REF-715476,
PAY-00002980,PAY-00002980,INV-00004989,2024-10-11,50.16,Wire Transfer,REF-594656,
PAY-00002981,PAY-00002981,INV-00004990,2024-05-27,817.5,Check,REF-886655,
PAY-00002982,PAY-00002982,INV-00004992,2024-08-14,848.76,Cash,REF-330447,
PAY-00002983,PAY-00002983,INV-00004995,2024-12-17,58.14,Cash,REF-260161,
PAY-00002984,PAY-00002984,INV-00004997,2024-08-03,1736.4,Wire Transfer,REF-343802,
PAY-00002985,PAY-00002985,INV-00004999,2024-03-08,146.68,Credit Card,REF-708922,
PAY-00002986,PAY-00002986,INV-00005000,2024-01-18,95.0,Check,REF-502674,
PAY-00002987,PAY-00002987,INV-00005002,2025-06-15,134.5,Credit Card,REF-257529,
PAY-00002988,PAY-00002988,INV-00005003,2025-04-02,171.2,Check,REF-476810,
PAY-00002989,PAY-00002989,INV-00005005,2023-10-02,35.18,Check,REF-681166,
PAY-00002990,PAY-00002990,INV-00005007,2023-10-24,97.25,Credit Card,REF-768080,
PAY-00002991,PAY-00002991,INV-00005009,2024-01-29,1245.75,Cash,REF-727306,
