receipt_id,receipt_number,po_id,receipt_date,quantity_received,warehouse_id,quality_check_passed,notes
GR-00003696,GR-00003696,PO-00003087,2024-04-21,104,WH-002,1,
GR-00003697,GR-00003697,PO-00003088,2024-11-27,10,WH-001,1,
GR-00003698,GR-00003698,PO-00003088,2024-11-30,10,WH-002,1,
GR-00003699,GR-00003699,PO-00003089,2025-04-26,1,WH-003,1,
GR-00003700,GR-00003700,PO-00003089,2025-04-30,99,WH-003,1,
GR-00003701,GR-00003701,PO-00003090,2023-11-30,98,WH-003,1,
GR-00003702,GR-00003702,PO-00003090,2023-11-25,102,WH-003,1,
GR-00003703,GR-00003703,PO-00003091,2025-03-23,13,WH-002,1,
GR-00003704,GR-00003704,PO-00003091,2025-03-24,6,WH-002,1,
GR-00003705,GR-00003705,PO-00003091,2025-03-21,131,WH-003,1,
GR-00003706,GR-00003706,PO-00003092,2024-03-02,50,WH-003,1,
GR-00003707,GR-00003707,PO-00003092,2024-03-06,28,WH-003,1,
GR-00003708,GR-00003708,PO-00003092,2024-03-07,72,WH-002,1,
GR-00003709,GR-00003709,PO-00003093,2025-05-09,75,WH-002,1,
GR-00003710,GR-00003710,PO-00003094,2023-11-30,50,WH-001,1,
GR-00003711,GR-00003711,PO-00003095,2025-02-26,150,WH-001,1,
GR-00003712,GR-00003712,PO-00003097,2023-11-14,20,WH-001,1,
GR-00003713,GR-00003713,PO-00003098,2023-10-12,30,WH-003,1,
GR-00003714,GR-00003714,PO-00003098,2023-10-06,7,WH-002,1,
GR-00003715,GR-00003715,PO-00003098,2023-10-07,113,WH-003,1,
GR-00003716,GR-00003716,PO-00003099,2023-10-13,20,WH-002,1,
GR-00003717,GR-00003717,PO-00003100,2024-08-23,31,WH-003,1,
GR-00003718,GR-00003718,PO-00003100,2024-08-21,22,WH-003,1,
GR-00003719,GR-00003719,PO-00003100,2024-08-22,22,WH-002,1,
GR-00003720,GR-00003720,PO-00003101,2024-02-20,50,WH-002,1,
GR-00003721,GR-00003721,PO-00003102,2024-11-23,200,WH-001,1,
GR-00003722,GR-00003722,PO-00003103,2023-09-30,100,WH-001,1,
GR-00003723,GR-00003723,PO-00003104,2024-02-18,25,WH-001,1,
GR-00003724,GR-00003724,PO-00003105,2023-10-01,20,WH-002,1,
GR-00003725,GR-00003725,PO-00003106,2024-04-14,25,WH-002,1,
GR-00003726,GR-00003726,PO-00003107,2024-06-16,150,WH-002,1,
GR-00003727,GR-00003727,PO-00003108,2024-03-12,150,WH-002,1,
GR-00003728,GR-00003728,PO-00003109,2024-06-23,50,WH-002,1,
GR-00003729,GR-00003729,PO-00003111,2025-04-26,75,WH-001,1,
GR-00003730,GR-00003730,PO-00003112,2025-04-11,100,WH-003,1,
GR-00003731,GR-00003731,PO-00003113,2024-04-19,75,WH-003,1,
GR-00003732,GR-00003732,PO-00003114,2024-03-01,20,WH-003,1,
GR-00003733,GR-00003733,PO-00003115,2024-11-15,100,WH-003,1,
GR-00003734,GR-00003734,PO-00003119,2024-08-29,20,WH-001,1,
GR-00003735,GR-00003735,PO-00003120,2023-10-08,37,WH-002,0,
GR-00003736,GR-00003736,PO-00003120,2023-10-09,63,WH-003,1,
GR-00003737,GR-00003737,PO-00003122,2025-02-25,4,WH-002,1,
GR-00003738,GR-00003738,PO-00003122,2025-02-21,196,WH-001,1,
GR-00003739,GR-00003739,PO-00003124,2024-04-25,75,WH-002,1,
GR-00003740,GR-00003740,PO-00003125,2024-10-24,53,WH-003,1,
GR-00003741,GR-00003741,PO-00003125,2024-10-23,97,WH-002,1,
GR-00003742,GR-00003742,PO-00003126,2024-11-03,150,WH-003,1,
GR-00003743,GR-00003743,PO-00003127,2023-08-14,25,WH-001,1,
GR-00003744,GR-00003744,PO-00003128,2024-12-28,10,WH-001,1,
GR-00003745,GR-00003745,PO-00003129,2024-02-22,10,WH-002,1,
GR-00003746,GR-00003746,PO-00003129,2024-02-19,6,WH-001,1,
GR-00003747,GR-00003747,PO-00003129,2024-02-19,9,WH-001,1,
GR-00003748,GR-00003748,PO-00003130,2025-05-13,50,WH-002,1,
GR-00003749,GR-00003749,PO-00003131,2023-07-23,100,WH-001,1,
GR-00003750,GR-00003750,PO-00003132,2023-12-08,10,WH-001,1,
GR-00003751,GR-00003751,PO-00003133,2024-09-29,25,WH-002,0,
GR-00003752,GR-00003752,PO-00003134,2023-10-25,100,WH-001,1,
GR-00003753,GR-00003753,PO-00003135,2023-11-26,20,WH-001,1,
GR-00003754,GR-00003754,PO-00003136,2024-01-05,25,WH-003,1,
GR-00003755,GR-00003755,PO-00003137,2023-11-19,10,WH-001,1,
GR-00003756,GR-00003756,PO-00003138,2024-02-07,10,WH-002,1,
GR-00003757,GR-00003757,PO-00003139,2024-06-26,50,WH-002,1,
GR-00003758,GR-00003758,PO-00003141,2024-10-05,41,WH-003,1,
GR-00003759,GR-00003759,PO-00003141,2024-10-03,109,WH-002,1,
GR-00003760,GR-00003760,PO-00003142,2023-07-19,10,WH-001,1,
GR-00003761,GR-00003761,PO-00003143,2024-08-12,150,WH-002,1,
GR-00003762,GR-00003762,PO-00003144,2024-07-02,31,WH-003,0,
GR-00003763,GR-00003763,PO-00003144,2024-06-30,5,WH-003,1,
GR-00003764,GR-00003764,PO-00003144,2024-07-01,39,WH-003,1,
GR-00003765,GR-00003765,PO-00003146,2024-05-01,10,WH-001,1,
GR-00003766,GR-00003766,PO-00003147,2024-09-12,150,WH-001,1,
GR-00003767,GR-00003767,PO-00003148,2024-07-29,9,WH-003,1,
GR-00003768,GR-00003768,PO-00003148,2024-07-29,1,WH-003,1,
GR-00003769,GR-00003769,PO-00003148,2024-07-25,15,WH-002,1,
GR-00003770,GR-00003770,PO-00003150,2024-05-04,36,WH-003,1,
GR-00003771,GR-00003771,PO-00003150,2024-05-05,39,WH-002,1,
GR-00003772,GR-00003772,PO-00003151,2025-06-02,25,WH-001,1,
GR-00003773,GR-00003773,PO-00003152,2024-06-17,20,WH-003,1,
GR-00003774,GR-00003774,PO-00003153,2025-02-08,25,WH-001,1,
GR-00003775,GR-00003775,PO-00003154,2024-05-05,20,WH-003,1,
GR-00003776,GR-00003776,PO-00003155,2025-01-27,100,WH-001,1,
GR-00003777,GR-00003777,PO-00003156,2024-05-28,150,WH-002,1,
GR-00003778,GR-00003778,PO-00003158,2024-10-13,100,WH-001,1,
GR-00003779,GR-00003779,PO-00003159,2025-03-28,18,WH-002,1,
GR-00003780,GR-00003780,PO-00003159,2025-03-24,11,WH-003,1,
GR-00003781,GR-00003781,PO-00003159,2025-03-24,21,WH-003,1,
GR-00003782,GR-00003782,PO-00003161,2023-08-01,4,WH-003,1,
GR-00003783,GR-00003783,PO-00003161,2023-07-29,8,WH-001,1,
GR-00003784,GR-00003784,PO-00003161,2023-07-28,8,WH-001,1,
GR-00003785,GR-00003785,PO-00003162,2023-11-09,10,WH-001,1,
GR-00003786,GR-00003786,PO-00003163,2025-01-09,25,WH-002,1,
GR-00003787,GR-00003787,PO-00003163,2025-01-08,11,WH-002,1,
GR-00003788,GR-00003788,PO-00003163,2025-01-04,14,WH-001,1,
GR-00003789,GR-00003789,PO-00003164,2025-07-02,14,WH-001,1,
GR-00003790,GR-00003790,PO-00003164,2025-06-26,61,WH-003,1,
GR-00003791,GR-00003791,PO-00003165,2023-11-18,75,WH-002,1,
GR-00003792,GR-00003792,PO-00003166,2025-04-24,25,WH-001,1,
GR-00003793,GR-00003793,PO-00003167,2024-12-15,50,WH-003,1,
GR-00003794,GR-00003794,PO-00003168,2025-02-21,100,WH-001,1,
GR-00003795,GR-00003795,PO-00003169,2024-11-04,50,WH-002,1,
GR-00003796,GR-00003796,PO-00003170,2024-11-10,10,WH-002,1,
GR-00003797,GR-00003797,PO-00003171,2024-06-11,6,WH-003,1,
GR-00003798,GR-00003798,PO-00003171,2024-06-08,69,WH-002,1,
GR-00003799,GR-00003799,PO-00003172,2023-09-02,6,WH-002,1,
GR-00003800,GR-00003800,PO-00003172,2023-09-06,8,WH-003,1,
GR-00003801,GR-00003801,PO-00003172,2023-09-02,61,WH-002,0,
GR-00003802,GR-00003802,PO-00003173,2024-07-06,12,WH-001,1,
GR-00003803,GR-00003803,PO-00003173,2024-07-03,13,WH-001,1,
GR-00003804,GR-00003804,PO-00003174,2023-11-18,46,WH-001,1,
GR-00003805,GR-00003805,PO-00003174,2023-11-21,54,WH-003,0,
GR-00003806,GR-00003806,PO-00003176,2025-03-03,200,WH-001,1,
GR-00003807,GR-00003807,PO-00003177,2025-06-15,200,WH-003,1,
GR-00003808,GR-00003808,PO-00003178,2025-06-01,50,WH-002,1,
GR-00003809,GR-00003809,PO-00003180,2025-05-16,12,WH-001,1,
GR-00003810,GR-00003810,PO-00003180,2025-05-19,1,WH-003,1,
GR-00003811,GR-00003811,PO-00003180,2025-05-19,87,WH-002,1,
GR-00003812,GR-00003812,PO-00003181,2024-12-16,9,WH-003,1,
GR-00003813,GR-00003813,PO-00003181,2024-12-11,4,WH-003,1,
GR-00003814,GR-00003814,PO-00003181,2024-12-11,12,WH-001,1,
GR-00003815,GR-00003815,PO-00003182,2025-03-31,150,WH-003,1,
GR-00003816,GR-00003816,PO-00003183,2023-12-24,4,WH-003,1,
GR-00003817,GR-00003817,PO-00003183,2023-12-19,21,WH-002,1,
GR-00003818,GR-00003818,PO-00003184,2025-06-11,200,WH-002,1,
GR-00003819,GR-00003819,PO-00003185,2023-09-08,25,WH-002,1,
GR-00003820,GR-00003820,PO-00003186,2024-05-19,200,WH-001,1,
GR-00003821,GR-00003821,PO-00003187,2024-06-11,50,WH-003,1,
GR-00003822,GR-00003822,PO-00003188,2023-11-17,10,WH-002,1,
GR-00003823,GR-00003823,PO-00003189,2024-08-08,75,WH-001,1,
GR-00003824,GR-00003824,PO-00003190,2023-11-10,20,WH-002,1,
GR-00003825,GR-00003825,PO-00003191,2023-08-14,38,WH-002,1,
GR-00003826,GR-00003826,PO-00003191,2023-08-16,162,WH-002,1,
GR-00003827,GR-00003827,PO-00003193,2024-05-19,1,WH-003,1,
GR-00003828,GR-00003828,PO-00003193,2024-05-22,4,WH-002,1,
GR-00003829,GR-00003829,PO-00003193,2024-05-24,5,WH-001,1,
GR-00003830,GR-00003830,PO-00003194,2024-08-08,10,WH-003,1,
GR-00003831,GR-00003831,PO-00003195,2024-09-11,10,WH-001,1,
GR-00003832,GR-00003832,PO-00003196,2025-02-03,61,WH-003,1,
GR-00003833,GR-00003833,PO-00003196,2025-02-02,139,WH-002,1,
GR-00003834,GR-00003834,PO-00003198,2024-08-29,75,WH-001,0,
GR-00003835,GR-00003835,PO-00003200,2024-01-23,5,WH-003,1,
GR-00003836,GR-00003836,PO-00003200,2024-01-28,5,WH-003,1,
GR-00003837,GR-00003837,PO-00003201,2024-11-18,10,WH-001,1,
GR-00003838,GR-00003838,PO-00003202,2024-01-04,100,WH-001,1,
GR-00003839,GR-00003839,PO-00003204,2023-10-09,150,WH-003,1,
GR-00003840,GR-00003840,PO-00003206,2024-06-20,25,WH-001,1,
GR-00003841,GR-00003841,PO-00003207,2023-09-17,150,WH-003,1,
GR-00003842,GR-00003842,PO-00003208,2024-04-21,200,WH-003,1,
GR-00003843,GR-00003843,PO-00003210,2024-01-22,7,WH-001,1,
GR-00003844,GR-00003844,PO-00003210,2024-01-22,18,WH-003,1,
GR-00003845,GR-00003845,PO-00003211,2025-03-11,25,WH-003,1,
GR-00003846,GR-00003846,PO-00003212,2025-03-08,150,WH-003,1,
GR-00003847,GR-00003847,PO-00003213,2024-10-05,10,WH-001,1,
GR-00003848,GR-00003848,PO-00003215,2024-11-02,100,WH-003,1,
GR-00003849,GR-00003849,PO-00003216,2023-08-07,75,WH-002,1,
GR-00003850,GR-00003850,PO-00003217,2023-09-24,200,WH-003,1,
GR-00003851,GR-00003851,PO-00003218,2024-12-24,34,WH-003,1,
GR-00003852,GR-00003852,PO-00003218,2024-12-26,1,WH-002,1,
GR-00003853,GR-00003853,PO-00003218,2024-12-21,40,WH-001,1,
GR-00003854,GR-00003854,PO-00003219,2023-10-16,12,WH-001,1,
GR-00003855,GR-00003855,PO-00003219,2023-10-18,138,WH-001,1,
GR-00003856,GR-00003856,PO-00003221,2024-09-05,4,WH-001,1,
GR-00003857,GR-00003857,PO-00003221,2024-09-05,3,WH-003,1,
GR-00003858,GR-00003858,PO-00003221,2024-09-03,3,WH-003,1,
GR-00003859,GR-00003859,PO-00003222,2024-11-20,19,WH-003,1,
GR-00003860,GR-00003860,PO-00003222,2024-11-19,131,WH-001,1,
GR-00003861,GR-00003861,PO-00003223,2024-01-14,50,WH-001,1,
GR-00003862,GR-00003862,PO-00003224,2024-08-19,75,WH-003,1,
GR-00003863,GR-00003863,PO-00003225,2025-01-06,75,WH-003,1,
GR-00003864,GR-00003864,PO-00003226,2023-11-09,55,WH-002,1,
GR-00003865,GR-00003865,PO-00003226,2023-11-09,95,WH-001,1,
GR-00003866,GR-00003866,PO-00003227,2024-04-30,1,WH-002,1,
GR-00003867,GR-00003867,PO-00003227,2024-04-27,9,WH-002,1,
GR-00003868,GR-00003868,PO-00003228,2025-03-20,100,WH-001,1,
GR-00003869,GR-00003869,PO-00003230,2024-11-10,10,WH-003,1,
GR-00003870,GR-00003870,PO-00003231,2023-12-31,100,WH-002,1,
GR-00003871,GR-00003871,PO-00003232,2025-04-13,200,WH-002,1,
GR-00003872,GR-00003872,PO-00003234,2024-11-18,63,WH-003,1,
GR-00003873,GR-00003873,PO-00003234,2024-11-16,137,WH-001,1,
GR-00003874,GR-00003874,PO-00003235,2024-11-06,150,WH-002,1,
GR-00003875,GR-00003875,PO-00003236,2025-06-22,51,WH-002,1,
GR-00003876,GR-00003876,PO-00003236,2025-06-25,99,WH-001,1,
GR-00003877,GR-00003877,PO-00003237,2023-10-21,25,WH-001,1,
GR-00003878,GR-00003878,PO-00003238,2025-06-14,2,WH-002,1,
GR-00003879,GR-00003879,PO-00003238,2025-06-12,198,WH-001,1,
GR-00003880,GR-00003880,PO-00003239,2024-10-04,50,WH-003,0,
GR-00003881,GR-00003881,PO-00003240,2023-08-09,27,WH-002,1,
GR-00003882,GR-00003882,PO-00003240,2023-08-04,123,WH-002,1,
GR-00003883,GR-00003883,PO-00003241,2025-05-14,11,WH-003,1,
GR-00003884,GR-00003884,PO-00003241,2025-05-14,189,WH-001,1,
GR-00003885,GR-00003885,PO-00003242,2023-09-30,150,WH-003,1,
GR-00003886,GR-00003886,PO-00003243,2024-07-07,50,WH-002,1,
GR-00003887,GR-00003887,PO-00003244,2024-04-23,100,WH-003,1,
GR-00003888,GR-00003888,PO-00003245,2024-03-30,75,WH-001,1,
GR-00003889,GR-00003889,PO-00003247,2024-04-08,20,WH-002,1,
GR-00003890,GR-00003890,PO-00003248,2024-07-27,25,WH-002,1,
GR-00003891,GR-00003891,PO-00003250,2024-09-28,10,WH-003,1,
GR-00003892,GR-00003892,PO-00003250,2024-09-27,15,WH-002,1,
GR-00003893,GR-00003893,PO-00003251,2024-06-23,1,WH-002,1,
GR-00003894,GR-00003894,PO-00003251,2024-06-21,9,WH-002,1,
GR-00003895,GR-00003895,PO-00003252,2025-01-23,200,WH-003,1,
GR-00003896,GR-00003896,PO-00003253,2025-06-15,75,WH-003,1,
GR-00003897,GR-00003897,PO-00003254,2024-01-30,60,WH-001,1,
GR-00003898,GR-00003898,PO-00003254,2024-01-31,90,WH-002,1,
GR-00003899,GR-00003899,PO-00003255,2024-04-09,200,WH-003,1,
GR-00003900,GR-00003900,PO-00003256,2024-01-20,31,WH-002,1,
GR-00003901,GR-00003901,PO-00003256,2024-01-23,119,WH-002,1,
GR-00003902,GR-00003902,PO-00003257,2025-04-19,100,WH-003,1,
GR-00003903,GR-00003903,PO-00003258,2025-02-09,58,WH-002,1,
GR-00003904,GR-00003904,PO-00003258,2025-02-05,142,WH-001,1,
GR-00003905,GR-00003905,PO-00003259,2024-04-09,75,WH-003,1,
GR-00003906,GR-00003906,PO-00003260,2025-03-31,10,WH-001,1,
GR-00003907,GR-00003907,PO-00003261,2024-10-02,100,WH-002,1,
GR-00003908,GR-00003908,PO-00003262,2024-04-03,50,WH-003,1,
GR-00003909,GR-00003909,PO-00003263,2024-12-04,75,WH-003,1,
GR-00003910,GR-00003910,PO-00003264,2024-09-15,20,WH-002,1,
GR-00003911,GR-00003911,PO-00003265,2023-09-30,50,WH-003,1,
GR-00003912,GR-00003912,PO-00003266,2024-03-05,10,WH-003,1,
GR-00003913,GR-00003913,PO-00003267,2024-05-20,200,WH-002,1,
GR-00003914,GR-00003914,PO-00003268,2025-06-04,25,WH-001,1,
GR-00003915,GR-00003915,PO-00003269,2024-01-07,150,WH-001,1,
GR-00003916,GR-00003916,PO-00003270,2023-10-25,20,WH-001,1,
GR-00003917,GR-00003917,PO-00003273,2024-07-18,150,WH-003,1,
GR-00003918,GR-00003918,PO-00003274,2025-02-14,10,WH-002,1,
GR-00003919,GR-00003919,PO-00003275,2025-01-21,25,WH-002,1,
GR-00003920,GR-00003920,PO-00003276,2025-04-10,100,WH-002,1,
GR-00003921,GR-00003921,PO-00003277,2023-08-22,75,WH-002,1,
GR-00003922,GR-00003922,PO-00003278,2024-01-21,50,WH-001,1,
GR-00003923,GR-00003923,PO-00003281,2025-02-06,150,WH-002,1,
GR-00003924,GR-00003924,PO-00003282,2024-07-28,25,WH-003,1,
GR-00003925,GR-00003925,PO-00003284,2025-01-14,28,WH-001,1,
GR-00003926,GR-00003926,PO-00003284,2025-01-20,31,WH-003,1,
GR-00003927,GR-00003927,PO-00003284,2025-01-16,91,WH-002,1,
GR-00003928,GR-00003928,PO-00003285,2024-07-07,39,WH-001,1,
GR-00003929,GR-00003929,PO-00003285,2024-07-06,61,WH-002,1,
GR-00003930,GR-00003930,PO-00003286,2023-08-19,200,WH-003,1,
GR-00003931,GR-00003931,PO-00003287,2023-11-26,200,WH-003,1,
GR-00003932,GR-00003932,PO-00003288,2024-10-06,100,WH-003,1,
GR-00003933,GR-00003933,PO-00003289,2023-12-28,10,WH-001,1,
GR-00003934,GR-00003934,PO-00003290,2024-10-28,5,WH-001,1,
GR-00003935,GR-00003935,PO-00003290,2024-10-31,45,WH-003,1,
GR-00003936,GR-00003936,PO-00003293,2024-07-09,71,WH-002,1,
GR-00003937,GR-00003937,PO-00003293,2024-07-10,79,WH-002,1,
GR-00003938,GR-00003938,PO-00003294,2024-10-04,33,WH-003,1,
GR-00003939,GR-00003939,PO-00003294,2024-10-10,42,WH-001,1,
GR-00003940,GR-00003940,PO-00003295,2024-01-02,20,WH-002,1,
GR-00003941,GR-00003941,PO-00003297,2025-03-24,47,WH-002,1,
GR-00003942,GR-00003942,PO-00003297,2025-03-27,18,WH-002,1,
GR-00003943,GR-00003943,PO-00003297,2025-03-25,35,WH-001,1,
GR-00003944,GR-00003944,PO-00003298,2023-08-26,10,WH-003,0,
GR-00003945,GR-00003945,PO-00003300,2024-12-24,20,WH-002,1,
GR-00003946,GR-00003946,PO-00003301,2025-02-02,50,WH-002,1,
GR-00003947,GR-00003947,PO-00003302,2024-02-21,20,WH-003,1,
GR-00003948,GR-00003948,PO-00003303,2025-05-12,200,WH-003,1,
GR-00003949,GR-00003949,PO-00003304,2024-08-16,2,WH-001,1,
GR-00003950,GR-00003950,PO-00003304,2024-08-15,18,WH-002,1,
GR-00003951,GR-00003951,PO-00003305,2024-12-13,75,WH-002,1,
GR-00003952,GR-00003952,PO-00003306,2024-06-30,3,WH-002,1,
GR-00003953,GR-00003953,PO-00003306,2024-06-30,7,WH-003,1,
GR-00003954,GR-00003954,PO-00003309,2025-05-20,25,WH-003,1,
GR-00003955,GR-00003955,PO-00003310,2023-10-02,25,WH-001,1,
GR-00003956,GR-00003956,PO-00003311,2024-08-12,25,WH-001,1,
GR-00003957,GR-00003957,PO-00003312,2023-09-18,10,WH-002,1,
GR-00003958,GR-00003958,PO-00003313,2025-01-05,200,WH-003,1,
GR-00003959,GR-00003959,PO-00003315,2024-05-02,25,WH-001,1,
GR-00003960,GR-00003960,PO-00003316,2025-04-25,21,WH-001,1,
GR-00003961,GR-00003961,PO-00003316,2025-04-22,54,WH-003,1,
GR-00003962,GR-00003962,PO-00003316,2025-04-27,75,WH-003,1,
GR-00003963,GR-00003963,PO-00003317,2025-05-26,10,WH-001,1,
GR-00003964,GR-00003964,PO-00003319,2024-06-09,50,WH-002,1,
GR-00003965,GR-00003965,PO-00003320,2023-11-11,1,WH-002,1,
GR-00003966,GR-00003966,PO-00003320,2023-11-12,19,WH-002,1,
GR-00003967,GR-00003967,PO-00003321,2024-03-07,200,WH-003,1,
GR-00003968,GR-00003968,PO-00003322,2024-09-08,200,WH-001,1,
GR-00003969,GR-00003969,PO-00003323,2023-12-03,9,WH-002,0,
GR-00003970,GR-00003970,PO-00003323,2023-12-04,5,WH-001,1,
GR-00003971,GR-00003971,PO-00003323,2023-12-05,6,WH-002,1,
GR-00003972,GR-00003972,PO-00003324,2023-08-23,20,WH-003,1,
GR-00003973,GR-00003973,PO-00003325,2025-03-15,25,WH-001,1,
GR-00003974,GR-00003974,PO-00003326,2024-07-16,150,WH-003,1,
GR-00003975,GR-00003975,PO-00003327,2024-02-21,2,WH-003,1,
GR-00003976,GR-00003976,PO-00003327,2024-02-22,23,WH-002,1,
GR-00003977,GR-00003977,PO-00003328,2024-10-09,10,WH-001,1,
GR-00003978,GR-00003978,PO-00003328,2024-10-07,15,WH-003,1,
GR-00003979,GR-00003979,PO-00003329,2025-05-10,47,WH-003,1,
GR-00003980,GR-00003980,PO-00003329,2025-05-13,153,WH-001,0,
GR-00003981,GR-00003981,PO-00003330,2024-06-04,95,WH-001,1,
GR-00003982,GR-00003982,PO-00003330,2024-06-02,105,WH-001,1,
GR-00003983,GR-00003983,PO-00003332,2024-12-08,150,WH-003,1,
GR-00003984,GR-00003984,PO-00003333,2024-12-10,100,WH-001,1,
GR-00003985,GR-00003985,PO-00003334,2024-08-24,4,WH-001,1,
GR-00003986,GR-00003986,PO-00003334,2024-08-25,21,WH-002,1,
GR-00003987,GR-00003987,PO-00003335,2024-12-25,200,WH-002,1,
GR-00003988,GR-00003988,PO-00003336,2023-08-23,56,WH-001,1,
GR-00003989,GR-00003989,PO-00003336,2023-08-20,144,WH-002,1,
GR-00003990,GR-00003990,PO-00003337,2024-10-25,10,WH-001,1,
GR-00003991,GR-00003991,PO-00003338,2024-04-10,150,WH-001,1,
GR-00003992,GR-00003992,PO-00003339,2023-11-16,10,WH-002,1,
GR-00003993,GR-00003993,PO-00003340,2023-09-26,94,WH-002,1,
GR-00003994,GR-00003994,PO-00003340,2023-09-27,106,WH-003,0,
GR-00003995,GR-00003995,PO-00003341,2024-02-17,25,WH-002,1,
GR-00003996,GR-00003996,PO-00003342,2025-02-01,75,WH-002,1,
GR-00003997,GR-00003997,PO-00003343,2025-04-12,50,WH-001,1,
GR-00003998,GR-00003998,PO-00003344,2023-12-27,100,WH-003,1,
GR-00003999,GR-00003999,PO-00003345,2023-11-02,32,WH-001,1,
GR-00004000,GR-00004000,PO-00003345,2023-11-05,28,WH-003,1,
GR-00004001,GR-00004001,PO-00003345,2023-11-07,40,WH-002,1,
GR-00004002,GR-00004002,PO-00003347,2025-02-17,14,WH-002,1,
GR-00004003,GR-00004003,PO-00003347,2025-02-19,136,WH-002,1,
GR-00004004,GR-00004004,PO-00003348,2024-04-01,50,WH-003,1,
GR-00004005,GR-00004005,PO-00003349,2024-08-08,150,WH-002,1,
GR-00004006,GR-00004006,PO-00003350,2024-04-20,29,WH-003,1,
GR-00004007,GR-00004007,PO-00003350,2024-04-18,121,WH-003,1,
GR-00004008,GR-00004008,PO-00003351,2024-03-06,6,WH-003,1,
GR-00004009,GR-00004009,PO-00003351,2024-03-05,19,WH-003,1,
GR-00004010,GR-00004010,PO-00003352,2023-08-20,59,WH-003,1,
GR-00004011,GR-00004011,PO-00003352,2023-08-21,141,WH-003,1,
GR-00004012,GR-00004012,PO-00003353,2024-04-23,20,WH-002,1,
GR-00004013,GR-00004013,PO-00003354,2024-03-01,20,WH-002,1,
GR-00004014,GR-00004014,PO-00003356,2024-12-29,150,WH-003,1,
GR-00004015,GR-00004015,PO-00003357,2025-04-27,100,WH-002,1,
GR-00004016,GR-00004016,PO-00003358,2024-12-13,7,WH-003,1,
GR-00004017,GR-00004017,PO-00003358,2024-12-10,18,WH-003,1,
GR-00004018,GR-00004018,PO-00003359,2024-04-09,74,WH-002,1,
GR-00004019,GR-00004019,PO-00003359,2024-04-11,44,WH-002,1,
GR-00004020,GR-00004020,PO-00003359,2024-04-09,82,WH-002,0,
GR-00004021,GR-00004021,PO-00003360,2025-02-27,75,WH-001,1,
GR-00004022,GR-00004022,PO-00003361,2023-10-12,50,WH-002,1,
GR-00004023,GR-00004023,PO-00003364,2025-01-06,50,WH-003,1,
GR-00004024,GR-00004024,PO-00003365,2025-03-04,200,WH-003,1,
GR-00004025,GR-00004025,PO-00003366,2023-09-29,10,WH-002,1,
GR-00004026,GR-00004026,PO-00003367,2025-01-24,10,WH-002,1,
GR-00004027,GR-00004027,PO-00003367,2025-01-19,2,WH-001,1,
GR-00004028,GR-00004028,PO-00003367,2025-01-18,38,WH-002,1,
GR-00004029,GR-00004029,PO-00003368,2023-08-12,56,WH-002,1,
GR-00004030,GR-00004030,PO-00003368,2023-08-11,144,WH-002,1,
GR-00004031,GR-00004031,PO-00003370,2024-07-22,9,WH-001,1,
GR-00004032,GR-00004032,PO-00003370,2024-07-23,16,WH-001,1,
GR-00004033,GR-00004033,PO-00003371,2023-11-04,75,WH-001,1,
GR-00004034,GR-00004034,PO-00003372,2024-06-24,150,WH-001,1,
GR-00004035,GR-00004035,PO-00003373,2024-10-23,20,WH-001,1,
GR-00004036,GR-00004036,PO-00003374,2024-06-21,3,WH-002,1,
GR-00004037,GR-00004037,PO-00003374,2024-06-22,72,WH-002,1,
GR-00004038,GR-00004038,PO-00003375,2025-02-05,150,WH-002,1,
GR-00004039,GR-00004039,PO-00003376,2025-06-18,200,WH-003,1,
GR-00004040,GR-00004040,PO-00003377,2025-04-17,2,WH-003,1,
GR-00004041,GR-00004041,PO-00003377,2025-04-17,9,WH-003,1,
GR-00004042,GR-00004042,PO-00003377,2025-04-21,9,WH-002,1,
GR-00004043,GR-00004043,PO-00003380,2024-07-09,50,WH-002,1,
GR-00004044,GR-00004044,PO-00003381,2025-01-29,200,WH-001,1,
GR-00004045,GR-00004045,PO-00003382,2023-09-06,20,WH-003,1,
GR-00004046,GR-00004046,PO-00003383,2024-11-08,200,WH-003,1,
GR-00004047,GR-00004047,PO-00003385,2025-01-03,10,WH-002,1,
GR-00004048,GR-00004048,PO-00003386,2023-11-18,20,WH-003,1,
GR-00004049,GR-00004049,PO-00003388,2024-11-01,10,WH-002,1,
GR-00004050,GR-00004050,PO-00003391,2023-09-19,200,WH-001,1,
GR-00004051,GR-00004051,PO-00003392,2024-06-15,2,WH-002,1,
GR-00004052,GR-00004052,PO-00003392,2024-06-14,23,WH-003,1,
GR-00004053,GR-00004053,PO-00003392,2024-06-12,75,WH-003,1,
GR-00004054,GR-00004054,PO-00003393,2025-03-09,25,WH-002,1,
GR-00004055,GR-00004055,PO-00003394,2023-12-25,150,WH-003,1,
GR-00004056,GR-00004056,PO-00003395,2024-09-06,100,WH-001,1,
GR-00004057,GR-00004057,PO-00003397,2024-03-28,10,WH-003,1,
GR-00004058,GR-00004058,PO-00003398,2024-10-09,9,WH-001,1,
GR-00004059,GR-00004059,PO-00003398,2024-10-09,55,WH-003,0,
GR-00004060,GR-00004060,PO-00003398,2024-10-11,86,WH-001,0,
GR-00004061,GR-00004061,PO-00003399,2024-05-08,22,WH-001,1,
GR-00004062,GR-00004062,PO-00003399,2024-05-08,28,WH-002,1,
