quotation_id,quotation_number,lead_id,customer_id,salesperson_id,amount,quotation_date,valid_until_date,status,notes
QUO-00000980,QUO-00000980,LEAD-00001169,CUST-00000088,SP-00000018,2473.71,2025-01-03,2025-02-02,SENT,
QUO-00000981,QUO-00000981,,CUST-00000930,SP-00000015,1011.51,2024-06-06,2024-07-06,SENT,
QUO-00000982,QUO-00000982,,CUST-00000984,SP-00000019,4099.6,2024-03-09,2024-04-08,SENT,
QUO-00000983,QUO-00000983,,CUST-00000365,SP-00000006,53.86,2024-06-09,2024-07-09,EXPIRED,
QUO-00000984,QUO-00000984,LEAD-00002137,CUST-00000487,SP-00000020,805.75,2023-09-08,2023-10-08,ACCEPTED,
QUO-00000985,QUO-00000985,LEAD-00002362,CUST-00000994,SP-00000009,3181.03,2024-04-24,2024-05-24,ACCEPTED,
QUO-00000986,QUO-00000986,LEAD-00002064,CUST-00000149,SP-00000015,192.6,2024-04-27,2024-05-27,REJECTED,
QUO-00000987,QUO-00000987,LEAD-00000064,CUST-00000686,SP-00000003,491.79,2024-09-12,2024-10-12,SENT,
QUO-00000988,QUO-00000988,,CUST-00000588,SP-00000011,1221.55,2024-04-08,2024-05-08,ACCEPTED,
QUO-00000989,QUO-00000989,LEAD-00001768,CUST-00000790,SP-00000005,1791.58,2025-02-27,2025-03-29,SENT,
QUO-00000990,QUO-00000990,LEAD-00002709,CUST-00000002,SP-00000016,292.23,2023-10-17,2023-11-16,DRAFT,
QUO-00000991,QUO-00000991,LEAD-00001923,CUST-00000531,SP-00000008,658.07,2024-06-30,2024-07-30,ACCEPTED,
QUO-00000992,QUO-00000992,LEAD-00002231,CUST-00000877,SP-00000012,73.05,2024-11-26,2024-12-26,DRAFT,
QUO-00000993,QUO-00000993,LEAD-00000449,CUST-00000813,SP-00000007,617.92,2024-01-19,2024-02-18,ACCEPTED,
QUO-00000994,QUO-00000994,LEAD-00000757,CUST-00000713,SP-00000016,1527.81,2024-06-08,2024-07-08,EXPIRED,
QUO-00000995,QUO-00000995,LEAD-00002322,CUST-00000350,SP-00000004,156.3,2025-01-22,2025-02-21,ACCEPTED,
QUO-00000996,QUO-00000996,,CUST-00000646,SP-00000011,1239.71,2023-10-29,2023-11-28,SENT,
QUO-00000997,QUO-00000997,LEAD-00000628,CUST-00000197,SP-00000007,1144.24,2025-01-18,2025-02-17,ACCEPTED,
QUO-00000998,QUO-00000998,,CUST-00000792,SP-00000013,2119.77,2024-10-04,2024-11-03,SENT,
QUO-00000999,QUO-00000999,,CUST-00000795,SP-00000011,368.26,2024-04-01,2024-05-01,SENT,
QUO-00001000,QUO-00001000,LEAD-00001420,CUST-00000396,SP-00000003,2700.02,2023-07-08,2023-08-07,ACCEPTED,
QUO-00001001,QUO-00001001,,CUST-00000123,SP-00000012,136.64,2024-12-01,2024-12-31,SENT,
QUO-00001002,QUO-00001002,LEAD-00002134,CUST-00000026,SP-00000008,2089.44,2024-12-21,2025-01-20,SENT,
QUO-00001003,QUO-00001003,LEAD-00002166,CUST-00000897,SP-00000001,1692.3,2025-04-06,2025-05-06,ACCEPTED,
QUO-00001004,QUO-00001004,LEAD-00002488,CUST-00000546,SP-00000007,78.0,2025-03-02,2025-04-01,ACCEPTED,
QUO-00001005,QUO-00001005,LEAD-00000767,CUST-00000435,SP-00000020,1308.24,2024-12-26,2025-01-25,ACCEPTED,
QUO-00001006,QUO-00001006,LEAD-00002772,CUST-00000906,SP-00000016,307.56,2025-02-20,2025-03-22,ACCEPTED,
QUO-00001007,QUO-00001007,LEAD-00002370,CUST-00000934,SP-00000005,1125.55,2023-09-02,2023-10-02,REJECTED,
QUO-00001008,QUO-00001008,LEAD-00001130,CUST-00000308,SP-00000004,2593.9,2024-09-06,2024-10-06,SENT,
QUO-00001009,QUO-00001009,,CUST-00000375,SP-00000006,1494.9,2024-09-04,2024-10-04,ACCEPTED,
QUO-00001010,QUO-00001010,LEAD-00002288,CUST-00000408,SP-00000018,421.0,2024-12-09,2025-01-08,SENT,
QUO-00001011,QUO-00001011,,CUST-00000806,SP-00000015,606.96,2024-03-13,2024-04-12,SENT,
QUO-00001012,QUO-00001012,LEAD-00001467,CUST-00000501,SP-00000004,1040.34,2024-04-11,2024-05-11,REJECTED,
QUO-00001013,QUO-00001013,LEAD-00001127,CUST-00000400,SP-00000012,1893.78,2024-04-18,2024-05-18,ACCEPTED,
QUO-00001014,QUO-00001014,LEAD-00002685,CUST-00000700,SP-00000001,3038.16,2024-10-08,2024-11-07,SENT,
QUO-00001015,QUO-00001015,LEAD-00002017,CUST-00000582,SP-00000004,200.94,2024-08-31,2024-09-30,ACCEPTED,
QUO-00001016,QUO-00001016,,CUST-00000537,SP-00000002,876.8,2023-12-14,2024-01-13,ACCEPTED,
QUO-00001017,QUO-00001017,,CUST-00000982,SP-00000013,254.81,2025-04-22,2025-05-22,EXPIRED,
QUO-00001018,QUO-00001018,,CUST-00000780,SP-00000015,5958.71,2025-05-11,2025-06-10,SENT,
QUO-00001019,QUO-00001019,,CUST-00000591,SP-00000001,2203.06,2023-10-31,2023-11-30,REJECTED,
QUO-00001020,QUO-00001020,,CUST-00000177,SP-00000016,1072.4,2023-09-28,2023-10-28,REJECTED,
QUO-00001021,QUO-00001021,LEAD-00002734,CUST-00000741,SP-00000003,1644.17,2024-03-30,2024-04-29,ACCEPTED,
QUO-00001022,QUO-00001022,LEAD-00002990,CUST-00000154,SP-00000006,6310.9,2025-06-02,2025-07-02,DRAFT,
QUO-00001023,QUO-00001023,,CUST-00000634,SP-00000017,754.97,2023-11-19,2023-12-19,ACCEPTED,
QUO-00001024,QUO-00001024,LEAD-00001738,CUST-00000691,SP-00000019,1357.48,2023-08-24,2023-09-23,ACCEPTED,
QUO-00001025,QUO-00001025,LEAD-00000912,CUST-00000217,SP-00000001,1941.3,2025-04-15,2025-05-15,SENT,
QUO-00001026,QUO-00001026,LEAD-00001004,CUST-00000915,SP-00000003,1397.64,2023-12-14,2024-01-13,SENT,
QUO-00001027,QUO-00001027,LEAD-00000092,CUST-00000609,SP-00000007,187.5,2025-05-03,2025-06-02,ACCEPTED,
QUO-00001028,QUO-00001028,LEAD-00002749,CUST-00000019,SP-00000009,1519.52,2024-12-18,2025-01-17,REJECTED,
QUO-00001029,QUO-00001029,LEAD-00001659,CUST-00000689,SP-00000013,7984.6,2025-01-15,2025-02-14,ACCEPTED,
QUO-00001030,QUO-00001030,LEAD-00001541,CUST-00000783,SP-00000013,3198.41,2025-01-29,2025-02-28,ACCEPTED,
QUO-00001031,QUO-00001031,LEAD-00001465,CUST-00000300,SP-00000010,1852.37,2024-05-26,2024-06-25,SENT,
QUO-00001032,QUO-00001032,,CUST-00000057,SP-00000001,3757.68,2024-04-16,2024-05-16,SENT,
QUO-00001033,QUO-00001033,,CUST-00000997,SP-00000018,329.6,2025-01-26,2025-02-25,ACCEPTED,
QUO-00001034,QUO-00001034,LEAD-00000111,CUST-00000257,SP-00000002,1456.13,2023-12-29,2024-01-28,ACCEPTED,
QUO-00001035,QUO-00001035,LEAD-00000537,CUST-00000853,SP-00000002,507.49,2024-10-31,2024-11-30,ACCEPTED,
QUO-00001036,QUO-00001036,,CUST-00000090,SP-00000019,256.3,2024-12-05,2025-01-04,ACCEPTED,
QUO-00001037,QUO-00001037,LEAD-00001035,CUST-00000979,SP-00000009,4405.18,2024-04-27,2024-05-27,ACCEPTED,
QUO-00001038,QUO-00001038,,CUST-00000958,SP-00000011,1475.66,2025-01-05,2025-02-04,SENT,
QUO-00001039,QUO-00001039,,CUST-00000204,SP-00000018,4770.96,2023-12-04,2024-01-03,SENT,
QUO-00001040,QUO-00001040,LEAD-00001594,CUST-00000382,SP-00000016,8610.66,2024-11-21,2024-12-21,ACCEPTED,
QUO-00001041,QUO-00001041,,CUST-00000341,SP-00000016,1129.69,2024-07-29,2024-08-28,REJECTED,
QUO-00001042,QUO-00001042,,CUST-00000818,SP-00000005,3037.87,2024-08-07,2024-09-06,DRAFT,
QUO-00001043,QUO-00001043,LEAD-00000612,CUST-00000691,SP-00000004,2217.59,2024-03-26,2024-04-25,REJECTED,
QUO-00001044,QUO-00001044,LEAD-00000534,CUST-00000785,SP-00000009,92.52,2024-07-08,2024-08-07,ACCEPTED,
QUO-00001045,QUO-00001045,,CUST-00000988,SP-00000005,2490.66,2025-05-30,2025-06-29,ACCEPTED,
QUO-00001046,QUO-00001046,LEAD-00001103,CUST-00000137,SP-00000003,168.84,2024-02-04,2024-03-05,ACCEPTED,
QUO-00001047,QUO-00001047,LEAD-00002516,CUST-00000315,SP-00000017,168.48,2024-03-20,2024-04-19,ACCEPTED,
QUO-00001048,QUO-00001048,LEAD-00002295,CUST-00000933,SP-00000003,2253.52,2023-08-15,2023-09-14,EXPIRED,
QUO-00001049,QUO-00001049,,CUST-00000620,SP-00000009,6674.1,2025-06-14,2025-07-14,REJECTED,
QUO-00001050,QUO-00001050,,CUST-00000338,SP-00000017,5316.72,2023-12-24,2024-01-23,ACCEPTED,
QUO-00001051,QUO-00001051,,CUST-00000482,SP-00000003,3848.78,2024-11-06,2024-12-06,ACCEPTED,
QUO-00001052,QUO-00001052,LEAD-00001205,CUST-00000719,SP-00000005,1416.66,2024-01-20,2024-02-19,ACCEPTED,
QUO-00001053,QUO-00001053,LEAD-00000416,CUST-00000228,SP-00000013,99.17,2025-03-10,2025-04-09,ACCEPTED,
QUO-00001054,QUO-00001054,,CUST-00000029,SP-00000008,3213.44,2023-11-15,2023-12-15,DRAFT,
QUO-00001055,QUO-00001055,,CUST-00000425,SP-00000006,568.27,2025-04-10,2025-05-10,SENT,
QUO-00001056,QUO-00001056,LEAD-00002467,CUST-00000370,SP-00000017,3438.69,2025-05-09,2025-06-08,ACCEPTED,
QUO-00001057,QUO-00001057,LEAD-00002415,CUST-00000841,SP-00000006,1038.1,2024-09-16,2024-10-16,ACCEPTED,
QUO-00001058,QUO-00001058,LEAD-00000283,CUST-00000902,SP-00000008,282.36,2025-01-02,2025-02-01,ACCEPTED,
QUO-00001059,QUO-00001059,,CUST-00000641,SP-00000008,1451.09,2024-11-03,2024-12-03,ACCEPTED,
QUO-00001060,QUO-00001060,LEAD-00002870,CUST-00000228,SP-00000019,274.82,2024-12-15,2025-01-14,EXPIRED,
QUO-00001061,QUO-00001061,,CUST-00000020,SP-00000003,97.24,2024-08-02,2024-09-01,ACCEPTED,
QUO-00001062,QUO-00001062,LEAD-00001303,CUST-00000633,SP-00000019,2126.46,2024-03-23,2024-04-22,ACCEPTED,
QUO-00001063,QUO-00001063,,CUST-00000214,SP-00000003,214.42,2023-10-14,2023-11-13,ACCEPTED,
QUO-00001064,QUO-00001064,,CUST-00000150,SP-00000015,516.88,2025-02-04,2025-03-06,ACCEPTED,
QUO-00001065,QUO-00001065,LEAD-00002597,CUST-00000844,SP-00000005,1255.36,2024-01-05,2024-02-04,REJECTED,
QUO-00001066,QUO-00001066,LEAD-00000968,CUST-00000309,SP-00000016,4629.19,2024-06-12,2024-07-12,EXPIRED,
QUO-00001067,QUO-00001067,LEAD-00000943,CUST-00000577,SP-00000008,1639.35,2024-06-21,2024-07-21,SENT,
QUO-00001068,QUO-00001068,,CUST-00000356,SP-00000003,577.18,2025-06-10,2025-07-10,SENT,
QUO-00001069,QUO-00001069,,CUST-00000432,SP-00000016,6282.08,2024-04-07,2024-05-07,SENT,
QUO-00001070,QUO-00001070,,CUST-00000710,SP-00000018,58.72,2025-02-17,2025-03-19,ACCEPTED,
QUO-00001071,QUO-00001071,LEAD-00000529,CUST-00000789,SP-00000009,1652.22,2024-06-01,2024-07-01,ACCEPTED,
QUO-00001072,QUO-00001072,LEAD-00001867,CUST-00000649,SP-00000002,74.48,2024-05-03,2024-06-02,SENT,
QUO-00001073,QUO-00001073,LEAD-00000595,CUST-00000688,SP-00000016,148.96,2023-10-01,2023-10-31,ACCEPTED,
QUO-00001074,QUO-00001074,,CUST-00000880,SP-00000018,1986.17,2024-01-22,2024-02-21,SENT,
QUO-00001075,QUO-00001075,,CUST-00000056,SP-00000013,1422.48,2024-09-02,2024-10-02,ACCEPTED,
QUO-00001076,QUO-00001076,,CUST-00000590,SP-00000005,4278.24,2023-08-07,2023-09-06,REJECTED,
QUO-00001077,QUO-00001077,LEAD-00000915,CUST-00000703,SP-00000009,2510.58,2024-03-25,2024-04-24,ACCEPTED,
QUO-00001078,QUO-00001078,,CUST-00000991,SP-00000007,1052.15,2024-02-22,2024-03-23,ACCEPTED,
QUO-00001079,QUO-00001079,,CUST-00000635,SP-00000010,1304.92,2024-09-05,2024-10-05,ACCEPTED,
QUO-00001080,QUO-00001080,LEAD-00002750,CUST-00000101,SP-00000018,1707.16,2024-09-17,2024-10-17,SENT,
QUO-00001081,QUO-00001081,,CUST-00000373,SP-00000006,1585.4,2023-12-14,2024-01-13,SENT,
QUO-00001082,QUO-00001082,LEAD-00000788,CUST-00000694,SP-00000003,424.48,2024-06-12,2024-07-12,ACCEPTED,
QUO-00001083,QUO-00001083,LEAD-00001078,CUST-00000354,SP-00000005,940.42,2025-02-08,2025-03-10,ACCEPTED,
QUO-00001084,QUO-00001084,,CUST-00000860,SP-00000001,220.85,2024-11-18,2024-12-18,SENT,
QUO-00001085,QUO-00001085,LEAD-00002717,CUST-00000142,SP-00000014,799.08,2025-05-03,2025-06-02,SENT,
QUO-00001086,QUO-00001086,LEAD-00002533,CUST-00000918,SP-00000007,1403.94,2025-02-28,2025-03-30,SENT,
QUO-00001087,QUO-00001087,LEAD-00001900,CUST-00000179,SP-00000002,1301.8,2025-06-03,2025-07-03,SENT,
QUO-00001088,QUO-00001088,LEAD-00001759,CUST-00000917,SP-00000014,1339.05,2025-05-20,2025-06-19,SENT,
QUO-00001089,QUO-00001089,,CUST-00000489,SP-00000017,1385.54,2024-06-08,2024-07-08,ACCEPTED,
QUO-00001090,QUO-00001090,,CUST-00000525,SP-00000007,2014.39,2024-08-16,2024-09-15,REJECTED,
QUO-00001091,QUO-00001091,,CUST-00000080,SP-00000001,1613.04,2023-10-08,2023-11-07,ACCEPTED,
QUO-00001092,QUO-00001092,LEAD-00002062,CUST-00000289,SP-00000020,1263.13,2023-10-27,2023-11-26,EXPIRED,
QUO-00001093,QUO-00001093,LEAD-00002788,CUST-00000608,SP-00000015,1805.39,2024-03-27,2024-04-26,ACCEPTED,
QUO-00001094,QUO-00001094,LEAD-00001707,CUST-00000623,SP-00000017,653.75,2024-07-15,2024-08-14,ACCEPTED,
QUO-00001095,QUO-00001095,LEAD-00002500,CUST-00000556,SP-00000005,414.52,2025-01-24,2025-02-23,ACCEPTED,
QUO-00001096,QUO-00001096,LEAD-00001036,CUST-00000119,SP-00000016,1367.68,2025-03-08,2025-04-07,SENT,
QUO-00001097,QUO-00001097,LEAD-00002427,CUST-00000518,SP-00000006,106.8,2023-11-11,2023-12-11,ACCEPTED,
QUO-00001098,QUO-00001098,LEAD-00000145,CUST-00000217,SP-00000019,3556.38,2023-10-23,2023-11-22,SENT,
QUO-00001099,QUO-00001099,LEAD-00001718,CUST-00000223,SP-00000011,2285.06,2023-10-26,2023-11-25,SENT,
QUO-00001100,QUO-00001100,,CUST-00000028,SP-00000012,920.15,2023-10-03,2023-11-02,ACCEPTED,
QUO-00001101,QUO-00001101,,CUST-00000209,SP-00000017,1638.2,2025-01-20,2025-02-19,SENT,
QUO-00001102,QUO-00001102,,CUST-00000560,SP-00000008,1423.02,2023-07-12,2023-08-11,ACCEPTED,
QUO-00001103,QUO-00001103,LEAD-00001563,CUST-00000031,SP-00000002,1687.4,2023-09-09,2023-10-09,ACCEPTED,
QUO-00001104,QUO-00001104,LEAD-00001203,CUST-00000586,SP-00000004,1505.12,2024-09-20,2024-10-20,SENT,
QUO-00001105,QUO-00001105,LEAD-00001254,CUST-00000737,SP-00000014,2105.35,2024-04-13,2024-05-13,SENT,
QUO-00001106,QUO-00001106,LEAD-00001548,CUST-00000172,SP-00000019,575.25,2024-01-25,2024-02-24,ACCEPTED,
QUO-00001107,QUO-00001107,LEAD-00001916,CUST-00000136,SP-00000015,3279.36,2025-04-29,2025-05-29,EXPIRED,
QUO-00001108,QUO-00001108,,CUST-00000130,SP-00000018,371.8,2025-06-12,2025-07-12,ACCEPTED,
QUO-00001109,QUO-00001109,,CUST-00000106,SP-00000011,637.88,2025-02-05,2025-03-07,SENT,
QUO-00001110,QUO-00001110,LEAD-00001768,CUST-00000790,SP-00000005,380.27,2024-04-05,2024-05-05,ACCEPTED,
QUO-00001111,QUO-00001111,LEAD-00000050,CUST-00000963,SP-00000007,1927.72,2024-01-27,2024-02-26,REJECTED,
QUO-00001112,QUO-00001112,LEAD-00001933,CUST-00000700,SP-00000016,833.96,2024-04-25,2024-05-25,ACCEPTED,
QUO-00001113,QUO-00001113,LEAD-00002871,CUST-00000793,SP-00000016,164.66,2024-10-15,2024-11-14,SENT,
QUO-00001114,QUO-00001114,,CUST-00000145,SP-00000013,1217.42,2025-05-04,2025-06-03,ACCEPTED,
QUO-00001115,QUO-00001115,,CUST-00000973,SP-00000004,2772.74,2023-09-14,2023-10-14,SENT,
QUO-00001116,QUO-00001116,LEAD-00000022,CUST-00000724,SP-00000020,416.89,2023-11-11,2023-12-11,ACCEPTED,
QUO-00001117,QUO-00001117,LEAD-00002988,CUST-00000848,SP-00000019,174.2,2025-02-21,2025-03-23,ACCEPTED,
QUO-00001118,QUO-00001118,LEAD-00001362,CUST-00000669,SP-00000018,128.25,2023-10-14,2023-11-13,DRAFT,
QUO-00001119,QUO-00001119,LEAD-00000433,CUST-00000985,SP-00000013,766.28,2025-01-08,2025-02-07,ACCEPTED,
QUO-00001120,QUO-00001120,LEAD-00000879,CUST-00000022,SP-00000009,482.58,2025-01-16,2025-02-15,ACCEPTED,
QUO-00001121,QUO-00001121,LEAD-00000862,CUST-00000402,SP-00000014,141.46,2024-01-08,2024-02-07,ACCEPTED,
QUO-00001122,QUO-00001122,LEAD-00002397,CUST-00000970,SP-00000011,45.45,2024-01-11,2024-02-10,EXPIRED,
QUO-00001123,QUO-00001123,LEAD-00000957,CUST-00000008,SP-00000011,836.43,2025-05-29,2025-06-28,SENT,
QUO-00001124,QUO-00001124,LEAD-00002102,CUST-00000195,SP-00000018,2074.27,2025-03-17,2025-04-16,EXPIRED,
QUO-00001125,QUO-00001125,LEAD-00000245,CUST-00000147,SP-00000012,1850.52,2025-04-04,2025-05-04,SENT,
QUO-00001126,QUO-00001126,LEAD-00002707,CUST-00000986,SP-00000002,1430.46,2025-04-20,2025-05-20,ACCEPTED,
QUO-00001127,QUO-00001127,,CUST-00000279,SP-00000014,149.48,2024-12-07,2025-01-06,SENT,
QUO-00001128,QUO-00001128,,CUST-00000071,SP-00000017,970.79,2023-07-25,2023-08-24,ACCEPTED,
QUO-00001129,QUO-00001129,,CUST-00000500,SP-00000006,2501.36,2024-02-20,2024-03-21,ACCEPTED,
QUO-00001130,QUO-00001130,LEAD-00001494,CUST-00000446,SP-00000006,1917.17,2025-01-07,2025-02-06,SENT,
QUO-00001131,QUO-00001131,LEAD-00002199,CUST-00000147,SP-00000017,691.47,2025-01-16,2025-02-15,SENT,
QUO-00001132,QUO-00001132,LEAD-00000006,CUST-00000386,SP-00000005,619.77,2024-02-12,2024-03-13,SENT,
QUO-00001133,QUO-00001133,,CUST-00000579,SP-00000012,206.48,2024-07-17,2024-08-16,SENT,
QUO-00001134,QUO-00001134,LEAD-00001636,CUST-00000854,SP-00000013,1750.23,2024-12-06,2025-01-05,EXPIRED,
QUO-00001135,QUO-00001135,LEAD-00001694,CUST-00000230,SP-00000013,1709.74,2024-01-03,2024-02-02,REJECTED,
QUO-00001136,QUO-00001136,LEAD-00000433,CUST-00000985,SP-00000013,485.58,2024-10-06,2024-11-05,REJECTED,
QUO-00001137,QUO-00001137,LEAD-00000679,CUST-00000364,SP-00000012,1228.65,2024-09-18,2024-10-18,ACCEPTED,
QUO-00001138,QUO-00001138,LEAD-00002916,CUST-00000825,SP-00000005,2953.33,2023-11-21,2023-12-21,DRAFT,
QUO-00001139,QUO-00001139,LEAD-00002473,CUST-00000422,SP-00000018,7216.09,2024-02-10,2024-03-11,DRAFT,
QUO-00001140,QUO-00001140,LEAD-00002139,CUST-00000601,SP-00000017,59.15,2025-04-13,2025-05-13,ACCEPTED,
QUO-00001141,QUO-00001141,LEAD-00002688,CUST-00000879,SP-00000020,2752.34,2024-05-29,2024-06-28,ACCEPTED,
QUO-00001142,QUO-00001142,LEAD-00002236,CUST-00000333,SP-00000010,1944.69,2025-04-21,2025-05-21,ACCEPTED,
QUO-00001143,QUO-00001143,,CUST-00000884,SP-00000005,3228.3,2024-02-09,2024-03-10,SENT,
QUO-00001144,QUO-00001144,LEAD-00002865,CUST-00000753,SP-00000006,1734.06,2024-08-01,2024-08-31,ACCEPTED,
QUO-00001145,QUO-00001145,LEAD-00002741,CUST-00000357,SP-00000014,547.04,2024-09-05,2024-10-05,ACCEPTED,
QUO-00001146,QUO-00001146,,CUST-00000557,SP-00000020,2826.3,2025-05-09,2025-06-08,ACCEPTED,
QUO-00001147,QUO-00001147,LEAD-00000526,CUST-00000088,SP-00000006,930.09,2024-03-28,2024-04-27,SENT,
QUO-00001148,QUO-00001148,LEAD-00001587,CUST-00000925,SP-00000018,1756.65,2025-05-02,2025-06-01,SENT,
QUO-00001149,QUO-00001149,,CUST-00000018,SP-00000011,2597.94,2023-09-05,2023-10-05,ACCEPTED,
QUO-00001150,QUO-00001150,LEAD-00002154,CUST-00000654,SP-00000020,1171.76,2023-09-11,2023-10-11,ACCEPTED,
QUO-00001151,QUO-00001151,,CUST-00000056,SP-00000009,2171.87,2024-11-27,2024-12-27,ACCEPTED,
QUO-00001152,QUO-00001152,LEAD-00001040,CUST-00000703,SP-00000018,529.25,2024-07-26,2024-08-25,SENT,
QUO-00001153,QUO-00001153,LEAD-00002566,CUST-00000043,SP-00000002,1452.98,2023-07-30,2023-08-29,SENT,
QUO-00001154,QUO-00001154,,CUST-00000941,SP-00000001,1523.35,2023-12-30,2024-01-29,EXPIRED,
QUO-00001155,QUO-00001155,,CUST-00000520,SP-00000012,2649.89,2024-08-01,2024-08-31,ACCEPTED,
QUO-00001156,QUO-00001156,,CUST-00000772,SP-00000019,728.4,2024-05-30,2024-06-29,ACCEPTED,
QUO-00001157,QUO-00001157,LEAD-00000615,CUST-00000474,SP-00000016,2434.69,2024-06-04,2024-07-04,SENT,
QUO-00001158,QUO-00001158,LEAD-00000862,CUST-00000402,SP-00000014,78.47,2024-10-27,2024-11-26,ACCEPTED,
QUO-00001159,QUO-00001159,LEAD-00002441,CUST-00000558,SP-00000012,227.42,2024-02-22,2024-03-23,DRAFT,
QUO-00001160,QUO-00001160,,CUST-00000234,SP-00000020,45.64,2024-03-23,2024-04-22,DRAFT,
QUO-00001161,QUO-00001161,LEAD-00002113,CUST-00000247,SP-00000003,210.51,2023-09-11,2023-10-11,SENT,
QUO-00001162,QUO-00001162,LEAD-00000091,CUST-00000586,SP-00000007,834.52,2024-02-02,2024-03-03,SENT,
QUO-00001163,QUO-00001163,LEAD-00002361,CUST-00000354,SP-00000019,276.96,2024-04-17,2024-05-17,ACCEPTED,
QUO-00001164,QUO-00001164,LEAD-00002622,CUST-00000198,SP-00000016,1339.52,2024-11-21,2024-12-21,ACCEPTED,
QUO-00001165,QUO-00001165,LEAD-00002291,CUST-00000835,SP-00000018,1264.12,2024-03-04,2024-04-03,DRAFT,
QUO-00001166,QUO-00001166,LEAD-00002228,CUST-00000831,SP-00000004,2156.44,2025-03-02,2025-04-01,ACCEPTED,
QUO-00001167,QUO-00001167,,CUST-00000015,SP-00000014,939.18,2025-02-02,2025-03-04,REJECTED,
QUO-00001168,QUO-00001168,,CUST-00000396,SP-00000011,152.6,2025-03-15,2025-04-14,ACCEPTED,
QUO-00001169,QUO-00001169,LEAD-00000453,CUST-00000723,SP-00000012,566.32,2025-04-05,2025-05-05,DRAFT,
QUO-00001170,QUO-00001170,,CUST-00000991,SP-00000006,440.15,2023-11-28,2023-12-28,ACCEPTED,
QUO-00001171,QUO-00001171,,CUST-00000308,SP-00000013,2198.76,2024-12-22,2025-01-21,SENT,
QUO-00001172,QUO-00001172,LEAD-00002918,CUST-00000203,SP-00000015,7462.98,2023-07-05,2023-08-04,SENT,
QUO-00001173,QUO-00001173,LEAD-00002365,CUST-00000808,SP-00000010,3897.81,2024-09-07,2024-10-07,ACCEPTED,
QUO-00001174,QUO-00001174,LEAD-00002161,CUST-00000380,SP-00000003,206.1,2024-01-03,2024-02-02,EXPIRED,
QUO-00001175,QUO-00001175,,CUST-00000479,SP-00000012,1945.05,2024-02-05,2024-03-06,SENT,
QUO-00001176,QUO-00001176,,CUST-00000880,SP-00000014,340.98,2024-09-01,2024-10-01,SENT,
QUO-00001177,QUO-00001177,,CUST-00000684,SP-00000020,1425.48,2025-01-20,2025-02-19,REJECTED,
QUO-00001178,QUO-00001178,,CUST-00000689,SP-00000011,1001.2,2024-10-06,2024-11-05,ACCEPTED,
QUO-00001179,QUO-00001179,,CUST-00000770,SP-00000012,753.2,2025-06-30,2025-07-30,DRAFT,
QUO-00001180,QUO-00001180,,CUST-00000285,SP-00000013,1289.59,2024-07-23,2024-08-22,ACCEPTED,
QUO-00001181,QUO-00001181,LEAD-00000332,CUST-00000895,SP-00000010,1420.06,2024-05-06,2024-06-05,ACCEPTED,
QUO-00001182,QUO-00001182,LEAD-00001523,CUST-00000329,SP-00000019,3698.41,2023-09-13,2023-10-13,SENT,
QUO-00001183,QUO-00001183,,CUST-00000004,SP-00000001,37.12,2024-10-26,2024-11-25,REJECTED,
QUO-00001184,QUO-00001184,LEAD-00001092,CUST-00000023,SP-00000017,1754.72,2024-04-16,2024-05-16,SENT,
QUO-00001185,QUO-00001185,,CUST-00000947,SP-00000006,719.34,2025-03-09,2025-04-08,ACCEPTED,
QUO-00001186,QUO-00001186,LEAD-00001874,CUST-00000459,SP-00000013,2005.6,2024-08-16,2024-09-15,DRAFT,
QUO-00001187,QUO-00001187,,CUST-00000765,SP-00000011,2254.03,2024-03-09,2024-04-08,DRAFT,
QUO-00001188,QUO-00001188,,CUST-00000853,SP-00000004,451.4,2024-01-13,2024-02-12,SENT,
QUO-00001189,QUO-00001189,,CUST-00000222,SP-00000016,1995.81,2024-03-20,2024-04-19,ACCEPTED,
QUO-00001190,QUO-00001190,,CUST-00000425,SP-00000001,4087.04,2024-12-07,2025-01-06,ACCEPTED,
QUO-00001191,QUO-00001191,,CUST-00000604,SP-00000002,117.72,2023-08-30,2023-09-29,ACCEPTED,
QUO-00001192,QUO-00001192,,CUST-00000110,SP-00000009,60.04,2024-08-31,2024-09-30,SENT,
QUO-00001193,QUO-00001193,LEAD-00000908,CUST-00000594,SP-00000001,2245.36,2024-05-26,2024-06-25,ACCEPTED,
QUO-00001194,QUO-00001194,,CUST-00000223,SP-00000002,392.29,2024-07-09,2024-08-08,ACCEPTED,
QUO-00001195,QUO-00001195,LEAD-00002083,CUST-00000659,SP-00000020,2002.27,2024-08-05,2024-09-04,DRAFT,
QUO-00001196,QUO-00001196,LEAD-00002096,CUST-00000659,SP-00000003,148.96,2023-07-16,2023-08-15,REJECTED,
QUO-00001197,QUO-00001197,,CUST-00000625,SP-00000009,155.42,2024-12-19,2025-01-18,ACCEPTED,
QUO-00001198,QUO-00001198,LEAD-00000466,CUST-00000275,SP-00000005,83.04,2024-03-30,2024-04-29,ACCEPTED,
QUO-00001199,QUO-00001199,,CUST-00000806,SP-00000018,3029.16,2023-09-22,2023-10-22,REJECTED,
QUO-00001200,QUO-00001200,,CUST-00000177,SP-00000009,32.96,2023-10-02,2023-11-01,ACCEPTED,
