po_id,po_number,supplier_id,product_id,quantity,unit_cost,total_cost,order_date,expected_receipt_date,actual_receipt_date,status,created_by
PO-00002504,PO-00002504,SUP-00000066,PRD-00000141,200,52.97,10594.0,2024-05-23,2024-06-10,2024-06-11,COMPLETED,
PO-00002505,PO-00002505,SUP-00000080,PRD-00000022,20,50.75,1015.0,2024-12-10,2024-12-27,2025-01-05,COMPLETED,
PO-00002506,PO-00002506,SUP-00000030,PRD-00000057,200,2.73,546.0,2023-08-06,2023-08-15,,PENDING,
PO-00002507,PO-00002507,SUP-00000024,PRD-00000312,25,50.04,1251.0,2025-05-03,2025-05-13,2025-05-14,COMPLETED,
PO-00002508,PO-00002508,SUP-00000020,PRD-00000248,20,11.53,230.6,2023-10-18,2023-11-05,2023-11-12,COMPLETED,
PO-00002509,PO-00002509,SUP-00000088,PRD-00000218,150,10.23,1534.5,2025-02-02,2025-02-27,2025-03-06,COMPLETED,
PO-00002510,PO-00002510,SUP-00000067,PRD-00000225,50,133.12,6656.0,2023-12-11,2023-12-31,2023-12-27,COMPLETED,
PO-00002511,PO-00002511,SUP-00000039,PRD-00000369,10,19.15,191.5,2024-12-31,2025-01-13,2025-01-16,COMPLETED,
PO-00002512,PO-00002512,SUP-00000026,PRD-00000183,100,84.66,8466.0,2024-09-23,2024-10-22,2024-10-28,COMPLETED,
PO-00002513,PO-00002513,SUP-00000064,PRD-00000127,50,58.34,2917.0,2025-02-12,2025-03-11,2025-03-11,COMPLETED,
PO-00002514,PO-00002514,SUP-00000021,PRD-00000145,150,103.15,15472.5,2023-11-23,2023-12-03,2023-12-13,COMPLETED,
PO-00002515,PO-00002515,SUP-00000004,PRD-00000172,20,3.33,66.6,2025-01-03,2025-01-18,,PENDING,
PO-00002516,PO-00002516,SUP-00000055,PRD-00000220,50,4.74,237.0,2024-01-24,2024-01-31,2024-02-05,COMPLETED,
PO-00002517,PO-00002517,SUP-00000086,PRD-00000105,200,107.6,21520.0,2024-07-28,2024-08-17,2024-08-19,COMPLETED,
PO-00002518,PO-00002518,SUP-00000016,PRD-00000131,20,5.13,102.6,2023-09-01,2023-09-13,2023-09-19,COMPLETED,
PO-00002519,PO-00002519,SUP-00000003,PRD-00000484,150,27.87,4180.5,2024-03-01,2024-03-08,2024-03-17,COMPLETED,
PO-00002520,PO-00002520,SUP-00000088,PRD-00000419,10,32.83,328.29999999999995,2025-01-28,2025-02-19,2025-02-14,COMPLETED,
PO-00002521,PO-00002521,SUP-00000025,PRD-00000328,50,11.94,597.0,2023-12-18,2024-01-09,2024-01-19,COMPLETED,
PO-00002522,PO-00002522,SUP-00000093,PRD-00000234,20,25.62,512.4,2024-11-25,2024-12-11,2024-12-10,COMPLETED,
PO-00002523,PO-00002523,SUP-00000015,PRD-00000355,150,26.58,3986.9999999999995,2025-03-09,2025-03-17,2025-03-14,COMPLETED,
PO-00002524,PO-00002524,SUP-00000034,PRD-00000075,10,29.39,293.9,2024-04-11,2024-04-22,2024-04-26,COMPLETED,
PO-00002525,PO-00002525,SUP-00000099,PRD-00000251,10,4.06,40.599999999999994,2025-05-05,2025-05-27,2025-06-05,COMPLETED,
PO-00002526,PO-00002526,SUP-00000063,PRD-00000241,150,9.23,1384.5,2025-05-25,2025-06-19,2025-06-29,COMPLETED,
PO-00002527,PO-00002527,SUP-00000009,PRD-00000056,100,1.78,178.0,2024-09-17,2024-10-05,2024-10-12,COMPLETED,
PO-00002528,PO-00002528,SUP-00000051,PRD-00000395,150,27.57,4135.5,2025-03-13,2025-04-08,2025-04-15,COMPLETED,
PO-00002529,PO-00002529,SUP-00000008,PRD-00000269,50,87.82,4391.0,2024-03-29,2024-04-05,2024-04-11,COMPLETED,
PO-00002530,PO-00002530,SUP-00000045,PRD-00000078,75,15.72,1179.0,2025-05-21,2025-06-09,2025-06-15,COMPLETED,
PO-00002531,PO-00002531,SUP-00000086,PRD-00000101,50,63.88,3194.0,2024-01-03,2024-01-14,2024-01-11,COMPLETED,
PO-00002532,PO-00002532,SUP-00000041,PRD-00000390,50,8.56,428.0,2023-07-14,2023-08-04,2023-08-08,COMPLETED,
PO-00002533,PO-00002533,SUP-00000009,PRD-00000245,150,44.96,6744.0,2023-10-25,2023-11-11,2023-11-09,COMPLETED,
PO-00002534,PO-00002534,SUP-00000009,PRD-00000043,10,17.95,179.5,2023-10-07,2023-10-15,2023-10-14,COMPLETED,
PO-00002535,PO-00002535,SUP-00000093,PRD-00000215,10,15.54,155.39999999999998,2023-11-15,2023-12-04,2023-12-05,COMPLETED,
PO-00002536,PO-00002536,SUP-00000065,PRD-00000343,200,90.62,18124.0,2025-03-04,2025-03-25,,PENDING,
PO-00002537,PO-00002537,SUP-00000020,PRD-00000471,50,86.38,4319.0,2024-12-01,2024-12-24,2024-12-30,COMPLETED,
PO-00002538,PO-00002538,SUP-00000038,PRD-00000252,25,3.01,75.25,2025-02-04,2025-02-23,2025-02-20,COMPLETED,
PO-00002539,PO-00002539,SUP-00000083,PRD-00000419,150,29.66,4449.0,2024-11-29,2024-12-19,,CANCELLED,
PO-00002540,PO-00002540,SUP-00000092,PRD-00000199,50,14.96,748.0,2023-07-24,2023-08-06,2023-08-16,COMPLETED,
PO-00002541,PO-00002541,SUP-00000090,PRD-00000355,150,28.79,4318.5,2023-11-27,2023-12-20,2023-12-27,COMPLETED,
PO-00002542,PO-00002542,SUP-00000098,PRD-00000276,75,24.86,1864.5,2025-02-26,2025-03-10,,CANCELLED,
PO-00002543,PO-00002543,SUP-00000056,PRD-00000256,75,1.3,97.5,2023-08-05,2023-09-03,,PENDING,
PO-00002544,PO-00002544,SUP-00000077,PRD-00000346,10,25.93,259.3,2025-05-11,2025-05-19,2025-05-26,COMPLETED,
PO-00002545,PO-00002545,SUP-00000002,PRD-00000405,100,46.1,4610.0,2023-07-25,2023-08-18,2023-08-21,COMPLETED,
PO-00002546,PO-00002546,SUP-00000055,PRD-00000107,200,54.67,10934.0,2024-08-14,2024-09-10,2024-09-06,COMPLETED,
PO-00002547,PO-00002547,SUP-00000007,PRD-00000451,50,5.05,252.5,2024-09-03,2024-09-30,,PENDING,
PO-00002548,PO-00002548,SUP-00000065,PRD-00000196,50,27.91,1395.5,2023-09-30,2023-10-08,2023-10-04,COMPLETED,
PO-00002549,PO-00002549,SUP-00000076,PRD-00000302,50,39.39,1969.5,2024-09-27,2024-10-20,2024-10-15,COMPLETED,
PO-00002550,PO-00002550,SUP-00000053,PRD-00000415,10,15.29,152.89999999999998,2025-04-20,2025-05-04,2025-05-07,COMPLETED,
PO-00002551,PO-00002551,SUP-00000027,PRD-00000034,25,24.97,624.25,2023-08-21,2023-09-16,2023-09-12,COMPLETED,
PO-00002552,PO-00002552,SUP-00000062,PRD-00000473,50,8.05,402.50000000000006,2024-08-31,2024-09-20,2024-09-28,COMPLETED,
PO-00002553,PO-00002553,SUP-00000001,PRD-00000202,10,5.31,53.099999999999994,2023-09-23,2023-10-04,,CANCELLED,
PO-00002554,PO-00002554,SUP-00000077,PRD-00000346,20,24.25,485.0,2025-02-05,2025-02-21,2025-02-24,COMPLETED,
PO-00002555,PO-00002555,SUP-00000054,PRD-00000394,10,25.81,258.09999999999997,2024-02-11,2024-02-20,,CANCELLED,
PO-00002556,PO-00002556,SUP-00000017,PRD-00000442,10,6.92,69.2,2025-05-28,2025-06-21,,PENDING,
PO-00002557,PO-00002557,SUP-00000077,PRD-00000346,10,28.62,286.2,2024-09-16,2024-10-08,,PENDING,
PO-00002558,PO-00002558,SUP-00000080,PRD-00000310,75,9.94,745.5,2023-10-05,2023-10-29,2023-10-27,COMPLETED,
PO-00002559,PO-00002559,SUP-00000001,PRD-00000383,25,84.22,2105.5,2025-03-12,2025-03-26,2025-04-03,COMPLETED,
PO-00002560,PO-00002560,SUP-00000021,PRD-00000376,10,2.06,20.6,2023-10-15,2023-11-03,2023-11-11,COMPLETED,
PO-00002561,PO-00002561,SUP-00000087,PRD-00000246,200,22.51,4502.0,2023-11-06,2023-12-04,2023-12-05,COMPLETED,
PO-00002562,PO-00002562,SUP-00000098,PRD-00000210,150,28.07,4210.5,2025-05-11,2025-06-08,2025-06-05,COMPLETED,
PO-00002563,PO-00002563,SUP-00000095,PRD-00000374,25,7.91,197.75,2024-08-15,2024-08-27,2024-08-27,COMPLETED,
PO-00002564,PO-00002564,SUP-00000040,PRD-00000218,150,11.52,1728.0,2024-12-09,2024-12-16,2024-12-17,COMPLETED,
PO-00002565,PO-00002565,SUP-00000009,PRD-00000230,20,9.55,191.0,2024-05-28,2024-06-09,2024-06-04,COMPLETED,
PO-00002566,PO-00002566,SUP-00000052,PRD-00000238,50,13.06,653.0,2025-01-30,2025-02-23,2025-02-28,COMPLETED,
PO-00002567,PO-00002567,SUP-00000089,PRD-00000175,200,14.5,2900.0,2024-09-17,2024-10-04,,CANCELLED,
PO-00002568,PO-00002568,SUP-00000096,PRD-00000429,150,111.41,16711.5,2025-01-13,2025-01-26,,PENDING,
PO-00002569,PO-00002569,SUP-00000026,PRD-00000190,10,6.66,66.6,2023-09-13,2023-10-12,,PENDING,
PO-00002570,PO-00002570,SUP-00000066,PRD-00000149,200,94.1,18820.0,2024-07-31,2024-08-17,2024-08-18,COMPLETED,
PO-00002571,PO-00002571,SUP-00000098,PRD-00000293,25,2.99,74.75,2024-06-25,2024-07-14,2024-07-11,COMPLETED,
PO-00002572,PO-00002572,SUP-00000017,PRD-00000274,20,23.76,475.20000000000005,2024-05-11,2024-06-03,2024-05-30,COMPLETED,
PO-00002573,PO-00002573,SUP-00000041,PRD-00000447,10,51.8,518.0,2025-03-09,2025-03-21,2025-03-21,COMPLETED,
PO-00002574,PO-00002574,SUP-00000021,PRD-00000268,200,57.55,11510.0,2024-10-17,2024-10-25,2024-10-20,COMPLETED,
PO-00002575,PO-00002575,SUP-00000003,PRD-00000397,50,17.23,861.5,2023-10-13,2023-11-12,,PENDING,
PO-00002576,PO-00002576,SUP-00000089,PRD-00000175,20,15.38,307.6,2024-08-04,2024-08-31,2024-09-03,COMPLETED,
PO-00002577,PO-00002577,SUP-00000094,PRD-00000088,10,12.92,129.2,2025-04-19,2025-05-15,2025-05-15,COMPLETED,
PO-00002578,PO-00002578,SUP-00000059,PRD-00000083,50,14.71,735.5,2024-02-01,2024-02-11,2024-02-06,COMPLETED,
PO-00002579,PO-00002579,SUP-00000009,PRD-00000197,10,17.06,170.6,2024-11-22,2024-12-19,2024-12-18,COMPLETED,
PO-00002580,PO-00002580,SUP-00000004,PRD-00000416,25,2.01,50.24999999999999,2025-04-27,2025-05-26,2025-05-29,COMPLETED,
PO-00002581,PO-00002581,SUP-00000083,PRD-00000360,100,5.11,511.00000000000006,2025-04-11,2025-04-27,,CANCELLED,
PO-00002582,PO-00002582,SUP-00000047,PRD-00000358,200,13.98,2796.0,2023-10-03,2023-10-30,2023-11-03,COMPLETED,
PO-00002583,PO-00002583,SUP-00000097,PRD-00000201,150,7.88,1182.0,2024-11-19,2024-12-04,2024-12-11,COMPLETED,
PO-00002584,PO-00002584,SUP-00000046,PRD-00000278,50,13.16,658.0,2024-05-07,2024-05-22,,PENDING,
PO-00002585,PO-00002585,SUP-00000021,PRD-00000113,100,10.17,1017.0,2024-04-13,2024-05-02,2024-05-10,COMPLETED,
PO-00002586,PO-00002586,SUP-00000097,PRD-00000182,75,46.69,3501.75,2024-04-29,2024-05-23,2024-05-25,COMPLETED,
PO-00002587,PO-00002587,SUP-00000009,PRD-00000339,150,29.18,4377.0,2024-08-30,2024-09-21,2024-09-28,COMPLETED,
PO-00002588,PO-00002588,SUP-00000072,PRD-00000425,100,104.1,10410.0,2023-07-31,2023-08-28,2023-09-07,COMPLETED,
PO-00002589,PO-00002589,SUP-00000009,PRD-00000187,10,50.95,509.5,2025-03-15,2025-03-31,2025-04-08,COMPLETED,
PO-00002590,PO-00002590,SUP-00000024,PRD-00000395,75,27.62,2071.5,2024-09-13,2024-10-09,2024-10-05,COMPLETED,
PO-00002591,PO-00002591,SUP-00000026,PRD-00000183,75,81.68,6126.000000000001,2023-08-31,2023-09-18,,CANCELLED,
PO-00002592,PO-00002592,SUP-00000050,PRD-00000017,75,2.12,159.0,2023-12-17,2024-01-16,2024-01-12,COMPLETED,
PO-00002593,PO-00002593,SUP-00000098,PRD-00000235,75,24.12,1809.0,2025-03-09,2025-03-22,2025-03-31,COMPLETED,
PO-00002594,PO-00002594,SUP-00000095,PRD-00000229,200,121.0,24200.0,2025-02-24,2025-03-13,2025-03-19,COMPLETED,
PO-00002595,PO-00002595,SUP-00000015,PRD-00000342,10,33.81,338.1,2023-07-30,2023-08-08,2023-08-13,COMPLETED,
PO-00002596,PO-00002596,SUP-00000076,PRD-00000287,20,55.49,1109.8,2025-05-23,2025-06-03,2025-05-29,COMPLETED,
PO-00002597,PO-00002597,SUP-00000088,PRD-00000154,10,22.84,228.4,2025-01-26,2025-02-05,2025-02-10,COMPLETED,
PO-00002598,PO-00002598,SUP-00000061,PRD-00000117,25,20.67,516.75,2025-03-02,2025-03-17,2025-03-19,COMPLETED,
PO-00002599,PO-00002599,SUP-00000050,PRD-00000423,200,90.01,18002.0,2024-06-03,2024-06-16,2024-06-14,COMPLETED,
PO-00002600,PO-00002600,SUP-00000083,PRD-00000058,50,11.54,577.0,2025-02-09,2025-02-16,2025-02-16,COMPLETED,
PO-00002601,PO-00002601,SUP-00000024,PRD-00000206,25,22.72,568.0,2024-03-27,2024-04-07,2024-04-14,COMPLETED,
PO-00002602,PO-00002602,SUP-00000075,PRD-00000464,100,159.4,15940.0,2023-08-22,2023-09-14,2023-09-16,COMPLETED,
PO-00002603,PO-00002603,SUP-00000087,PRD-00000271,100,77.29,7729.000000000001,2024-06-15,2024-06-24,2024-07-02,COMPLETED,
PO-00002604,PO-00002604,SUP-00000088,PRD-00000021,20,60.61,1212.2,2024-05-27,2024-06-06,2024-06-10,COMPLETED,
PO-00002605,PO-00002605,SUP-00000027,PRD-00000177,100,2.91,291.0,2024-02-11,2024-03-11,2024-03-07,COMPLETED,
PO-00002606,PO-00002606,SUP-00000062,PRD-00000473,25,7.64,191.0,2025-01-07,2025-01-17,2025-01-18,COMPLETED,
PO-00002607,PO-00002607,SUP-00000064,PRD-00000127,75,48.27,3620.2500000000005,2023-11-21,2023-11-30,2023-12-10,COMPLETED,
PO-00002608,PO-00002608,SUP-00000012,PRD-00000192,25,47.83,1195.75,2024-03-20,2024-03-30,2024-04-07,COMPLETED,
PO-00002609,PO-00002609,SUP-00000082,PRD-00000015,75,15.8,1185.0,2024-12-05,2025-01-01,2025-01-01,COMPLETED,
PO-00002610,PO-00002610,SUP-00000038,PRD-00000008,150,10.75,1612.5,2023-09-24,2023-10-20,2023-10-22,COMPLETED,
PO-00002611,PO-00002611,SUP-00000074,PRD-00000011,100,5.05,505.0,2024-09-19,2024-10-19,2024-10-15,COMPLETED,
PO-00002612,PO-00002612,SUP-00000014,PRD-00000160,10,5.38,53.8,2025-03-22,2025-04-16,2025-04-15,COMPLETED,
PO-00002613,PO-00002613,SUP-00000051,PRD-00000469,150,121.72,18258.0,2025-05-23,2025-06-02,,PENDING,
PO-00002614,PO-00002614,SUP-00000020,PRD-00000488,75,13.24,993.0,2024-12-25,2025-01-18,2025-01-14,COMPLETED,
PO-00002615,PO-00002615,SUP-00000100,PRD-00000158,100,12.45,1245.0,2023-10-01,2023-10-29,2023-10-28,COMPLETED,
PO-00002616,PO-00002616,SUP-00000100,PRD-00000030,100,8.32,832.0,2024-03-05,2024-03-24,2024-03-20,COMPLETED,
PO-00002617,PO-00002617,SUP-00000019,PRD-00000440,25,5.62,140.5,2024-02-29,2024-03-10,2024-03-09,COMPLETED,
PO-00002618,PO-00002618,SUP-00000081,PRD-00000242,100,5.81,581.0,2024-10-20,2024-11-01,2024-10-29,COMPLETED,
PO-00002619,PO-00002619,SUP-00000030,PRD-00000057,75,2.77,207.75,2024-04-18,2024-05-15,2024-05-12,COMPLETED,
PO-00002620,PO-00002620,SUP-00000061,PRD-00000267,50,56.68,2834.0,2024-03-11,2024-03-31,,PENDING,
PO-00002621,PO-00002621,SUP-00000086,PRD-00000191,20,97.01,1940.2,2025-04-29,2025-05-11,2025-05-21,COMPLETED,
PO-00002622,PO-00002622,SUP-00000087,PRD-00000248,20,11.07,221.4,2024-08-21,2024-09-01,2024-08-30,COMPLETED,
PO-00002623,PO-00002623,SUP-00000052,PRD-00000486,25,21.73,543.25,2024-06-12,2024-06-21,,PENDING,
PO-00002624,PO-00002624,SUP-00000072,PRD-00000110,20,7.63,152.6,2023-11-22,2023-12-20,2023-12-16,COMPLETED,
PO-00002625,PO-00002625,SUP-00000092,PRD-00000375,50,16.29,814.5,2023-12-07,2023-12-19,2023-12-21,COMPLETED,
PO-00002626,PO-00002626,SUP-00000090,PRD-00000204,20,30.44,608.8000000000001,2024-09-26,2024-10-09,2024-10-17,COMPLETED,
PO-00002627,PO-00002627,SUP-00000012,PRD-00000399,20,17.13,342.59999999999997,2024-07-02,2024-07-13,2024-07-22,COMPLETED,
PO-00002628,PO-00002628,SUP-00000085,PRD-00000250,200,27.35,5470.0,2024-06-19,2024-07-15,2024-07-12,COMPLETED,
PO-00002629,PO-00002629,SUP-00000004,PRD-00000192,10,40.4,404.0,2024-05-21,2024-05-29,2024-05-29,COMPLETED,
PO-00002630,PO-00002630,SUP-00000064,PRD-00000004,150,29.73,4459.5,2024-12-15,2024-12-29,2024-12-25,COMPLETED,
PO-00002631,PO-00002631,SUP-00000056,PRD-00000455,75,15.83,1187.25,2023-08-26,2023-09-07,2023-09-14,COMPLETED,
PO-00002632,PO-00002632,SUP-00000077,PRD-00000232,10,39.17,391.70000000000005,2023-08-18,2023-09-02,2023-09-03,COMPLETED,
PO-00002633,PO-00002633,SUP-00000016,PRD-00000140,200,5.92,1184.0,2024-04-30,2024-05-27,2024-05-26,COMPLETED,
PO-00002634,PO-00002634,SUP-00000026,PRD-00000123,20,11.45,229.0,2024-03-06,2024-03-30,2024-04-08,COMPLETED,
PO-00002635,PO-00002635,SUP-00000044,PRD-00000089,10,17.71,177.10000000000002,2024-05-17,2024-05-27,2024-05-30,COMPLETED,
PO-00002636,PO-00002636,SUP-00000096,PRD-00000193,20,8.85,177.0,2023-12-11,2023-12-22,2023-12-24,COMPLETED,
PO-00002637,PO-00002637,SUP-00000045,PRD-00000275,100,30.76,3076.0,2023-12-25,2024-01-02,2024-01-03,COMPLETED,
PO-00002638,PO-00002638,SUP-00000023,PRD-00000351,150,79.4,11910.0,2025-04-13,2025-05-03,2025-04-28,COMPLETED,
PO-00002639,PO-00002639,SUP-00000091,PRD-00000122,200,7.16,1432.0,2024-07-24,2024-08-19,2024-08-23,COMPLETED,
PO-00002640,PO-00002640,SUP-00000026,PRD-00000332,150,3.38,507.0,2023-08-17,2023-08-25,2023-08-24,COMPLETED,
PO-00002641,PO-00002641,SUP-00000048,PRD-00000042,20,6.38,127.6,2024-10-28,2024-11-04,2024-11-12,COMPLETED,
PO-00002642,PO-00002642,SUP-00000049,PRD-00000124,100,33.52,3352.0000000000005,2023-07-29,2023-08-25,2023-08-30,COMPLETED,
PO-00002643,PO-00002643,SUP-00000054,PRD-00000054,50,7.06,353.0,2024-12-23,2025-01-10,2025-01-08,COMPLETED,
PO-00002644,PO-00002644,SUP-00000024,PRD-00000452,75,3.74,280.5,2024-05-07,2024-05-25,2024-05-31,COMPLETED,
PO-00002645,PO-00002645,SUP-00000015,PRD-00000216,25,1.81,45.25,2024-06-17,2024-07-04,2024-07-02,COMPLETED,
PO-00002646,PO-00002646,SUP-00000085,PRD-00000308,200,52.14,10428.0,2023-09-19,2023-10-03,2023-10-01,COMPLETED,
PO-00002647,PO-00002647,SUP-00000033,PRD-00000353,25,10.35,258.75,2024-03-03,2024-03-28,2024-03-26,COMPLETED,
PO-00002648,PO-00002648,SUP-00000092,PRD-00000069,150,126.81,19021.5,2024-09-24,2024-10-18,2024-10-13,COMPLETED,
PO-00002649,PO-00002649,SUP-00000086,PRD-00000191,200,77.56,15512.0,2023-10-09,2023-10-22,2023-11-01,COMPLETED,
PO-00002650,PO-00002650,SUP-00000001,PRD-00000383,10,70.89,708.9,2023-11-21,2023-12-04,2023-12-08,COMPLETED,
PO-00002651,PO-00002651,SUP-00000031,PRD-00000342,20,34.55,691.0,2024-08-04,2024-08-23,2024-08-31,COMPLETED,
PO-00002652,PO-00002652,SUP-00000086,PRD-00000105,10,112.34,1123.4,2025-05-27,2025-06-06,2025-06-15,COMPLETED,
PO-00002653,PO-00002653,SUP-00000091,PRD-00000214,75,7.32,549.0,2025-05-18,2025-05-28,2025-06-01,COMPLETED,
PO-00002654,PO-00002654,SUP-00000022,PRD-00000262,20,43.9,878.0,2024-12-26,2025-01-25,2025-02-02,COMPLETED,
PO-00002655,PO-00002655,SUP-00000098,PRD-00000135,10,14.48,144.8,2024-08-01,2024-08-18,2024-08-25,COMPLETED,
PO-00002656,PO-00002656,SUP-00000055,PRD-00000304,200,249.64,49928.0,2024-02-07,2024-02-26,2024-02-28,COMPLETED,
PO-00002657,PO-00002657,SUP-00000068,PRD-00000002,75,4.69,351.75000000000006,2024-11-10,2024-12-08,2024-12-10,COMPLETED,
PO-00002658,PO-00002658,SUP-00000024,PRD-00000206,20,21.92,438.40000000000003,2025-02-10,2025-02-22,2025-02-21,COMPLETED,
PO-00002659,PO-00002659,SUP-00000026,PRD-00000400,25,5.23,130.75,2023-08-29,2023-09-17,2023-09-19,COMPLETED,
PO-00002660,PO-00002660,SUP-00000089,PRD-00000144,10,219.84,2198.4,2023-08-21,2023-09-09,2023-09-08,COMPLETED,
PO-00002661,PO-00002661,SUP-00000010,PRD-00000297,20,2.64,52.800000000000004,2023-12-22,2024-01-02,2024-01-05,COMPLETED,
PO-00002662,PO-00002662,SUP-00000087,PRD-00000246,50,19.04,952.0,2024-12-31,2025-01-10,2025-01-17,COMPLETED,
PO-00002663,PO-00002663,SUP-00000004,PRD-00000334,200,6.87,1374.0,2024-10-01,2024-10-24,2024-10-27,COMPLETED,
PO-00002664,PO-00002664,SUP-00000061,PRD-00000427,75,54.77,4107.75,2024-10-02,2024-10-28,2024-11-02,COMPLETED,
PO-00002665,PO-00002665,SUP-00000059,PRD-00000083,20,15.13,302.6,2023-10-22,2023-11-06,2023-11-14,COMPLETED,
PO-00002666,PO-00002666,SUP-00000002,PRD-00000405,150,50.91,7636.499999999999,2023-10-06,2023-10-30,2023-10-28,COMPLETED,
PO-00002667,PO-00002667,SUP-00000012,PRD-00000482,150,4.37,655.5,2024-02-02,2024-02-29,2024-03-05,COMPLETED,
PO-00002668,PO-00002668,SUP-00000053,PRD-00000209,20,22.34,446.8,2024-01-21,2024-01-31,2024-02-09,COMPLETED,
PO-00002669,PO-00002669,SUP-00000078,PRD-00000490,100,30.49,3049.0,2023-12-30,2024-01-29,,PENDING,
PO-00002670,PO-00002670,SUP-00000064,PRD-00000213,150,3.02,453.0,2025-03-15,2025-04-04,2025-04-01,COMPLETED,
PO-00002671,PO-00002671,SUP-00000014,PRD-00000046,10,18.19,181.9,2023-12-18,2024-01-16,2024-01-17,COMPLETED,
PO-00002672,PO-00002672,SUP-00000060,PRD-00000330,200,22.07,4414.0,2024-11-17,2024-12-05,2024-12-05,COMPLETED,
PO-00002673,PO-00002673,SUP-00000084,PRD-00000059,50,31.98,1599.0,2024-01-16,2024-02-05,,PENDING,
PO-00002674,PO-00002674,SUP-00000017,PRD-00000411,20,4.95,99.0,2024-12-21,2025-01-07,2025-01-03,COMPLETED,
PO-00002675,PO-00002675,SUP-00000032,PRD-00000387,75,53.08,3981.0,2023-08-27,2023-09-10,2023-09-10,COMPLETED,
PO-00002676,PO-00002676,SUP-00000070,PRD-00000308,75,51.14,3835.5,2024-06-05,2024-06-28,2024-07-06,COMPLETED,
PO-00002677,PO-00002677,SUP-00000066,PRD-00000463,20,77.28,1545.6,2024-04-11,2024-05-11,2024-05-10,COMPLETED,
PO-00002678,PO-00002678,SUP-00000048,PRD-00000075,100,23.01,2301.0,2024-04-04,2024-04-13,2024-04-13,COMPLETED,
PO-00002679,PO-00002679,SUP-00000010,PRD-00000166,75,25.62,1921.5,2024-09-04,2024-09-16,,PENDING,
PO-00002680,PO-00002680,SUP-00000038,PRD-00000055,25,17.5,437.5,2024-08-19,2024-08-27,2024-09-03,COMPLETED,
PO-00002681,PO-00002681,SUP-00000035,PRD-00000120,100,4.88,488.0,2024-01-29,2024-02-28,2024-03-02,COMPLETED,
PO-00002682,PO-00002682,SUP-00000089,PRD-00000163,20,14.09,281.8,2024-02-08,2024-02-16,2024-02-11,COMPLETED,
PO-00002683,PO-00002683,SUP-00000093,PRD-00000459,150,30.19,4528.5,2024-06-10,2024-07-06,2024-07-14,COMPLETED,
PO-00002684,PO-00002684,SUP-00000032,PRD-00000357,100,19.1,1910.0000000000002,2025-02-13,2025-03-09,2025-03-12,COMPLETED,
PO-00002685,PO-00002685,SUP-00000051,PRD-00000469,10,126.75,1267.5,2025-03-17,2025-04-12,,PENDING,
PO-00002686,PO-00002686,SUP-00000003,PRD-00000360,200,5.57,1114.0,2024-01-09,2024-01-26,2024-01-23,COMPLETED,
PO-00002687,PO-00002687,SUP-00000006,PRD-00000215,20,13.27,265.4,2024-01-28,2024-02-10,,PENDING,
PO-00002688,PO-00002688,SUP-00000063,PRD-00000241,150,7.93,1189.5,2024-11-01,2024-11-30,2024-12-10,COMPLETED,
PO-00002689,PO-00002689,SUP-00000063,PRD-00000337,75,2.51,188.24999999999997,2024-01-01,2024-01-17,2024-01-17,COMPLETED,
PO-00002690,PO-00002690,SUP-00000056,PRD-00000331,75,3.81,285.75,2025-03-23,2025-04-15,,PENDING,
PO-00002691,PO-00002691,SUP-00000033,PRD-00000430,10,6.53,65.3,2024-03-08,2024-03-20,2024-03-28,COMPLETED,
PO-00002692,PO-00002692,SUP-00000020,PRD-00000161,10,7.18,71.8,2025-01-08,2025-01-18,2025-01-22,COMPLETED,
PO-00002693,PO-00002693,SUP-00000066,PRD-00000149,25,100.85,2521.25,2025-01-17,2025-02-01,2025-01-27,COMPLETED,
PO-00002694,PO-00002694,SUP-00000004,PRD-00000081,50,9.48,474.0,2024-07-11,2024-07-18,2024-07-22,COMPLETED,
PO-00002695,PO-00002695,SUP-00000067,PRD-00000225,100,134.7,13469.999999999998,2023-10-02,2023-10-12,2023-10-20,COMPLETED,
PO-00002696,PO-00002696,SUP-00000063,PRD-00000337,100,2.11,211.0,2024-04-06,2024-04-13,2024-04-17,COMPLETED,
PO-00002697,PO-00002697,SUP-00000061,PRD-00000053,200,3.01,602.0,2025-03-27,2025-04-20,2025-04-17,COMPLETED,
PO-00002698,PO-00002698,SUP-00000016,PRD-00000460,200,4.2,840.0,2024-05-14,2024-06-10,2024-06-15,COMPLETED,
PO-00002699,PO-00002699,SUP-00000090,PRD-00000048,25,12.23,305.75,2023-09-16,2023-10-14,,PENDING,
PO-00002700,PO-00002700,SUP-00000026,PRD-00000400,10,5.51,55.099999999999994,2024-05-21,2024-06-09,2024-06-12,COMPLETED,
PO-00002701,PO-00002701,SUP-00000052,PRD-00000093,10,2.91,29.1,2023-12-26,2024-01-09,2024-01-16,COMPLETED,
PO-00002702,PO-00002702,SUP-00000048,PRD-00000222,25,48.04,1201.0,2025-02-03,2025-02-21,2025-02-28,COMPLETED,
PO-00002703,PO-00002703,SUP-00000090,PRD-00000048,20,14.14,282.8,2025-04-01,2025-04-25,2025-04-26,COMPLETED,
PO-00002704,PO-00002704,SUP-00000081,PRD-00000312,10,49.26,492.59999999999997,2024-02-22,2024-03-09,2024-03-08,COMPLETED,
PO-00002705,PO-00002705,SUP-00000024,PRD-00000151,150,97.72,14658.0,2023-12-29,2024-01-21,2024-01-24,COMPLETED,
