movement_id,product_id,warehouse_id,movement_date,movement_type,reference_type,reference_id,quantity_in,quantity_out,unit_cost,running_balance
8428,PRD-00000352,WH-003,2024-04-30,DELIVERY,DELIVERY_ORDER,DO-00001881,0,27,,63
8429,PRD-00000298,WH-002,2024-02-26,DELIVERY,DELIVERY_ORDER,DO-00001882,0,20,,-15
8430,PRD-00000353,WH-001,2025-03-31,DELIVERY,DELIVERY_ORDER,DO-00001883,0,20,,-80
8431,PRD-00000468,WH-003,2024-03-28,DELIVERY,DELIVERY_ORDER,DO-00001884,0,10,,280
8432,PRD-00000366,WH-002,2023-10-30,DELIVERY,DELIVERY_ORDER,DO-00001885,0,5,,-10
8433,PRD-00000366,WH-002,2023-10-31,DELIVERY,DELIVERY_ORDER,DO-00001886,0,5,,-15
8434,PRD-00000183,WH-001,2024-10-01,DELIVERY,DELIVERY_ORDER,DO-00001887,0,1,,116
8435,PRD-00000237,WH-002,2024-11-17,DELIVERY,DELIVERY_ORDER,DO-00001888,0,23,,578
8436,PRD-00000237,WH-002,2024-11-16,DELIVERY,DELIVERY_ORDER,DO-00001889,0,27,,601
8437,PRD-00000243,WH-001,2023-11-11,DELIVERY,DELIVERY_ORDER,DO-00001890,0,5,,-65
8438,PRD-00000010,WH-003,2024-03-17,DELIVERY,DELIVERY_ORDER,DO-00001891,0,2,,63
8439,PRD-00000360,WH-003,2024-06-22,DELIVERY,DELIVERY_ORDER,DO-00001892,0,50,,334
8440,PRD-00000491,WH-001,2025-04-25,DELIVERY,DELIVERY_ORDER,DO-00001893,0,1,,182
8441,PRD-00000136,WH-003,2023-09-28,DELIVERY,DELIVERY_ORDER,DO-00001894,0,2,,-22
8442,PRD-00000071,WH-001,2025-06-04,DELIVERY,DELIVERY_ORDER,DO-00001895,0,15,,94
8443,PRD-00000066,WH-003,2025-06-04,DELIVERY,DELIVERY_ORDER,DO-00001896,0,15,,91
8444,PRD-00000228,WH-003,2024-01-24,DELIVERY,DELIVERY_ORDER,DO-00001897,0,20,,188
8445,PRD-00000270,WH-001,2024-01-02,DELIVERY,DELIVERY_ORDER,DO-00001898,0,20,,-30
8446,PRD-00000205,WH-003,2025-07-03,DELIVERY,DELIVERY_ORDER,DO-00001899,0,15,,-99
8447,PRD-00000264,WH-002,2023-11-28,DELIVERY,DELIVERY_ORDER,DO-00001900,0,5,,-55
8448,PRD-00000086,WH-002,2023-12-04,DELIVERY,DELIVERY_ORDER,DO-00001901,0,2,,43
8449,PRD-00000274,WH-003,2025-06-03,DELIVERY,DELIVERY_ORDER,DO-00001902,0,1,,-5
8450,PRD-00000176,WH-003,2025-04-25,DELIVERY,DELIVERY_ORDER,DO-00001903,0,15,,434
8451,PRD-00000265,WH-001,2024-09-04,DELIVERY,DELIVERY_ORDER,DO-00001904,0,10,,75
8452,PRD-00000266,WH-003,2025-06-22,DELIVERY,DELIVERY_ORDER,DO-00001905,0,25,,-68
8453,PRD-00000234,WH-003,2025-06-14,DELIVERY,DELIVERY_ORDER,DO-00001906,0,6,,-23
8454,PRD-00000234,WH-003,2025-06-15,DELIVERY,DELIVERY_ORDER,DO-00001907,0,9,,-32
8455,PRD-00000060,WH-001,2025-03-20,DELIVERY,DELIVERY_ORDER,DO-00001908,0,1,,-13
8456,PRD-00000060,WH-001,2025-03-22,DELIVERY,DELIVERY_ORDER,DO-00001909,0,1,,-14
8457,PRD-00000487,WH-001,2024-12-02,DELIVERY,DELIVERY_ORDER,DO-00001910,0,20,,-3
8458,PRD-00000359,WH-003,2023-07-31,DELIVERY,DELIVERY_ORDER,DO-00001911,0,1,,-16
8459,PRD-00000003,WH-002,2024-04-06,DELIVERY,DELIVERY_ORDER,DO-00001912,0,1,,-141
8460,PRD-00000247,WH-003,2023-10-31,DELIVERY,DELIVERY_ORDER,DO-00001913,0,5,,62
8461,PRD-00000247,WH-003,2023-10-30,DELIVERY,DELIVERY_ORDER,DO-00001914,0,20,,67
8462,PRD-00000081,WH-002,2023-12-09,DELIVERY,DELIVERY_ORDER,DO-00001915,0,1,,-1
8463,PRD-00000277,WH-002,2024-11-07,DELIVERY,DELIVERY_ORDER,DO-00001916,0,5,,37
8464,PRD-00000459,WH-001,2024-12-25,DELIVERY,DELIVERY_ORDER,DO-00001917,0,1,,423
8465,PRD-00000275,WH-002,2025-05-04,DELIVERY,DELIVERY_ORDER,DO-00001918,0,20,,3
8466,PRD-00000479,WH-003,2025-04-24,DELIVERY,DELIVERY_ORDER,DO-00001919,0,7,,303
8467,PRD-00000479,WH-003,2025-04-22,DELIVERY,DELIVERY_ORDER,DO-00001920,0,8,,310
8468,PRD-00000303,WH-002,2024-09-05,DELIVERY,DELIVERY_ORDER,DO-00001921,0,2,,47
8469,PRD-00000418,WH-001,2023-10-12,DELIVERY,DELIVERY_ORDER,DO-00001922,0,1,,-3
8470,PRD-00000067,WH-002,2024-09-06,DELIVERY,DELIVERY_ORDER,DO-00001923,0,25,,305
8471,PRD-00000161,WH-001,2024-02-06,DELIVERY,DELIVERY_ORDER,DO-00001924,0,1,,212
8472,PRD-00000274,WH-001,2023-09-20,DELIVERY,DELIVERY_ORDER,DO-00001925,0,1,,74
8473,PRD-00000130,WH-002,2024-02-18,DELIVERY,DELIVERY_ORDER,DO-00001926,0,11,,-101
8474,PRD-00000130,WH-002,2024-02-18,DELIVERY,DELIVERY_ORDER,DO-00001927,0,39,,-140
8475,PRD-00000034,WH-003,2024-03-01,DELIVERY,DELIVERY_ORDER,DO-00001928,0,2,,43
8476,PRD-00000146,WH-003,2024-02-03,DELIVERY,DELIVERY_ORDER,DO-00001929,0,2,,-35
8477,PRD-00000488,WH-002,2023-11-12,DELIVERY,DELIVERY_ORDER,DO-00001930,0,5,,62
8478,PRD-00000183,WH-002,2023-12-22,DELIVERY,DELIVERY_ORDER,DO-00001931,0,2,,-75
8479,PRD-00000183,WH-002,2023-12-20,DELIVERY,DELIVERY_ORDER,DO-00001932,0,8,,-73
8480,PRD-00000381,WH-003,2024-05-25,DELIVERY,DELIVERY_ORDER,DO-00001933,0,10,,-7
8481,PRD-00000151,WH-001,2024-02-02,DELIVERY,DELIVERY_ORDER,DO-00001934,0,25,,79
8482,PRD-00000340,WH-002,2025-02-20,DELIVERY,DELIVERY_ORDER,DO-00001935,0,10,,81
8483,PRD-00000241,WH-002,2025-02-26,DELIVERY,DELIVERY_ORDER,DO-00001936,0,10,,683
8484,PRD-00000302,WH-002,2025-01-18,DELIVERY,DELIVERY_ORDER,DO-00001937,0,10,,63
8485,PRD-00000011,WH-002,2024-03-03,DELIVERY,DELIVERY_ORDER,DO-00001938,0,5,,-31
8486,PRD-00000437,WH-003,2024-03-19,DELIVERY,DELIVERY_ORDER,DO-00001939,0,2,,54
8487,PRD-00000141,WH-001,2024-04-22,DELIVERY,DELIVERY_ORDER,DO-00001940,0,5,,-59
8488,PRD-00000045,WH-002,2024-02-17,DELIVERY,DELIVERY_ORDER,DO-00001941,0,15,,-20
8489,PRD-00000432,WH-001,2024-01-10,DELIVERY,DELIVERY_ORDER,DO-00001942,0,25,,-25
8490,PRD-00000044,WH-001,2024-08-29,DELIVERY,DELIVERY_ORDER,DO-00001943,0,50,,30
8491,PRD-00000379,WH-003,2024-10-31,DELIVERY,DELIVERY_ORDER,DO-00001944,0,50,,53
8492,PRD-00000321,WH-002,2023-12-08,DELIVERY,DELIVERY_ORDER,DO-00001945,0,5,,-5
8493,PRD-00000430,WH-003,2025-05-30,DELIVERY,DELIVERY_ORDER,DO-00001946,0,50,,507
8494,PRD-00000232,WH-001,2024-07-20,DELIVERY,DELIVERY_ORDER,DO-00001947,0,25,,-56
8495,PRD-00000183,WH-001,2024-05-20,DELIVERY,DELIVERY_ORDER,DO-00001948,0,4,,91
8496,PRD-00000183,WH-001,2024-05-21,DELIVERY,DELIVERY_ORDER,DO-00001949,0,6,,85
8497,PRD-00000041,WH-001,2024-03-21,DELIVERY,DELIVERY_ORDER,DO-00001950,0,10,,213
8498,PRD-00000111,WH-003,2025-05-23,DELIVERY,DELIVERY_ORDER,DO-00001951,0,20,,269
8499,PRD-00000090,WH-002,2024-03-03,DELIVERY,DELIVERY_ORDER,DO-00001952,0,50,,25
8500,PRD-00000454,WH-002,2025-05-11,DELIVERY,DELIVERY_ORDER,DO-00001953,0,7,,-171
8501,PRD-00000454,WH-002,2025-05-09,DELIVERY,DELIVERY_ORDER,DO-00001954,0,18,,-164
8502,PRD-00000329,WH-001,2023-10-12,DELIVERY,DELIVERY_ORDER,DO-00001955,0,5,,-10
8503,PRD-00000047,WH-001,2024-03-23,DELIVERY,DELIVERY_ORDER,DO-00001956,0,25,,-93
8504,PRD-00000045,WH-003,2023-09-13,DELIVERY,DELIVERY_ORDER,DO-00001957,0,25,,-25
8505,PRD-00000028,WH-003,2024-06-22,DELIVERY,DELIVERY_ORDER,DO-00001958,0,25,,102
8506,PRD-00000230,WH-003,2025-06-02,DELIVERY,DELIVERY_ORDER,DO-00001959,0,10,,-21
8507,PRD-00000170,WH-003,2023-10-04,DELIVERY,DELIVERY_ORDER,DO-00001960,0,15,,-30
8508,PRD-00000459,WH-001,2025-05-10,DELIVERY,DELIVERY_ORDER,DO-00001961,0,15,,394
8509,PRD-00000144,WH-001,2024-01-14,DELIVERY,DELIVERY_ORDER,DO-00001962,0,2,,-67
8510,PRD-00000144,WH-001,2024-01-17,DELIVERY,DELIVERY_ORDER,DO-00001963,0,8,,-75
8511,PRD-00000414,WH-003,2023-12-07,DELIVERY,DELIVERY_ORDER,DO-00001964,0,10,,-61
8512,PRD-00000049,WH-003,2024-04-17,DELIVERY,DELIVERY_ORDER,DO-00001965,0,50,,138
8513,PRD-00000448,WH-002,2024-09-28,DELIVERY,DELIVERY_ORDER,DO-00001966,0,3,,-86
8514,PRD-00000448,WH-002,2024-09-24,DELIVERY,DELIVERY_ORDER,DO-00001967,0,7,,-78
8515,PRD-00000320,WH-003,2024-01-27,DELIVERY,DELIVERY_ORDER,DO-00001968,0,5,,198
8516,PRD-00000320,WH-003,2024-01-23,DELIVERY,DELIVERY_ORDER,DO-00001969,0,20,,203
8517,PRD-00000252,WH-002,2024-07-03,DELIVERY,DELIVERY_ORDER,DO-00001970,0,10,,-190
8518,PRD-00000150,WH-003,2024-02-10,DELIVERY,DELIVERY_ORDER,DO-00001971,0,10,,-25
8519,PRD-00000028,WH-002,2024-08-19,DELIVERY,DELIVERY_ORDER,DO-00001972,0,1,,159
8520,PRD-00000028,WH-002,2024-08-21,DELIVERY,DELIVERY_ORDER,DO-00001973,0,1,,158
8521,PRD-00000007,WH-002,2024-01-19,DELIVERY,DELIVERY_ORDER,DO-00001974,0,25,,-25
8522,PRD-00000173,WH-001,2025-03-20,DELIVERY,DELIVERY_ORDER,DO-00001975,0,50,,-7
8523,PRD-00000353,WH-003,2024-07-20,DELIVERY,DELIVERY_ORDER,DO-00001976,0,1,,133
8524,PRD-00000156,WH-002,2025-04-16,DELIVERY,DELIVERY_ORDER,DO-00001977,0,1,,268
8525,PRD-00000436,WH-002,2024-12-25,DELIVERY,DELIVERY_ORDER,DO-00001978,0,5,,-1
8526,PRD-00000041,WH-002,2024-12-17,DELIVERY,DELIVERY_ORDER,DO-00001979,0,50,,219
8527,PRD-00000011,WH-002,2024-02-10,DELIVERY,DELIVERY_ORDER,DO-00001980,0,4,,-15
8528,PRD-00000011,WH-002,2024-02-17,DELIVERY,DELIVERY_ORDER,DO-00001981,0,11,,-26
8529,PRD-00000203,WH-003,2024-06-04,DELIVERY,DELIVERY_ORDER,DO-00001982,0,2,,223
8530,PRD-00000206,WH-001,2024-10-13,DELIVERY,DELIVERY_ORDER,DO-00001983,0,50,,-20
8531,PRD-00000340,WH-002,2024-01-30,DELIVERY,DELIVERY_ORDER,DO-00001984,0,15,,35
8532,PRD-00000464,WH-003,2024-02-15,DELIVERY,DELIVERY_ORDER,DO-00001985,0,5,,35
8533,PRD-00000494,WH-001,2024-05-30,DELIVERY,DELIVERY_ORDER,DO-00001986,0,14,,399
8534,PRD-00000494,WH-001,2024-05-30,DELIVERY,DELIVERY_ORDER,DO-00001987,0,36,,363
8535,PRD-00000309,WH-003,2024-03-02,DELIVERY,DELIVERY_ORDER,DO-00001988,0,1,,173
8536,PRD-00000309,WH-003,2024-02-26,DELIVERY,DELIVERY_ORDER,DO-00001989,0,1,,174
8537,PRD-00000251,WH-003,2024-12-27,DELIVERY,DELIVERY_ORDER,DO-00001990,0,5,,90
8538,PRD-00000251,WH-003,2024-12-30,DELIVERY,DELIVERY_ORDER,DO-00001991,0,15,,75
8539,PRD-00000229,WH-001,2023-09-26,DELIVERY,DELIVERY_ORDER,DO-00001992,0,1,,-5
8540,PRD-00000229,WH-001,2023-09-25,DELIVERY,DELIVERY_ORDER,DO-00001993,0,4,,-4
8541,PRD-00000224,WH-003,2023-10-07,DELIVERY,DELIVERY_ORDER,DO-00001994,0,1,,-11
8542,PRD-00000224,WH-003,2023-10-10,DELIVERY,DELIVERY_ORDER,DO-00001995,0,4,,-15
8543,PRD-00000370,WH-003,2024-02-22,DELIVERY,DELIVERY_ORDER,DO-00001996,0,10,,-140
8544,PRD-00000056,WH-003,2025-05-30,DELIVERY,DELIVERY_ORDER,DO-00001997,0,5,,-54
8545,PRD-00000036,WH-003,2024-02-26,DELIVERY,DELIVERY_ORDER,DO-00001998,0,20,,-49
8546,PRD-00000116,WH-002,2023-10-04,DELIVERY,DELIVERY_ORDER,DO-00001999,0,15,,-65
8547,PRD-00000129,WH-003,2023-07-23,DELIVERY,DELIVERY_ORDER,DO-00002000,0,1,,-1
8548,PRD-00000147,WH-001,2024-03-09,DELIVERY,DELIVERY_ORDER,DO-00002001,0,1,,-27
8549,PRD-00000147,WH-001,2024-03-08,DELIVERY,DELIVERY_ORDER,DO-00002002,0,1,,-26
8550,PRD-00000038,WH-002,2024-03-30,DELIVERY,DELIVERY_ORDER,DO-00002003,0,50,,-90
8551,PRD-00000147,WH-001,2024-10-20,DELIVERY,DELIVERY_ORDER,DO-00002004,0,15,,158
8552,PRD-00000132,WH-001,2023-11-19,DELIVERY,DELIVERY_ORDER,DO-00002005,0,3,,110
8553,PRD-00000132,WH-001,2023-11-16,DELIVERY,DELIVERY_ORDER,DO-00002006,0,12,,-37
8554,PRD-00000250,WH-003,2024-03-17,DELIVERY,DELIVERY_ORDER,DO-00002007,0,20,,-28
8555,PRD-00000069,WH-001,2023-08-08,DELIVERY,DELIVERY_ORDER,DO-00002008,0,50,,-50
8556,PRD-00000345,WH-002,2024-12-14,DELIVERY,DELIVERY_ORDER,DO-00002009,0,5,,-41
8557,PRD-00000264,WH-001,2024-07-29,DELIVERY,DELIVERY_ORDER,DO-00002010,0,3,,38
8558,PRD-00000264,WH-001,2024-07-25,DELIVERY,DELIVERY_ORDER,DO-00002011,0,12,,41
8559,PRD-00000171,WH-003,2025-02-27,DELIVERY,DELIVERY_ORDER,DO-00002012,0,5,,-7
8560,PRD-00000171,WH-003,2025-02-25,DELIVERY,DELIVERY_ORDER,DO-00002013,0,5,,-2
8561,PRD-00000097,WH-001,2025-05-13,DELIVERY,DELIVERY_ORDER,DO-00002014,0,10,,-39
8562,PRD-00000237,WH-003,2024-10-02,DELIVERY,DELIVERY_ORDER,DO-00002015,0,50,,61
8563,PRD-00000217,WH-001,2023-08-27,DELIVERY,DELIVERY_ORDER,DO-00002016,0,1,,-1
8564,PRD-00000217,WH-001,2023-09-02,DELIVERY,DELIVERY_ORDER,DO-00002017,0,1,,-2
8565,PRD-00000249,WH-003,2023-08-24,DELIVERY,DELIVERY_ORDER,DO-00002018,0,50,,-50
8566,PRD-00000382,WH-003,2023-07-26,DELIVERY,DELIVERY_ORDER,DO-00002019,0,2,,-2
8567,PRD-00000373,WH-003,2025-02-10,DELIVERY,DELIVERY_ORDER,DO-00002020,0,20,,-133
8568,PRD-00000485,WH-001,2024-10-26,DELIVERY,DELIVERY_ORDER,DO-00002021,0,50,,438
8569,PRD-00000218,WH-002,2024-10-28,DELIVERY,DELIVERY_ORDER,DO-00002022,0,10,,-54
8570,PRD-00000477,WH-001,2023-08-06,DELIVERY,DELIVERY_ORDER,DO-00002023,0,4,,-19
8571,PRD-00000477,WH-001,2023-08-07,DELIVERY,DELIVERY_ORDER,DO-00002024,0,11,,-30
8572,PRD-00000290,WH-003,2024-06-22,DELIVERY,DELIVERY_ORDER,DO-00002025,0,3,,168
8573,PRD-00000290,WH-003,2024-06-26,DELIVERY,DELIVERY_ORDER,DO-00002026,0,17,,151
8574,PRD-00000247,WH-003,2024-03-22,DELIVERY,DELIVERY_ORDER,DO-00002027,0,2,,15
8575,PRD-00000247,WH-003,2024-03-23,DELIVERY,DELIVERY_ORDER,DO-00002028,0,13,,2
8576,PRD-00000333,WH-003,2025-01-27,DELIVERY,DELIVERY_ORDER,DO-00002029,0,4,,271
8577,PRD-00000333,WH-003,2025-02-05,DELIVERY,DELIVERY_ORDER,DO-00002030,0,46,,225
8578,PRD-00000465,WH-002,2024-04-25,DELIVERY,DELIVERY_ORDER,DO-00002031,0,2,,-17
8579,PRD-00000465,WH-002,2024-04-29,DELIVERY,DELIVERY_ORDER,DO-00002032,0,8,,-25
8580,PRD-00000015,WH-003,2024-10-30,DELIVERY,DELIVERY_ORDER,DO-00002033,0,1,,6
8581,PRD-00000472,WH-003,2024-11-15,DELIVERY,DELIVERY_ORDER,DO-00002034,0,20,,159
8582,PRD-00000164,WH-001,2023-12-20,DELIVERY,DELIVERY_ORDER,DO-00002035,0,1,,122
8583,PRD-00000186,WH-002,2024-03-21,DELIVERY,DELIVERY_ORDER,DO-00002036,0,15,,-15
8584,PRD-00000099,WH-001,2023-12-01,DELIVERY,DELIVERY_ORDER,DO-00002037,0,2,,-7
8585,PRD-00000383,WH-002,2024-07-29,DELIVERY,DELIVERY_ORDER,DO-00002038,0,50,,6
8586,PRD-00000261,WH-003,2025-07-03,DELIVERY,DELIVERY_ORDER,DO-00002039,0,1,,23
8587,PRD-00000261,WH-003,2025-07-04,DELIVERY,DELIVERY_ORDER,DO-00002040,0,14,,9
8588,PRD-00000243,WH-001,2025-05-20,DELIVERY,DELIVERY_ORDER,DO-00002041,0,25,,108
8589,PRD-00000340,WH-001,2024-01-18,DELIVERY,DELIVERY_ORDER,DO-00002042,0,2,,-27
8590,PRD-00000233,WH-001,2024-12-03,DELIVERY,DELIVERY_ORDER,DO-00002043,0,1,,104
8591,PRD-00000233,WH-001,2024-12-03,DELIVERY,DELIVERY_ORDER,DO-00002044,0,1,,103
8592,PRD-00000283,WH-001,2025-02-11,DELIVERY,DELIVERY_ORDER,DO-00002045,0,50,,222
8593,PRD-00000275,WH-002,2025-04-21,DELIVERY,DELIVERY_ORDER,DO-00002046,0,20,,13
8594,PRD-00000171,WH-003,2025-07-02,DELIVERY,DELIVERY_ORDER,DO-00002047,0,25,,-57
8595,PRD-00000234,WH-002,2025-05-28,DELIVERY,DELIVERY_ORDER,DO-00002048,0,50,,-72
8596,PRD-00000485,WH-003,2024-10-06,DELIVERY,DELIVERY_ORDER,DO-00002049,0,2,,-45
8597,PRD-00000314,WH-002,2024-08-12,DELIVERY,DELIVERY_ORDER,DO-00002050,0,2,,-42
8598,PRD-00000314,WH-002,2024-08-11,DELIVERY,DELIVERY_ORDER,DO-00002051,0,13,,-40
8599,PRD-00000134,WH-001,2025-06-20,DELIVERY,DELIVERY_ORDER,DO-00002052,0,4,,347
8600,PRD-00000134,WH-001,2025-06-17,DELIVERY,DELIVERY_ORDER,DO-00002053,0,16,,351
8601,PRD-00000485,WH-003,2023-10-15,DELIVERY,DELIVERY_ORDER,DO-00002054,0,10,,-75
8602,PRD-00000221,WH-002,2024-06-01,DELIVERY,DELIVERY_ORDER,DO-00002055,0,10,,62
8603,PRD-00000470,WH-002,2025-04-21,DELIVERY,DELIVERY_ORDER,DO-00002056,0,5,,203
8604,PRD-00000412,WH-002,2023-11-26,DELIVERY,DELIVERY_ORDER,DO-00002057,0,5,,145
8605,PRD-00000412,WH-002,2023-11-30,DELIVERY,DELIVERY_ORDER,DO-00002058,0,5,,140
8606,PRD-00000048,WH-001,2024-04-20,DELIVERY,DELIVERY_ORDER,DO-00002059,0,9,,-83
8607,PRD-00000048,WH-001,2024-04-20,DELIVERY,DELIVERY_ORDER,DO-00002060,0,11,,-94
8608,PRD-00000496,WH-002,2023-11-22,DELIVERY,DELIVERY_ORDER,DO-00002061,0,10,,161
8609,PRD-00000171,WH-003,2024-06-02,DELIVERY,DELIVERY_ORDER,DO-00002062,0,1,,29
8610,PRD-00000210,WH-001,2023-12-10,DELIVERY,DELIVERY_ORDER,DO-00002063,0,10,,4
8611,PRD-00000239,WH-003,2024-10-24,DELIVERY,DELIVERY_ORDER,DO-00002064,0,1,,30
8612,PRD-00000239,WH-003,2024-10-22,DELIVERY,DELIVERY_ORDER,DO-00002065,0,4,,31
8613,PRD-00000402,WH-002,2025-05-05,DELIVERY,DELIVERY_ORDER,DO-00002066,0,1,,101
8614,PRD-00000484,WH-003,2025-04-22,DELIVERY,DELIVERY_ORDER,DO-00002067,0,20,,579
8615,PRD-00000142,WH-002,2024-07-27,DELIVERY,DELIVERY_ORDER,DO-00002068,0,25,,-95
8616,PRD-00000141,WH-001,2023-12-11,DELIVERY,DELIVERY_ORDER,DO-00002069,0,7,,-44
8617,PRD-00000141,WH-001,2023-12-10,DELIVERY,DELIVERY_ORDER,DO-00002070,0,43,,-37
8618,PRD-00000067,WH-002,2024-12-09,DELIVERY,DELIVERY_ORDER,DO-00002071,0,3,,240
8619,PRD-00000067,WH-002,2024-12-08,DELIVERY,DELIVERY_ORDER,DO-00002072,0,12,,263
8620,PRD-00000455,WH-003,2023-09-16,DELIVERY,DELIVERY_ORDER,DO-00002073,0,15,,-11
8621,PRD-00000155,WH-003,2024-12-05,DELIVERY,DELIVERY_ORDER,DO-00002074,0,25,,92
8622,PRD-00000222,WH-002,2025-02-04,DELIVERY,DELIVERY_ORDER,DO-00002075,0,3,,-139
8623,PRD-00000222,WH-002,2025-01-30,DELIVERY,DELIVERY_ORDER,DO-00002076,0,7,,-136
8624,PRD-00000475,WH-003,2024-08-24,DELIVERY,DELIVERY_ORDER,DO-00002077,0,1,,249
8625,PRD-00000475,WH-003,2024-08-22,DELIVERY,DELIVERY_ORDER,DO-00002078,0,4,,250
8626,PRD-00000190,WH-003,2025-06-13,DELIVERY,DELIVERY_ORDER,DO-00002079,0,1,,190
8627,PRD-00000324,WH-002,2024-09-26,DELIVERY,DELIVERY_ORDER,DO-00002080,0,15,,41
8628,PRD-00000090,WH-002,2024-04-07,DELIVERY,DELIVERY_ORDER,DO-00002081,0,25,,-52
8629,PRD-00000463,WH-001,2024-07-30,DELIVERY,DELIVERY_ORDER,DO-00002082,0,20,,-18
8630,PRD-00000263,WH-001,2023-07-11,DELIVERY,DELIVERY_ORDER,DO-00002083,0,10,,-10
8631,PRD-00000265,WH-002,2025-01-14,DELIVERY,DELIVERY_ORDER,DO-00002084,0,25,,-92
8632,PRD-00000265,WH-002,2025-01-12,DELIVERY,DELIVERY_ORDER,DO-00002085,0,25,,-67
8633,PRD-00000424,WH-003,2024-11-23,DELIVERY,DELIVERY_ORDER,DO-00002086,0,10,,-98
8634,PRD-00000100,WH-002,2024-02-09,DELIVERY,DELIVERY_ORDER,DO-00002087,0,1,,309
8635,PRD-00000211,WH-001,2024-03-27,DELIVERY,DELIVERY_ORDER,DO-00002088,0,2,,148
8636,PRD-00000162,WH-001,2023-10-12,DELIVERY,DELIVERY_ORDER,DO-00002089,0,5,,41
8637,PRD-00000096,WH-002,2025-05-21,DELIVERY,DELIVERY_ORDER,DO-00002090,0,4,,-98
8638,PRD-00000096,WH-002,2025-05-18,DELIVERY,DELIVERY_ORDER,DO-00002091,0,16,,-94
8639,PRD-00000160,WH-002,2024-11-23,DELIVERY,DELIVERY_ORDER,DO-00002092,0,2,,-75
8640,PRD-00000374,WH-003,2024-08-13,DELIVERY,DELIVERY_ORDER,DO-00002093,0,25,,333
8641,PRD-00000089,WH-003,2025-03-22,DELIVERY,DELIVERY_ORDER,DO-00002094,0,2,,46
8642,PRD-00000089,WH-003,2025-03-25,DELIVERY,DELIVERY_ORDER,DO-00002095,0,23,,23
8643,PRD-00000319,WH-003,2023-10-01,DELIVERY,DELIVERY_ORDER,DO-00002096,0,50,,-75
8644,PRD-00000231,WH-002,2024-09-25,DELIVERY,DELIVERY_ORDER,DO-00002097,0,25,,205
8645,PRD-00000312,WH-001,2024-06-17,DELIVERY,DELIVERY_ORDER,DO-00002098,0,1,,-171
8646,PRD-00000312,WH-001,2024-06-17,DELIVERY,DELIVERY_ORDER,DO-00002099,0,1,,-172
8647,PRD-00000074,WH-001,2024-02-25,DELIVERY,DELIVERY_ORDER,DO-00002100,0,15,,90
8648,PRD-00000443,WH-002,2025-05-31,DELIVERY,DELIVERY_ORDER,DO-00002101,0,1,,218
8649,PRD-00000011,WH-001,2025-02-21,DELIVERY,DELIVERY_ORDER,DO-00002102,0,2,,367
8650,PRD-00000011,WH-001,2025-02-17,DELIVERY,DELIVERY_ORDER,DO-00002103,0,8,,369
8651,PRD-00000321,WH-002,2024-07-06,DELIVERY,DELIVERY_ORDER,DO-00002104,0,4,,268
8652,PRD-00000321,WH-002,2024-07-07,DELIVERY,DELIVERY_ORDER,DO-00002105,0,46,,222
8653,PRD-00000367,WH-003,2024-11-24,DELIVERY,DELIVERY_ORDER,DO-00002106,0,10,,343
8654,PRD-00000255,WH-003,2025-04-17,DELIVERY,DELIVERY_ORDER,DO-00002107,0,50,,260
8655,PRD-00000091,WH-001,2024-12-17,DELIVERY,DELIVERY_ORDER,DO-00002108,0,1,,76
8656,PRD-00000005,WH-001,2024-07-23,DELIVERY,DELIVERY_ORDER,DO-00002109,0,5,,175
8657,PRD-00000209,WH-003,2025-01-15,DELIVERY,DELIVERY_ORDER,DO-00002110,0,50,,-104
8658,PRD-00000334,WH-003,2025-03-01,DELIVERY,DELIVERY_ORDER,DO-00002111,0,50,,524
8659,PRD-00000336,WH-002,2024-03-26,DELIVERY,DELIVERY_ORDER,DO-00002112,0,25,,-80
8660,PRD-00000161,WH-002,2024-06-05,DELIVERY,DELIVERY_ORDER,DO-00002113,0,1,,-96
8661,PRD-00000236,WH-002,2024-03-28,DELIVERY,DELIVERY_ORDER,DO-00002114,0,50,,150
8662,PRD-00000291,WH-002,2024-11-18,DELIVERY,DELIVERY_ORDER,DO-00002115,0,1,,27
8663,PRD-00000291,WH-002,2024-11-14,DELIVERY,DELIVERY_ORDER,DO-00002116,0,14,,28
8664,PRD-00000396,WH-001,2024-05-21,DELIVERY,DELIVERY_ORDER,DO-00002117,0,25,,87
8665,PRD-00000423,WH-002,2024-08-30,DELIVERY,DELIVERY_ORDER,DO-00002118,0,25,,-136
8666,PRD-00000455,WH-003,2024-01-20,DELIVERY,DELIVERY_ORDER,DO-00002119,0,50,,-61
8667,PRD-00000142,WH-002,2024-03-31,DELIVERY,DELIVERY_ORDER,DO-00002120,0,23,,-18
8668,PRD-00000142,WH-002,2024-04-03,DELIVERY,DELIVERY_ORDER,DO-00002121,0,27,,-45
8669,PRD-00000247,WH-001,2024-05-27,DELIVERY,DELIVERY_ORDER,DO-00002122,0,2,,219
8670,PRD-00000180,WH-001,2024-11-21,DELIVERY,DELIVERY_ORDER,DO-00002123,0,10,,-120
8671,PRD-00000391,WH-001,2023-09-07,DELIVERY,DELIVERY_ORDER,DO-00002124,0,10,,-10
8672,PRD-00000040,WH-003,2025-01-16,DELIVERY,DELIVERY_ORDER,DO-00002125,0,1,,54
8673,PRD-00000314,WH-001,2023-11-11,DELIVERY,DELIVERY_ORDER,DO-00002126,0,2,,-72
