invoice_id,invoice_number,so_id,invoice_date,due_date,total_amount,amount_paid,status,payment_terms_days
INV-00004756,INV-00004756,SO-00005018,2024-08-06,2024-08-21,256.75,0.0,OPEN,15
INV-00004757,INV-00004757,SO-00005019,2023-12-20,2024-01-19,921.8,0.0,OPEN,30
INV-00004758,INV-00004758,SO-00005020,2023-11-11,2024-01-10,909.96,909.96,PAID,60
INV-00004759,INV-00004759,SO-00005021,2025-06-22,2025-08-06,189.99,118.77,PARTIAL,45
INV-00004760,INV-00004760,SO-00005022,2025-02-26,2025-03-13,101.2,0.0,OVERDUE,15
INV-00004761,INV-00004761,SO-00005023,2023-08-02,2023-10-01,293.85,293.85,PAID,60
INV-00004762,INV-00004762,SO-00005024,2024-10-23,2024-11-22,261.5,261.5,PAID,30
INV-00004763,INV-00004763,SO-00005025,2024-06-24,2024-07-09,63.72,0.0,OPEN,15
INV-00004764,INV-00004764,SO-00005027,2024-12-13,2025-02-11,66.44,31.43,PARTIAL,60
INV-00004765,INV-00004765,SO-00005028,2024-07-16,2024-07-31,150.33,150.33,PAID,15
INV-00004766,INV-00004766,SO-00005029,2025-04-08,2025-05-08,195.9,195.9,PAID,30
INV-00004767,INV-00004767,SO-00005030,2024-12-13,2024-12-28,38.9,38.9,PAID,15
INV-00004768,INV-00004768,SO-00005031,2023-11-01,2023-11-16,4675.59,4675.59,PAID,15
INV-00004769,INV-00004769,SO-00005032,2024-08-27,2024-09-26,43.4,20.71,PARTIAL,30
INV-00004770,INV-00004770,SO-00005033,2024-03-17,2024-05-16,43.65,0.0,OPEN,60
INV-00004771,INV-00004771,SO-00005035,2023-10-02,2023-11-16,92.9,31.14,PARTIAL,45
INV-00004772,INV-00004772,SO-00005036,2024-03-29,2024-04-13,203.36,106.05,PARTIAL,15
INV-00004773,INV-00004773,SO-00005037,2025-03-03,2025-04-02,171.78,66.11,PARTIAL,30
INV-00004774,INV-00004774,SO-00005038,2025-06-20,2025-08-04,224.0,132.8,PARTIAL,45
INV-00004775,INV-00004775,SO-00005039,2024-08-28,2024-10-12,138.4,78.42,PARTIAL,45
INV-00004776,INV-00004776,SO-00005040,2023-10-28,2023-11-12,785.04,0.0,OPEN,15
INV-00004777,INV-00004777,SO-00005041,2024-06-14,2024-07-29,889.72,889.72,PAID,45
INV-00004778,INV-00004778,SO-00005042,2024-04-01,2024-05-01,738.75,0.0,OVERDUE,30
INV-00004779,INV-00004779,SO-00005043,2024-01-18,2024-02-17,172.51,83.73,PARTIAL,30
INV-00004780,INV-00004780,SO-00005044,2024-11-21,2025-01-05,125.3,0.0,OPEN,45
INV-00004781,INV-00004781,SO-00005045,2023-10-28,2023-12-27,153.19,0.0,OPEN,60
INV-00004782,INV-00004782,SO-00005046,2023-12-24,2024-02-22,138.45,42.87,PARTIAL,60
INV-00004783,INV-00004783,SO-00005047,2024-11-09,2024-12-09,65.99,0.0,OPEN,30
INV-00004784,INV-00004784,SO-00005048,2024-07-08,2024-08-22,61.82,0.0,OPEN,45
INV-00004785,INV-00004785,SO-00005049,2025-05-30,2025-07-29,105.43,0.0,OVERDUE,60
INV-00004786,INV-00004786,SO-00005050,2025-06-01,2025-07-31,1165.15,0.0,OPEN,60
INV-00004787,INV-00004787,SO-00005051,2025-03-11,2025-04-10,1237.34,1237.34,PAID,30
INV-00004788,INV-00004788,SO-00005052,2023-09-30,2023-11-29,280.06,0.0,OPEN,60
INV-00004789,INV-00004789,SO-00005053,2024-02-04,2024-02-19,178.62,72.24,PARTIAL,15
INV-00004790,INV-00004790,SO-00005054,2025-04-17,2025-05-02,6.11,2.38,PARTIAL,15
INV-00004791,INV-00004791,SO-00005055,2023-08-09,2023-08-24,19.62,19.62,PAID,15
INV-00004792,INV-00004792,SO-00005056,2023-08-07,2023-09-06,1175.55,0.0,OPEN,30
INV-00004793,INV-00004793,SO-00005057,2025-01-02,2025-02-01,716.6,340.72,PARTIAL,30
INV-00004794,INV-00004794,SO-00005058,2025-04-19,2025-06-18,58.15,58.15,PAID,60
INV-00004795,INV-00004795,SO-00005059,2023-07-24,2023-09-07,92.3,92.3,PAID,45
INV-00004796,INV-00004796,SO-00005060,2023-11-19,2024-01-03,902.6,0.0,OPEN,45
INV-00004797,INV-00004797,SO-00005062,2025-03-16,2025-04-15,247.35,151.41,PARTIAL,30
INV-00004798,INV-00004798,SO-00005063,2023-08-04,2023-09-03,438.25,438.25,PAID,30
INV-00004799,INV-00004799,SO-00005064,2024-09-22,2024-10-22,14.28,14.28,PAID,30
INV-00004800,INV-00004800,SO-00005065,2023-10-08,2023-11-07,178.95,178.95,PAID,30
INV-00004801,INV-00004801,SO-00005066,2024-06-08,2024-07-08,299.48,299.48,PAID,30
INV-00004802,INV-00004802,SO-00005068,2024-03-13,2024-03-28,392.53,0.0,OPEN,15
INV-00004803,INV-00004803,SO-00005069,2023-09-05,2023-09-20,273.4,164.74,PARTIAL,15
INV-00004804,INV-00004804,SO-00005070,2024-04-23,2024-06-07,3743.5,2428.46,PARTIAL,45
INV-00004805,INV-00004805,SO-00005071,2023-08-09,2023-10-08,9.27,0.0,OPEN,60
INV-00004806,INV-00004806,SO-00005072,2023-08-18,2023-10-02,1931.5,0.0,OPEN,45
INV-00004807,INV-00004807,SO-00005073,2025-01-06,2025-03-07,1624.5,1624.5,PAID,60
INV-00004808,INV-00004808,SO-00005074,2024-08-10,2024-08-25,73.75,73.75,PAID,15
INV-00004809,INV-00004809,SO-00005075,2024-04-15,2024-05-30,176.8,176.8,PAID,45
INV-00004810,INV-00004810,SO-00005076,2023-09-04,2023-09-19,12.66,12.66,PAID,15
INV-00004811,INV-00004811,SO-00005077,2025-06-25,2025-07-25,155.4,60.71,PARTIAL,30
INV-00004812,INV-00004812,SO-00005078,2024-05-24,2024-07-08,1261.0,0.0,OPEN,45
INV-00004813,INV-00004813,SO-00005079,2024-02-23,2024-04-23,18211.5,0.0,OPEN,60
INV-00004814,INV-00004814,SO-00005080,2024-09-11,2024-09-26,156.79,156.79,PAID,15
INV-00004815,INV-00004815,SO-00005081,2024-12-19,2025-01-03,93.1,0.0,OVERDUE,15
INV-00004816,INV-00004816,SO-00005082,2024-07-10,2024-08-09,342.3,342.3,PAID,30
INV-00004817,INV-00004817,SO-00005083,2025-06-18,2025-07-18,678.35,0.0,OVERDUE,30
INV-00004818,INV-00004818,SO-00005084,2024-12-30,2025-02-13,36.26,36.26,PAID,45
INV-00004819,INV-00004819,SO-00005085,2025-01-27,2025-03-13,379.1,0.0,OVERDUE,45
INV-00004820,INV-00004820,SO-00005086,2024-06-12,2024-08-11,611.5,611.5,PAID,60
INV-00004821,INV-00004821,SO-00005087,2025-03-12,2025-03-27,1052.5,724.89,PARTIAL,15
INV-00004822,INV-00004822,SO-00005088,2023-12-10,2024-01-24,5.06,5.06,PAID,45
INV-00004823,INV-00004823,SO-00005089,2023-12-12,2024-01-11,459.8,0.0,OPEN,30
INV-00004824,INV-00004824,SO-00005090,2025-06-08,2025-08-07,618.8,0.0,OPEN,60
INV-00004825,INV-00004825,SO-00005091,2023-09-27,2023-10-27,34.82,34.82,PAID,30
INV-00004826,INV-00004826,SO-00005092,2024-03-29,2024-05-13,1773.53,0.0,OPEN,45
INV-00004827,INV-00004827,SO-00005093,2024-06-14,2024-08-13,335.5,0.0,OPEN,60
INV-00004828,INV-00004828,SO-00005094,2023-12-05,2024-01-19,25.19,25.19,PAID,45
INV-00004829,INV-00004829,SO-00005095,2025-03-23,2025-04-22,70.03,70.03,PAID,30
INV-00004830,INV-00004830,SO-00005096,2024-10-26,2024-12-10,586.81,0.0,OPEN,45
INV-00004831,INV-00004831,SO-00005097,2025-05-08,2025-05-23,1728.58,0.0,OVERDUE,15
INV-00004832,INV-00004832,SO-00005098,2024-08-12,2024-09-26,2053.98,2053.98,PAID,45
INV-00004833,INV-00004833,SO-00005099,2024-01-03,2024-02-02,283.5,0.0,OPEN,30
INV-00004834,INV-00004834,SO-00005100,2024-05-02,2024-06-01,187.42,0.0,OPEN,30
INV-00004835,INV-00004835,SO-00005101,2024-12-06,2025-01-20,166.09,0.0,OVERDUE,45
INV-00004836,INV-00004836,SO-00005102,2024-04-13,2024-05-28,91.3,0.0,OVERDUE,45
INV-00004837,INV-00004837,SO-00005103,2025-02-23,2025-03-25,1166.5,0.0,OPEN,30
INV-00004838,INV-00004838,SO-00005104,2024-04-09,2024-05-24,29.18,0.0,OPEN,45
INV-00004839,INV-00004839,SO-00005105,2024-04-04,2024-05-04,428.3,0.0,OPEN,30
INV-00004840,INV-00004840,SO-00005106,2024-11-30,2024-12-30,8.24,0.0,OPEN,30
INV-00004841,INV-00004841,SO-00005107,2025-04-18,2025-05-18,96.5,96.5,PAID,30
INV-00004842,INV-00004842,SO-00005108,2023-09-30,2023-10-30,2631.53,0.0,OPEN,30
INV-00004843,INV-00004843,SO-00005109,2023-10-31,2023-11-15,304.35,304.35,PAID,15
INV-00004844,INV-00004844,SO-00005110,2023-09-11,2023-10-11,179.5,179.5,PAID,30
INV-00004845,INV-00004845,SO-00005111,2024-05-01,2024-06-30,467.5,467.5,PAID,60
INV-00004846,INV-00004846,SO-00005112,2023-12-27,2024-02-25,8.56,0.0,OVERDUE,60
INV-00004847,INV-00004847,SO-00005113,2024-02-27,2024-04-27,100.98,100.98,PAID,60
INV-00004848,INV-00004848,SO-00005114,2024-02-14,2024-02-29,22.4,0.0,OPEN,15
INV-00004849,INV-00004849,SO-00005115,2025-02-02,2025-02-17,555.3,0.0,OPEN,15
INV-00004850,INV-00004850,SO-00005116,2024-01-29,2024-02-28,393.9,393.9,PAID,30
INV-00004851,INV-00004851,SO-00005117,2025-06-06,2025-07-21,243.75,243.75,PAID,45
INV-00004852,INV-00004852,SO-00005118,2024-03-07,2024-04-21,1662.59,1066.11,PARTIAL,45
INV-00004853,INV-00004853,SO-00005119,2023-11-26,2023-12-26,722.25,0.0,OPEN,30
INV-00004854,INV-00004854,SO-00005120,2025-04-22,2025-06-06,765.9,0.0,OPEN,45
INV-00004855,INV-00004855,SO-00005121,2024-03-18,2024-04-02,925.79,925.79,PAID,15
INV-00004856,INV-00004856,SO-00005122,2025-06-07,2025-07-07,1310.0,0.0,OPEN,30
INV-00004857,INV-00004857,SO-00005123,2024-06-16,2024-07-16,175.95,0.0,OPEN,30
INV-00004858,INV-00004858,SO-00005124,2023-11-26,2024-01-25,430.62,430.62,PAID,60
INV-00004859,INV-00004859,SO-00005125,2025-05-06,2025-07-05,60.98,0.0,OPEN,60
INV-00004860,INV-00004860,SO-00005126,2024-06-15,2024-06-30,5074.0,0.0,OVERDUE,15
INV-00004861,INV-00004861,SO-00005127,2025-06-09,2025-08-08,3863.0,3863.0,PAID,60
INV-00004862,INV-00004862,SO-00005128,2023-08-16,2023-08-31,523.06,523.06,PAID,15
INV-00004863,INV-00004863,SO-00005129,2024-03-26,2024-05-10,171.0,0.0,OPEN,45
INV-00004864,INV-00004864,SO-00005130,2025-03-23,2025-05-22,82.15,82.15,PAID,60
INV-00004865,INV-00004865,SO-00005131,2024-07-03,2024-08-17,335.5,0.0,OPEN,45
INV-00004866,INV-00004866,SO-00005132,2023-08-05,2023-09-19,1128.25,1128.25,PAID,45
INV-00004867,INV-00004867,SO-00005133,2024-06-19,2024-08-18,4365.5,0.0,OPEN,60
INV-00004868,INV-00004868,SO-00005134,2023-12-03,2024-01-17,87.65,87.65,PAID,45
INV-00004869,INV-00004869,SO-00005135,2025-05-12,2025-06-11,757.6,286.54,PARTIAL,30
INV-00004870,INV-00004870,SO-00005136,2025-04-09,2025-04-24,165.5,0.0,OPEN,15
INV-00004871,INV-00004871,SO-00005137,2023-10-02,2023-10-17,8.64,8.64,PAID,15
INV-00004872,INV-00004872,SO-00005138,2025-04-28,2025-06-12,4.87,4.87,PAID,45
INV-00004873,INV-00004873,SO-00005139,2024-07-04,2024-09-02,419.55,0.0,OPEN,60
INV-00004874,INV-00004874,SO-00005140,2024-01-10,2024-01-25,158.24,0.0,OPEN,15
INV-00004875,INV-00004875,SO-00005141,2024-07-31,2024-09-29,2281.17,0.0,OPEN,60
INV-00004876,INV-00004876,SO-00005143,2025-05-24,2025-06-23,101.48,101.48,PAID,30
INV-00004877,INV-00004877,SO-00005144,2024-09-15,2024-09-30,2107.0,0.0,OPEN,15
INV-00004878,INV-00004878,SO-00005145,2023-07-08,2023-07-23,908.0,908.0,PAID,15
INV-00004879,INV-00004879,SO-00005146,2023-07-22,2023-08-06,89.12,0.0,OPEN,15
INV-00004880,INV-00004880,SO-00005147,2024-08-23,2024-10-22,365.64,0.0,OPEN,60
INV-00004881,INV-00004881,SO-00005148,2023-10-14,2023-11-13,838.0,0.0,OVERDUE,30
INV-00004882,INV-00004882,SO-00005149,2024-06-15,2024-08-14,2246.1,2246.1,PAID,60
INV-00004883,INV-00004883,SO-00005150,2024-06-16,2024-07-01,74.85,0.0,OPEN,15
INV-00004884,INV-00004884,SO-00005151,2023-10-20,2023-12-19,876.5,876.5,PAID,60
INV-00004885,INV-00004885,SO-00005152,2024-02-11,2024-04-11,662.4,662.4,PAID,60
INV-00004886,INV-00004886,SO-00005153,2024-08-23,2024-10-22,366.65,184.03,PARTIAL,60
INV-00004887,INV-00004887,SO-00005154,2025-05-04,2025-07-03,19.41,0.0,OVERDUE,60
INV-00004888,INV-00004888,SO-00005155,2023-07-08,2023-09-06,478.97,478.97,PAID,60
INV-00004889,INV-00004889,SO-00005156,2024-01-22,2024-02-21,8.84,0.0,OPEN,30
INV-00004890,INV-00004890,SO-00005157,2025-02-09,2025-03-11,86.4,0.0,OVERDUE,30
INV-00004891,INV-00004891,SO-00005158,2024-05-13,2024-06-12,5685.5,5685.5,PAID,30
INV-00004892,INV-00004892,SO-00005159,2024-04-27,2024-06-26,8892.0,0.0,OPEN,60
INV-00004893,INV-00004893,SO-00005160,2025-03-27,2025-04-11,721.15,0.0,OPEN,15
INV-00004894,INV-00004894,SO-00005161,2023-07-27,2023-09-10,528.25,528.25,PAID,45
INV-00004895,INV-00004895,SO-00005162,2025-02-10,2025-03-27,646.6,0.0,OPEN,45
INV-00004896,INV-00004896,SO-00005163,2025-04-21,2025-05-21,265.8,0.0,OVERDUE,30
INV-00004897,INV-00004897,SO-00005164,2025-03-05,2025-04-19,748.3,0.0,OPEN,45
INV-00004898,INV-00004898,SO-00005165,2024-05-11,2024-05-26,804.8,0.0,OPEN,15
INV-00004899,INV-00004899,SO-00005167,2023-12-03,2024-01-17,1099.95,0.0,OVERDUE,45
INV-00004900,INV-00004900,SO-00005168,2025-05-26,2025-06-25,204.3,72.45,PARTIAL,30
INV-00004901,INV-00004901,SO-00005169,2024-02-24,2024-04-24,555.12,0.0,OPEN,60
INV-00004902,INV-00004902,SO-00005171,2024-07-11,2024-08-10,1322.25,0.0,OPEN,30
INV-00004903,INV-00004903,SO-00005172,2025-06-10,2025-06-25,145.3,145.3,PAID,15
INV-00004904,INV-00004904,SO-00005173,2024-06-11,2024-06-26,229.2,229.2,PAID,15
INV-00004905,INV-00004905,SO-00005174,2024-06-01,2024-06-16,41.3,0.0,OPEN,15
INV-00004906,INV-00004906,SO-00005175,2024-10-11,2024-11-10,286.18,286.18,PAID,30
INV-00004907,INV-00004907,SO-00005176,2024-12-30,2025-02-28,174.2,0.0,OPEN,60
INV-00004908,INV-00004908,SO-00005177,2025-05-30,2025-07-29,668.0,0.0,OPEN,60
INV-00004909,INV-00004909,SO-00005178,2023-07-02,2023-07-17,8.66,8.66,PAID,15
INV-00004910,INV-00004910,SO-00005179,2023-12-08,2023-12-23,195.57,195.57,PAID,15
INV-00004911,INV-00004911,SO-00005180,2023-11-08,2023-12-23,738.6,0.0,OPEN,45
INV-00004912,INV-00004912,SO-00005181,2024-03-31,2024-04-15,1569.4,1010.6,PARTIAL,15
INV-00004913,INV-00004913,SO-00005182,2025-06-22,2025-07-07,50.62,17.88,PARTIAL,15
INV-00004914,INV-00004914,SO-00005183,2024-08-30,2024-10-29,193.73,193.73,PAID,60
INV-00004915,INV-00004915,SO-00005184,2024-11-11,2024-11-26,38.14,0.0,OPEN,15
INV-00004916,INV-00004916,SO-00005185,2024-10-28,2024-11-27,100.66,32.31,PARTIAL,30
INV-00004917,INV-00004917,SO-00005186,2024-09-17,2024-11-01,340.5,0.0,OVERDUE,45
INV-00004918,INV-00004918,SO-00005187,2023-07-29,2023-08-28,2141.5,2141.5,PAID,30
INV-00004919,INV-00004919,SO-00005188,2024-10-18,2024-11-17,9.94,0.0,OPEN,30
INV-00004920,INV-00004920,SO-00005189,2023-12-15,2024-02-13,37.59,37.59,PAID,60
INV-00004921,INV-00004921,SO-00005190,2025-01-27,2025-02-11,2292.02,0.0,OPEN,15
INV-00004922,INV-00004922,SO-00005191,2024-03-11,2024-04-10,8063.75,0.0,OPEN,30
INV-00004923,INV-00004923,SO-00005192,2024-04-13,2024-06-12,55.25,55.25,PAID,60
INV-00004924,INV-00004924,SO-00005193,2024-01-14,2024-02-13,426.88,265.36,PARTIAL,30
INV-00004925,INV-00004925,SO-00005194,2024-04-16,2024-05-16,409.2,409.2,PAID,30
INV-00004926,INV-00004926,SO-00005195,2024-07-23,2024-08-07,509.1,0.0,OPEN,15
INV-00004927,INV-00004927,SO-00005196,2025-02-07,2025-02-22,340.15,0.0,OPEN,15
INV-00004928,INV-00004928,SO-00005197,2025-06-02,2025-08-01,2517.5,2517.5,PAID,60
INV-00004929,INV-00004929,SO-00005198,2024-06-22,2024-07-07,671.0,671.0,PAID,15
INV-00004930,INV-00004930,SO-00005199,2024-01-09,2024-03-09,250.5,250.5,PAID,60
INV-00004931,INV-00004931,SO-00005200,2025-01-08,2025-03-09,23.08,8.5,PARTIAL,60
INV-00004932,INV-00004932,SO-00005201,2024-07-05,2024-08-04,664.75,664.75,PAID,30
INV-00004933,INV-00004933,SO-00005202,2024-10-25,2024-11-09,288.46,0.0,OVERDUE,15
INV-00004934,INV-00004934,SO-00005203,2023-12-10,2024-01-24,1879.5,1879.5,PAID,45
INV-00004935,INV-00004935,SO-00005204,2024-02-04,2024-03-20,12.26,0.0,OPEN,45
INV-00004936,INV-00004936,SO-00005205,2024-01-05,2024-01-20,651.16,651.16,PAID,15
INV-00004937,INV-00004937,SO-00005206,2025-04-02,2025-05-02,1684.97,1684.97,PAID,30
INV-00004938,INV-00004938,SO-00005207,2024-01-01,2024-02-15,2114.0,1237.06,PARTIAL,45
INV-00004939,INV-00004939,SO-00005208,2024-12-07,2025-01-21,199.35,109.37,PARTIAL,45
INV-00004940,INV-00004940,SO-00005209,2024-03-04,2024-05-03,154.18,0.0,OVERDUE,60
INV-00004941,INV-00004941,SO-00005210,2025-05-03,2025-07-02,122.7,122.7,PAID,60
INV-00004942,INV-00004942,SO-00005211,2023-12-16,2024-01-15,420.24,420.24,PAID,30
INV-00004943,INV-00004943,SO-00005212,2024-03-16,2024-04-30,420.26,420.26,PAID,45
INV-00004944,INV-00004944,SO-00005213,2025-01-07,2025-03-08,6865.0,0.0,OPEN,60
INV-00004945,INV-00004945,SO-00005215,2025-02-18,2025-03-20,1879.5,1879.5,PAID,30
INV-00004946,INV-00004946,SO-00005216,2025-06-18,2025-07-03,204.3,0.0,OPEN,15
INV-00004947,INV-00004947,SO-00005217,2024-08-15,2024-10-14,15262.5,15262.5,PAID,60
INV-00004948,INV-00004948,SO-00005218,2024-03-25,2024-05-24,43.78,0.0,OPEN,60
INV-00004949,INV-00004949,SO-00005219,2023-12-31,2024-02-14,208.5,208.5,PAID,45
INV-00004950,INV-00004950,SO-00005220,2023-11-26,2024-01-25,671.33,671.33,PAID,60
INV-00004951,INV-00004951,SO-00005221,2023-09-05,2023-09-20,124.56,124.56,PAID,15
INV-00004952,INV-00004952,SO-00005222,2025-03-21,2025-05-05,248.5,248.5,PAID,45
INV-00004953,INV-00004953,SO-00005223,2025-04-03,2025-05-18,249.75,0.0,OPEN,45
INV-00004954,INV-00004954,SO-00005224,2024-08-02,2024-08-17,90.85,0.0,OPEN,15
INV-00004955,INV-00004955,SO-00005225,2024-12-21,2025-02-19,64.98,0.0,OVERDUE,60
INV-00004956,INV-00004956,SO-00005226,2024-10-09,2024-11-08,580.2,580.2,PAID,30
INV-00004957,INV-00004957,SO-00005227,2023-12-25,2024-02-23,755.25,387.82,PARTIAL,60
INV-00004958,INV-00004958,SO-00005228,2025-02-26,2025-03-13,265.8,0.0,OPEN,15
INV-00004959,INV-00004959,SO-00005229,2024-06-11,2024-08-10,34.46,0.0,OPEN,60
INV-00004960,INV-00004960,SO-00005230,2024-08-08,2024-10-07,86.69,86.69,PAID,60
INV-00004961,INV-00004961,SO-00005231,2024-11-13,2025-01-12,248.16,0.0,OPEN,60
INV-00004962,INV-00004962,SO-00005232,2024-02-18,2024-04-03,674.4,674.4,PAID,45
INV-00004963,INV-00004963,SO-00005233,2025-02-16,2025-04-02,653.4,0.0,OPEN,45
INV-00004964,INV-00004964,SO-00005235,2024-10-22,2024-12-06,407.79,407.79,PAID,45
INV-00004965,INV-00004965,SO-00005236,2024-10-27,2024-11-26,307.3,127.61,PARTIAL,30
INV-00004966,INV-00004966,SO-00005237,2023-09-01,2023-10-01,195.0,0.0,OVERDUE,30
INV-00004967,INV-00004967,SO-00005238,2023-09-20,2023-11-19,647.65,647.65,PAID,60
INV-00004968,INV-00004968,SO-00005239,2025-05-12,2025-05-27,2868.6,0.0,OPEN,15
INV-00004969,INV-00004969,SO-00005240,2024-11-24,2025-01-08,56.2,56.2,PAID,45
INV-00004970,INV-00004970,SO-00005241,2024-04-01,2024-05-16,727.5,727.5,PAID,45
INV-00004971,INV-00004971,SO-00005242,2024-03-03,2024-05-02,1536.8,0.0,OPEN,60
INV-00004972,INV-00004972,SO-00005243,2024-06-11,2024-07-11,280.08,280.08,PAID,30
INV-00004973,INV-00004973,SO-00005244,2024-10-09,2024-11-08,1567.4,0.0,OPEN,30
INV-00004974,INV-00004974,SO-00005245,2023-08-06,2023-08-21,42.7,42.7,PAID,15
INV-00004975,INV-00004975,SO-00005246,2023-12-09,2024-01-08,43.3,0.0,OPEN,30
INV-00004976,INV-00004976,SO-00005247,2023-09-01,2023-10-31,765.04,765.04,PAID,60
INV-00004977,INV-00004977,SO-00005248,2024-02-08,2024-04-08,4216.0,4216.0,PAID,60
INV-00004978,INV-00004978,SO-00005249,2024-06-20,2024-07-05,42.82,42.82,PAID,15
INV-00004979,INV-00004979,SO-00005250,2025-04-07,2025-04-22,9.01,0.0,OPEN,15
INV-00004980,INV-00004980,SO-00005251,2023-07-29,2023-08-28,510.55,170.15,PARTIAL,30
INV-00004981,INV-00004981,SO-00005252,2024-05-04,2024-06-03,4503.0,0.0,OPEN,30
INV-00004982,INV-00004982,SO-00005253,2024-01-12,2024-02-11,98.0,0.0,OPEN,30
INV-00004983,INV-00004983,SO-00005254,2024-05-02,2024-07-01,140.2,43.56,PARTIAL,60
INV-00004984,INV-00004984,SO-00005255,2024-10-29,2024-11-13,259.0,259.0,PAID,15
INV-00004985,INV-00004985,SO-00005256,2024-10-31,2024-12-30,939.45,939.45,PAID,60
INV-00004986,INV-00004986,SO-00005257,2023-09-23,2023-10-08,9.23,0.0,OPEN,15
INV-00004987,INV-00004987,SO-00005258,2024-05-06,2024-07-05,77.62,42.41,PARTIAL,60
INV-00004988,INV-00004988,SO-00005259,2024-01-17,2024-03-17,1067.5,1067.5,PAID,60
INV-00004989,INV-00004989,SO-00005260,2024-10-04,2024-10-19,50.16,32.19,PARTIAL,15
INV-00004990,INV-00004990,SO-00005261,2024-03-30,2024-05-29,817.5,817.5,PAID,60
INV-00004991,INV-00004991,SO-00005263,2023-08-27,2023-09-26,999.2,0.0,OPEN,30
INV-00004992,INV-00004992,SO-00005264,2024-06-22,2024-08-21,848.76,848.76,PAID,60
INV-00004993,INV-00004993,SO-00005265,2025-05-03,2025-06-02,887.9,0.0,OPEN,30
INV-00004994,INV-00004994,SO-00005266,2025-01-31,2025-03-02,8.38,0.0,OPEN,30
INV-00004995,INV-00004995,SO-00005267,2024-12-10,2024-12-25,96.45,96.45,PAID,15
INV-00004996,INV-00004996,SO-00005268,2023-11-08,2023-11-23,149.96,0.0,OPEN,15
INV-00004997,INV-00004997,SO-00005269,2024-07-11,2024-07-26,1736.4,1736.4,PAID,15
INV-00004998,INV-00004998,SO-00005270,2023-09-19,2023-10-19,446.35,0.0,OPEN,30
INV-00004999,INV-00004999,SO-00005271,2023-12-14,2024-02-12,146.68,80.59,PARTIAL,60
INV-00005000,INV-00005000,SO-00005272,2023-12-07,2024-01-21,95.0,95.0,PAID,45
INV-00005001,INV-00005001,SO-00005273,2024-10-03,2024-12-02,635.25,0.0,OPEN,60
INV-00005002,INV-00005002,SO-00005274,2025-05-23,2025-06-22,134.5,0.0,OVERDUE,30
INV-00005003,INV-00005003,SO-00005275,2025-02-19,2025-03-21,171.2,80.04,PARTIAL,30
INV-00005004,INV-00005004,SO-00005276,2024-10-31,2024-11-30,20.32,0.0,OPEN,30
INV-00005005,INV-00005005,SO-00005277,2023-08-29,2023-09-28,35.18,0.0,OVERDUE,30
INV-00005006,INV-00005006,SO-00005278,2023-11-09,2023-12-09,193.0,0.0,OPEN,30
INV-00005007,INV-00005007,SO-00005279,2023-10-01,2023-10-31,97.25,0.0,OVERDUE,30
INV-00005008,INV-00005008,SO-00005280,2024-02-06,2024-04-06,18.02,0.0,OPEN,60
INV-00005009,INV-00005009,SO-00005281,2024-01-15,2024-01-30,1245.75,1245.75,PAID,15
INV-00005010,INV-00005010,SO-00005282,2024-03-03,2024-03-18,497.1,342.44,PARTIAL,15
INV-00005011,INV-00005011,SO-00005283,2023-08-18,2023-10-02,779.4,0.0,OVERDUE,45
INV-00005012,INV-00005012,SO-00005284,2025-05-27,2025-06-11,36.84,36.84,PAID,15
INV-00005013,INV-00005013,SO-00005285,2023-07-07,2023-08-21,166.3,0.0,OPEN,45
INV-00005014,INV-00005014,SO-00005286,2024-12-07,2025-01-21,163.85,0.0,OPEN,45
INV-00005015,INV-00005015,SO-00005287,2024-02-24,2024-04-24,677.55,464.03,PARTIAL,60
INV-00005016,INV-00005016,SO-00005288,2024-07-21,2024-08-20,27.11,0.0,OPEN,30
INV-00005017,INV-00005017,SO-00005289,2025-01-09,2025-01-24,129.3,0.0,OPEN,15
INV-00005018,INV-00005018,SO-00005290,2023-11-05,2023-11-20,313.25,0.0,OPEN,15
INV-00005019,INV-00005019,SO-00005291,2024-01-10,2024-02-09,3468.9,0.0,OPEN,30
INV-00005020,INV-00005020,SO-00005292,2023-10-05,2023-11-19,247.35,247.35,PAID,45
INV-00005021,INV-00005021,SO-00005293,2025-04-19,2025-06-03,14.88,14.88,PAID,45
INV-00005022,INV-00005022,SO-00005294,2024-06-04,2024-07-04,950.51,0.0,OPEN,30
INV-00005023,INV-00005023,SO-00005295,2025-04-08,2025-05-23,606.4,606.4,PAID,45
INV-00005024,INV-00005024,SO-00005296,2023-08-08,2023-09-22,86.6,86.6,PAID,45
INV-00005025,INV-00005025,SO-00005297,2025-06-02,2025-07-17,487.82,267.71,PARTIAL,45
INV-00005026,INV-00005026,SO-00005298,2024-05-04,2024-05-19,12.12,12.12,PAID,15
INV-00005027,INV-00005027,SO-00005299,2023-09-08,2023-10-23,3452.14,1607.15,PARTIAL,45
INV-00005028,INV-00005028,SO-00005300,2024-06-04,2024-07-19,1270.5,1270.5,PAID,45
INV-00005029,INV-00005029,SO-00005301,2024-05-26,2024-07-10,73.4,0.0,OPEN,45
INV-00005030,INV-00005030,SO-00005302,2025-05-19,2025-06-03,262.0,0.0,OPEN,15
INV-00005031,INV-00005031,SO-00005303,2024-01-16,2024-03-01,83.04,44.0,PARTIAL,45
INV-00005032,INV-00005032,SO-00005304,2025-05-21,2025-07-20,169.0,0.0,OVERDUE,60
