so_id,so_number,customer_id,product_id,quantity,unit_price,total_amount,order_date,expected_delivery_date,actual_delivery_date,status,salesperson_id,warehouse_id,so_type,notes
SO-00006480,SO-00006480,CUST-00000639,PRD-00000170,20,40.1,801.99,2024-09-29,2024-10-09,,PROCESSING,SP-00000004,WH-002,STANDARD,
SO-00006481,SO-00006481,CUST-00000261,PRD-00000107,2,80.93,161.86,2025-01-05,2025-01-08,,CONFIRMED,SP-00000012,WH-003,STANDARD,
SO-00006482,SO-00006482,CUST-00000391,PRD-00000090,2,42.82,85.64,2023-11-13,2023-11-25,,PROCESSING,SP-00000017,WH-003,STANDARD,
SO-00006483,SO-00006483,CUST-00000376,PRD-00000093,1,4.64,4.64,2024-01-13,2024-01-27,,PROCESSING,SP-00000002,WH-002,STANDARD,
SO-00006484,SO-00006484,CUST-00000777,PRD-00000176,15,2.82,42.3,2024-08-02,2024-08-12,,CONFIRMED,SP-00000002,WH-001,STANDARD,
SO-00006485,SO-00006485,CUST-00000088,PRD-00000214,2,13.68,27.36,2025-06-12,2025-06-22,,SHIPPED,SP-00000018,WH-002,STANDARD,
SO-00006486,SO-00006486,CUST-00000879,PRD-00000196,25,38.5,962.59,2024-08-24,2024-09-05,,CONFIRMED,SP-00000020,WH-003,STANDARD,
SO-00006487,SO-00006487,CUST-00000540,PRD-00000217,10,3.76,37.6,2024-01-03,2024-01-16,,DELIVERED,SP-00000017,WH-003,STANDARD,
SO-00006488,SO-00006488,CUST-00000036,PRD-00000092,25,6.79,169.75,2023-10-10,2023-10-14,,SHIPPED,SP-00000013,WH-003,STANDARD,
SO-00006489,SO-00006489,CUST-00000671,PRD-00000090,50,50.35,2517.5,2024-03-19,2024-03-29,,CONFIRMED,SP-00000011,WH-003,STANDARD,
SO-00006490,SO-00006490,CUST-00000638,PRD-00000135,10,18.69,186.9,2024-05-27,2024-05-30,,CONFIRMED,SP-00000013,WH-003,STANDARD,
SO-00006491,SO-00006491,CUST-00000696,PRD-00000468,50,89.32,4465.77,2025-02-18,2025-03-04,,SHIPPED,SP-00000009,WH-003,STANDARD,
SO-00006492,SO-00006492,CUST-00000948,PRD-00000147,50,68.22,3411.0,2024-06-08,2024-06-17,,CANCELLED,SP-00000004,WH-001,STANDARD,
SO-00006493,SO-00006493,CUST-00000240,PRD-00000025,10,227.42,2274.2,2024-05-29,2024-06-03,,CONFIRMED,SP-00000005,WH-003,STANDARD,
SO-00006494,SO-00006494,CUST-00000907,PRD-00000400,2,8.76,17.52,2023-11-23,2023-11-29,,SHIPPED,SP-00000005,WH-001,STANDARD,
SO-00006495,SO-00006495,CUST-00000596,PRD-00000456,1,2.69,2.69,2025-03-20,2025-03-28,,SHIPPED,SP-00000003,WH-001,STANDARD,
SO-00006496,SO-00006496,CUST-00000642,PRD-00000230,50,13.84,692.0,2024-02-13,2024-02-24,,CONFIRMED,SP-00000019,WH-002,STANDARD,
SO-00006497,SO-00006497,CUST-00000333,PRD-00000351,1,131.32,131.32,2024-04-23,2024-05-06,,CONFIRMED,SP-00000010,WH-003,STANDARD,
SO-00006498,SO-00006498,CUST-00000647,PRD-00000307,1,76.85,76.85,2025-05-13,2025-05-22,,DELIVERED,SP-00000010,WH-002,STANDARD,
SO-00006499,SO-00006499,CUST-00000861,PRD-00000322,5,9.5,47.5,2023-12-15,2023-12-18,,PROCESSING,SP-00000013,WH-002,STANDARD,
SO-00006500,SO-00006500,CUST-00000195,PRD-00000066,5,43.44,217.18,2023-09-06,2023-09-19,,CONFIRMED,SP-00000005,WH-002,STANDARD,
SO-00006501,SO-00006501,CUST-00000128,PRD-00000075,25,44.16,1104.0,2024-01-10,2024-01-13,,DELIVERED,SP-00000007,WH-001,STANDARD,
SO-00006502,SO-00006502,CUST-00000928,PRD-00000067,50,66.35,3317.72,2024-02-04,2024-02-15,,CONFIRMED,SP-00000017,WH-001,STANDARD,
SO-00006503,SO-00006503,CUST-00000608,PRD-00000321,2,12.95,25.9,2023-10-09,2023-10-22,,DELIVERED,SP-00000001,WH-003,STANDARD,
SO-00006504,SO-00006504,CUST-00000275,PRD-00000500,50,8.2,409.79,2025-04-23,2025-04-28,,SHIPPED,SP-00000005,WH-001,STANDARD,
SO-00006505,SO-00006505,CUST-00000980,PRD-00000441,1,11.74,11.74,2023-09-04,2023-09-11,,PROCESSING,SP-00000008,WH-001,STANDARD,
SO-00006506,SO-00006506,CUST-00000761,PRD-00000001,2,12.33,24.65,2025-01-29,2025-02-10,,PROCESSING,SP-00000008,WH-002,STANDARD,
SO-00006507,SO-00006507,CUST-00000527,PRD-00000413,10,4.61,46.14,2024-11-17,2024-11-20,,CONFIRMED,SP-00000006,WH-002,STANDARD,
SO-00006508,SO-00006508,CUST-00000591,PRD-00000035,25,48.17,1204.25,2025-03-28,2025-04-07,,CONFIRMED,SP-00000017,WH-002,STANDARD,
SO-00006509,SO-00006509,CUST-00000605,PRD-00000472,5,91.81,459.05,2023-09-06,2023-09-18,,CONFIRMED,SP-00000018,WH-003,STANDARD,
SO-00006510,SO-00006510,CUST-00000668,PRD-00000117,5,27.41,137.04,2023-07-28,2023-08-01,,DELIVERED,SP-00000014,WH-001,STANDARD,
SO-00006511,SO-00006511,CUST-00000426,PRD-00000334,5,12.12,60.6,2024-02-20,2024-02-29,,CONFIRMED,SP-00000016,WH-001,STANDARD,
SO-00006512,SO-00006512,CUST-00000406,PRD-00000385,10,224.95,2249.5,2024-10-23,2024-11-02,,SHIPPED,SP-00000016,WH-001,STANDARD,
SO-00006513,SO-00006513,CUST-00000733,PRD-00000062,1,75.18,75.18,2024-11-29,2024-12-11,,PROCESSING,SP-00000012,WH-003,STANDARD,
SO-00006514,SO-00006514,CUST-00000582,PRD-00000051,5,7.18,35.9,2024-08-28,2024-09-07,,PROCESSING,SP-00000004,WH-003,STANDARD,
SO-00006515,SO-00006515,CUST-00000383,PRD-00000171,25,8.14,203.5,2024-09-29,2024-10-13,,CONFIRMED,SP-00000006,WH-003,STANDARD,
SO-00006516,SO-00006516,CUST-00000693,PRD-00000473,5,12.84,64.2,2024-06-17,2024-06-20,,PROCESSING,SP-00000012,WH-001,STANDARD,
SO-00006517,SO-00006517,CUST-00000484,PRD-00000341,20,93.71,1874.2,2024-06-19,2024-06-25,,PROCESSING,SP-00000019,WH-001,STANDARD,
SO-00006518,SO-00006518,CUST-00000601,PRD-00000172,25,5.23,130.75,2024-01-27,2024-01-30,,CONFIRMED,SP-00000011,WH-002,STANDARD,
SO-00006519,SO-00006519,CUST-00000414,PRD-00000073,15,15.81,237.15,2025-03-19,2025-03-27,,DELIVERED,SP-00000020,WH-002,STANDARD,
SO-00006520,SO-00006520,CUST-00000767,PRD-00000478,50,20.63,1031.5,2023-09-10,2023-09-13,,DELIVERED,SP-00000012,WH-002,STANDARD,
SO-00006521,SO-00006521,CUST-00000231,PRD-00000055,2,27.28,54.56,2024-01-19,2024-01-31,,SHIPPED,SP-00000010,WH-002,STANDARD,
SO-00006522,SO-00006522,CUST-00000394,PRD-00000130,1,37.96,37.96,2024-10-23,2024-11-03,,SHIPPED,SP-00000009,WH-001,STANDARD,
SO-00006523,SO-00006523,CUST-00000689,PRD-00000066,2,49.52,99.04,2023-11-15,2023-11-18,,CANCELLED,SP-00000011,WH-003,STANDARD,
SO-00006524,SO-00006524,CUST-00000781,PRD-00000197,25,30.79,769.83,2024-02-25,2024-03-01,,PROCESSING,SP-00000010,WH-002,STANDARD,
SO-00006525,SO-00006525,CUST-00000192,PRD-00000281,1,13.98,13.98,2025-03-25,2025-04-02,,PROCESSING,SP-00000015,WH-003,STANDARD,
SO-00006526,SO-00006526,CUST-00000356,PRD-00000154,5,36.16,180.8,2024-07-28,2024-08-05,,CONFIRMED,SP-00000003,WH-003,STANDARD,
SO-00006527,SO-00006527,CUST-00000766,PRD-00000130,25,42.1,1052.5,2025-04-27,2025-05-09,,CONFIRMED,SP-00000017,WH-003,STANDARD,
SO-00006528,SO-00006528,CUST-00000582,PRD-00000445,1,82.81,82.81,2023-08-02,2023-08-14,,PROCESSING,SP-00000004,WH-003,STANDARD,
SO-00006529,SO-00006529,CUST-00000113,PRD-00000151,5,147.59,737.97,2025-02-27,2025-03-12,,DELIVERED,SP-00000009,WH-001,STANDARD,
SO-00006530,SO-00006530,CUST-00000471,PRD-00000065,15,200.56,3008.4,2024-06-30,2024-07-09,,CONFIRMED,SP-00000015,WH-002,STANDARD,
SO-00006531,SO-00006531,CUST-00000593,PRD-00000255,20,22.57,451.45,2025-05-02,2025-05-10,,CONFIRMED,SP-00000016,WH-002,STANDARD,
SO-00006532,SO-00006532,CUST-00000184,PRD-00000355,15,49.25,738.75,2025-06-29,2025-07-07,,CONFIRMED,SP-00000016,WH-003,STANDARD,
SO-00006533,SO-00006533,CUST-00000367,PRD-00000095,20,23.05,460.91,2024-11-06,2024-11-15,,PROCESSING,SP-00000003,WH-003,STANDARD,
SO-00006534,SO-00006534,CUST-00000985,PRD-00000027,1,70.22,70.22,2025-01-30,2025-02-08,,DELIVERED,SP-00000001,WH-001,STANDARD,
SO-00006535,SO-00006535,CUST-00000046,PRD-00000368,50,15.35,767.5,2024-11-11,2024-11-24,,SHIPPED,SP-00000017,WH-001,STANDARD,
SO-00006536,SO-00006536,CUST-00000691,PRD-00000097,2,3.39,6.78,2024-03-13,2024-03-18,,CANCELLED,SP-00000019,WH-003,STANDARD,
SO-00006537,SO-00006537,CUST-00000620,PRD-00000304,50,338.92,16946.21,2025-01-14,2025-01-18,,DELIVERED,SP-00000010,WH-001,STANDARD,
SO-00006538,SO-00006538,CUST-00000621,PRD-00000034,5,39.96,199.8,2024-10-19,2024-11-02,,CANCELLED,SP-00000013,WH-003,STANDARD,
SO-00006539,SO-00006539,CUST-00000195,PRD-00000208,50,20.73,1036.5,2024-08-22,2024-09-04,,PROCESSING,SP-00000012,WH-001,STANDARD,
SO-00006540,SO-00006540,CUST-00000130,PRD-00000085,50,68.46,3423.0,2024-05-18,2024-05-21,,CONFIRMED,SP-00000019,WH-003,STANDARD,
SO-00006541,SO-00006541,CUST-00000359,PRD-00000390,25,12.29,307.25,2024-09-25,2024-10-01,,PROCESSING,SP-00000011,WH-002,STANDARD,
SO-00006542,SO-00006542,CUST-00000752,PRD-00000015,25,26.11,652.75,2025-05-05,2025-05-18,,SHIPPED,SP-00000006,WH-002,STANDARD,
SO-00006543,SO-00006543,CUST-00000228,PRD-00000255,15,25.31,379.65,2025-05-15,2025-05-26,,SHIPPED,SP-00000013,WH-002,STANDARD,
SO-00006544,SO-00006544,CUST-00000725,PRD-00000063,5,127.21,636.03,2024-12-15,2024-12-27,,SHIPPED,SP-00000001,WH-001,STANDARD,
SO-00006545,SO-00006545,CUST-00000119,PRD-00000316,1,39.84,39.84,2024-02-20,2024-02-27,,PROCESSING,SP-00000006,WH-002,STANDARD,
SO-00006546,SO-00006546,CUST-00000884,PRD-00000494,15,14.79,221.85,2023-10-07,2023-10-15,,CANCELLED,SP-00000008,WH-003,STANDARD,
SO-00006547,SO-00006547,CUST-00000839,PRD-00000085,5,68.46,342.3,2024-06-19,2024-06-28,,CANCELLED,SP-00000003,WH-001,STANDARD,
SO-00006548,SO-00006548,CUST-00000517,PRD-00000468,25,99.31,2482.75,2023-09-07,2023-09-20,,PROCESSING,SP-00000004,WH-003,STANDARD,
SO-00006549,SO-00006549,CUST-00000654,PRD-00000246,50,37.78,1889.0,2023-08-08,2023-08-20,,CANCELLED,SP-00000017,WH-001,STANDARD,
SO-00006550,SO-00006550,CUST-00000129,PRD-00000146,15,45.4,681.0,2024-03-28,2024-04-11,,CONFIRMED,SP-00000014,WH-003,STANDARD,
SO-00006551,SO-00006551,CUST-00000460,PRD-00000453,5,4.68,23.4,2023-11-26,2023-12-01,,PROCESSING,SP-00000001,WH-001,STANDARD,
SO-00006552,SO-00006552,CUST-00000363,PRD-00000404,25,56.4,1410.0,2023-11-05,2023-11-08,,DELIVERED,SP-00000020,WH-003,STANDARD,
SO-00006553,SO-00006553,CUST-00000338,PRD-00000209,50,31.97,1598.5,2024-11-07,2024-11-12,,PROCESSING,SP-00000014,WH-003,STANDARD,
SO-00006554,SO-00006554,CUST-00000931,PRD-00000440,5,7.3,36.5,2024-09-03,2024-09-10,,CONFIRMED,SP-00000018,WH-002,STANDARD,
SO-00006555,SO-00006555,CUST-00000971,PRD-00000142,20,79.12,1582.4,2024-04-16,2024-04-22,,PROCESSING,SP-00000012,WH-003,STANDARD,
SO-00006556,SO-00006556,CUST-00000661,PRD-00000345,2,181.05,362.1,2024-02-05,2024-02-17,,PROCESSING,SP-00000007,WH-001,STANDARD,
SO-00006557,SO-00006557,CUST-00000636,PRD-00000065,10,200.56,2005.6,2024-06-20,2024-06-23,,CONFIRMED,SP-00000019,WH-003,STANDARD,
SO-00006558,SO-00006558,CUST-00000937,PRD-00000176,2,2.82,5.64,2025-01-06,2025-01-16,,SHIPPED,SP-00000014,WH-001,STANDARD,
SO-00006559,SO-00006559,CUST-00000259,PRD-00000360,15,9.33,139.95,2025-06-25,2025-06-29,,DELIVERED,SP-00000008,WH-002,STANDARD,
SO-00006560,SO-00006560,CUST-00000983,PRD-00000183,2,123.67,247.34,2024-01-13,2024-01-17,,DELIVERED,SP-00000013,WH-003,STANDARD,
SO-00006561,SO-00006561,CUST-00000581,PRD-00000010,20,34.88,697.52,2024-12-06,2024-12-20,,PROCESSING,SP-00000006,WH-001,STANDARD,
SO-00006562,SO-00006562,CUST-00000956,PRD-00000075,5,44.16,220.8,2024-11-19,2024-11-22,,SHIPPED,SP-00000017,WH-002,STANDARD,
SO-00006563,SO-00006563,CUST-00000299,PRD-00000343,20,132.88,2657.6,2023-10-19,2023-10-29,,CONFIRMED,SP-00000001,WH-003,STANDARD,
SO-00006564,SO-00006564,CUST-00000198,PRD-00000003,2,23.3,46.6,2024-04-01,2024-04-04,,PROCESSING,SP-00000016,WH-003,STANDARD,
SO-00006565,SO-00006565,CUST-00000510,PRD-00000332,5,5.66,28.3,2025-05-06,2025-05-20,,PROCESSING,SP-00000016,WH-001,STANDARD,
SO-00006566,SO-00006566,CUST-00000692,PRD-00000099,20,43.45,869.0,2024-12-23,2024-12-27,,DELIVERED,SP-00000012,WH-002,STANDARD,
SO-00006567,SO-00006567,CUST-00000016,PRD-00000481,1,13.49,13.49,2025-06-29,2025-07-11,,CANCELLED,SP-00000007,WH-002,STANDARD,
SO-00006568,SO-00006568,CUST-00000600,PRD-00000239,10,26.25,262.5,2024-04-04,2024-04-08,,CONFIRMED,SP-00000006,WH-002,STANDARD,
SO-00006569,SO-00006569,CUST-00000236,PRD-00000032,1,85.5,85.5,2025-06-04,2025-06-18,,CONFIRMED,SP-00000004,WH-001,STANDARD,
SO-00006570,SO-00006570,CUST-00000785,PRD-00000209,2,31.97,63.94,2025-01-12,2025-01-19,,SHIPPED,SP-00000018,WH-002,STANDARD,
SO-00006571,SO-00006571,CUST-00000903,PRD-00000388,20,102.65,2053.0,2024-11-11,2024-11-19,,CONFIRMED,SP-00000009,WH-003,STANDARD,
SO-00006572,SO-00006572,CUST-00000482,PRD-00000167,1,71.38,71.38,2024-11-04,2024-11-08,,SHIPPED,SP-00000003,WH-001,STANDARD,
SO-00006573,SO-00006573,CUST-00000537,PRD-00000119,10,24.71,247.1,2023-11-01,2023-11-08,,SHIPPED,SP-00000002,WH-001,STANDARD,
SO-00006574,SO-00006574,CUST-00000626,PRD-00000421,50,98.64,4932.0,2024-02-29,2024-03-10,,CONFIRMED,SP-00000018,WH-001,STANDARD,
SO-00006575,SO-00006575,CUST-00000178,PRD-00000428,25,82.7,2067.53,2024-05-12,2024-05-21,,CONFIRMED,SP-00000007,WH-001,STANDARD,
SO-00006576,SO-00006576,CUST-00000921,PRD-00000188,15,77.95,1169.18,2024-11-16,2024-11-20,,SHIPPED,SP-00000009,WH-003,STANDARD,
SO-00006577,SO-00006577,CUST-00000659,PRD-00000226,5,47.13,235.65,2024-05-08,2024-05-15,,SHIPPED,SP-00000014,WH-003,STANDARD,
SO-00006578,SO-00006578,CUST-00000990,PRD-00000102,1,60.98,60.98,2024-12-29,2025-01-03,,CANCELLED,SP-00000016,WH-003,STANDARD,
SO-00006579,SO-00006579,CUST-00000805,PRD-00000421,25,98.64,2466.0,2025-02-03,2025-02-10,,PROCESSING,SP-00000001,WH-002,STANDARD,
SO-00006580,SO-00006580,CUST-00000923,PRD-00000315,50,47.44,2372.03,2023-10-05,2023-10-10,,CANCELLED,SP-00000008,WH-001,STANDARD,
SO-00006581,SO-00006581,CUST-00000387,PRD-00000280,50,9.75,487.5,2023-11-15,2023-11-22,,DELIVERED,SP-00000010,WH-002,STANDARD,
SO-00006582,SO-00006582,CUST-00000867,PRD-00000086,50,37.0,1849.84,2024-05-30,2024-06-10,,DELIVERED,SP-00000014,WH-001,STANDARD,
SO-00006583,SO-00006583,CUST-00000947,PRD-00000382,10,80.48,804.8,2023-12-22,2024-01-05,,PROCESSING,SP-00000004,WH-002,STANDARD,
SO-00006584,SO-00006584,CUST-00000502,PRD-00000137,15,3.51,52.61,2023-11-02,2023-11-16,,CONFIRMED,SP-00000007,WH-001,STANDARD,
SO-00006585,SO-00006585,CUST-00000169,PRD-00000018,2,18.11,36.22,2024-05-05,2024-05-08,,SHIPPED,SP-00000006,WH-002,STANDARD,
SO-00006586,SO-00006586,CUST-00000347,PRD-00000225,1,210.36,210.36,2024-07-29,2024-08-10,,CONFIRMED,SP-00000005,WH-002,STANDARD,
SO-00006587,SO-00006587,CUST-00000072,PRD-00000336,50,2.81,140.5,2023-09-30,2023-10-10,,DELIVERED,SP-00000006,WH-002,STANDARD,
SO-00006588,SO-00006588,CUST-00000785,PRD-00000371,10,8.34,83.4,2025-06-20,2025-06-28,,PROCESSING,SP-00000010,WH-001,STANDARD,
SO-00006589,SO-00006589,CUST-00000801,PRD-00000166,2,33.07,66.14,2023-07-02,2023-07-06,,SHIPPED,SP-00000006,WH-003,STANDARD,
SO-00006590,SO-00006590,CUST-00000661,PRD-00000118,15,19.52,292.8,2025-04-20,2025-04-24,,CONFIRMED,SP-00000009,WH-003,STANDARD,
SO-00006591,SO-00006591,CUST-00000341,PRD-00000003,25,23.3,582.5,2023-10-14,2023-10-22,,SHIPPED,SP-00000001,WH-002,STANDARD,
SO-00006592,SO-00006592,CUST-00000489,PRD-00000316,15,39.84,597.6,2023-10-04,2023-10-10,,SHIPPED,SP-00000017,WH-003,STANDARD,
SO-00006593,SO-00006593,CUST-00000538,PRD-00000014,50,11.82,591.0,2024-05-13,2024-05-18,,SHIPPED,SP-00000017,WH-003,STANDARD,
SO-00006594,SO-00006594,CUST-00000467,PRD-00000002,15,7.71,115.65,2024-09-26,2024-10-04,,CONFIRMED,SP-00000019,WH-003,STANDARD,
SO-00006595,SO-00006595,CUST-00000261,PRD-00000027,20,70.22,1404.4,2025-05-04,2025-05-11,,PROCESSING,SP-00000002,WH-002,STANDARD,
SO-00006596,SO-00006596,CUST-00000493,PRD-00000232,1,71.53,71.53,2023-09-14,2023-09-28,,CONFIRMED,SP-00000008,WH-002,STANDARD,
SO-00006597,SO-00006597,CUST-00000206,PRD-00000060,2,8.03,16.06,2024-07-16,2024-07-27,,CONFIRMED,SP-00000005,WH-001,STANDARD,
SO-00006598,SO-00006598,CUST-00000333,PRD-00000272,50,67.52,3375.84,2025-03-23,2025-03-31,,PROCESSING,SP-00000007,WH-002,STANDARD,
SO-00006599,SO-00006599,CUST-00000490,PRD-00000187,5,67.62,338.08,2024-01-18,2024-01-24,,CONFIRMED,SP-00000004,WH-001,STANDARD,
SO-00006600,SO-00006600,CUST-00000736,PRD-00000055,10,27.28,272.8,2024-01-24,2024-02-07,,PROCESSING,SP-00000006,WH-001,STANDARD,
SO-00006601,SO-00006601,CUST-00000228,PRD-00000127,20,83.65,1673.0,2024-10-02,2024-10-06,,DELIVERED,SP-00000013,WH-002,STANDARD,
SO-00006602,SO-00006602,CUST-00000527,PRD-00000051,20,7.18,143.6,2025-05-31,2025-06-12,,DELIVERED,SP-00000019,WH-002,STANDARD,
SO-00006603,SO-00006603,CUST-00000933,PRD-00000350,10,11.63,116.3,2024-10-16,2024-10-19,,PROCESSING,SP-00000013,WH-001,STANDARD,
SO-00006604,SO-00006604,CUST-00000717,PRD-00000297,20,4.34,86.8,2024-01-28,2024-02-09,,SHIPPED,SP-00000010,WH-003,STANDARD,
SO-00006605,SO-00006605,CUST-00000874,PRD-00000234,2,35.84,71.68,2024-05-13,2024-05-16,,PROCESSING,SP-00000008,WH-002,STANDARD,
SO-00006606,SO-00006606,CUST-00000438,PRD-00000264,25,343.25,8581.25,2023-07-25,2023-07-29,,CANCELLED,SP-00000016,WH-002,STANDARD,
SO-00006607,SO-00006607,CUST-00000894,PRD-00000407,2,82.98,165.97,2023-09-10,2023-09-18,,SHIPPED,SP-00000004,WH-001,STANDARD,
SO-00006608,SO-00006608,CUST-00000934,PRD-00000212,2,6.09,12.18,2025-03-15,2025-03-23,,DELIVERED,SP-00000005,WH-002,STANDARD,
SO-00006609,SO-00006609,CUST-00000842,PRD-00000399,25,26.17,654.25,2023-12-30,2024-01-02,,CONFIRMED,SP-00000004,WH-003,STANDARD,
SO-00006610,SO-00006610,CUST-00000004,PRD-00000292,5,6.13,30.65,2024-07-03,2024-07-16,,PROCESSING,SP-00000003,WH-003,STANDARD,
SO-00006611,SO-00006611,CUST-00000391,PRD-00000440,50,7.85,392.64,2024-01-23,2024-02-06,,SHIPPED,SP-00000014,WH-001,STANDARD,
SO-00006612,SO-00006612,CUST-00000134,PRD-00000069,2,169.57,339.13,2025-05-22,2025-05-25,,CONFIRMED,SP-00000010,WH-001,STANDARD,
SO-00006613,SO-00006613,CUST-00000290,PRD-00000196,50,42.14,2107.0,2025-04-20,2025-05-02,,DELIVERED,SP-00000011,WH-003,STANDARD,
SO-00006614,SO-00006614,CUST-00000876,PRD-00000241,50,13.43,671.5,2024-07-17,2024-07-28,,CONFIRMED,SP-00000012,WH-001,STANDARD,
SO-00006615,SO-00006615,CUST-00000783,PRD-00000471,10,153.23,1532.3,2024-05-15,2024-05-23,,SHIPPED,SP-00000003,WH-003,STANDARD,
SO-00006616,SO-00006616,CUST-00000974,PRD-00000343,15,132.88,1993.2,2024-05-29,2024-06-10,,SHIPPED,SP-00000020,WH-003,STANDARD,
SO-00006617,SO-00006617,CUST-00000701,PRD-00000199,5,21.38,106.91,2023-07-07,2023-07-10,,SHIPPED,SP-00000004,WH-001,STANDARD,
SO-00006618,SO-00006618,CUST-00000203,PRD-00000118,2,19.52,39.04,2023-09-08,2023-09-21,,DELIVERED,SP-00000014,WH-002,STANDARD,
SO-00006619,SO-00006619,CUST-00000537,PRD-00000382,2,72.95,145.89,2025-04-27,2025-05-08,,SHIPPED,SP-00000019,WH-003,STANDARD,
SO-00006620,SO-00006620,CUST-00000009,PRD-00000012,1,5.54,5.54,2023-12-28,2024-01-05,,DELIVERED,SP-00000008,WH-002,STANDARD,
SO-00006621,SO-00006621,CUST-00000878,PRD-00000243,15,25.6,384.05,2023-07-13,2023-07-25,,PROCESSING,SP-00000016,WH-001,STANDARD,
SO-00006622,SO-00006622,CUST-00000945,PRD-00000168,5,20.81,104.05,2024-06-08,2024-06-19,,PROCESSING,SP-00000004,WH-001,STANDARD,
SO-00006623,SO-00006623,CUST-00000698,PRD-00000463,15,145.64,2184.6,2024-11-28,2024-12-02,,CONFIRMED,SP-00000008,WH-001,STANDARD,
SO-00006624,SO-00006624,CUST-00000040,PRD-00000208,20,20.73,414.6,2025-02-15,2025-02-27,,CONFIRMED,SP-00000007,WH-003,STANDARD,
SO-00006625,SO-00006625,CUST-00000107,PRD-00000310,50,14.28,714.0,2025-05-07,2025-05-10,,CONFIRMED,SP-00000005,WH-003,STANDARD,
SO-00006626,SO-00006626,CUST-00000204,PRD-00000249,2,23.88,47.76,2025-01-21,2025-01-27,,CONFIRMED,SP-00000004,WH-003,STANDARD,
SO-00006627,SO-00006627,CUST-00000350,PRD-00000260,20,8.45,169.0,2025-06-08,2025-06-20,,CONFIRMED,SP-00000001,WH-001,STANDARD,
SO-00006628,SO-00006628,CUST-00000558,PRD-00000181,20,101.48,2029.6,2025-05-18,2025-05-28,,DELIVERED,SP-00000020,WH-003,STANDARD,
SO-00006629,SO-00006629,CUST-00000654,PRD-00000472,15,91.81,1377.15,2024-09-27,2024-10-08,,PROCESSING,SP-00000014,WH-002,STANDARD,
SO-00006630,SO-00006630,CUST-00000875,PRD-00000215,25,25.86,646.5,2024-10-19,2024-10-29,,DELIVERED,SP-00000014,WH-001,STANDARD,
SO-00006631,SO-00006631,CUST-00000310,PRD-00000017,50,3.66,183.0,2025-03-13,2025-03-21,,CONFIRMED,SP-00000001,WH-003,STANDARD,
SO-00006632,SO-00006632,CUST-00000083,PRD-00000323,5,24.6,123.0,2023-07-23,2023-07-26,,CONFIRMED,SP-00000019,WH-003,STANDARD,
SO-00006633,SO-00006633,CUST-00000805,PRD-00000259,25,49.64,1241.0,2025-06-25,2025-07-03,,SHIPPED,SP-00000020,WH-001,STANDARD,
SO-00006634,SO-00006634,CUST-00000319,PRD-00000390,20,11.54,230.74,2025-05-07,2025-05-20,,DELIVERED,SP-00000002,WH-002,STANDARD,
SO-00006635,SO-00006635,CUST-00000155,PRD-00000070,10,12.53,125.3,2025-03-29,2025-04-11,,CONFIRMED,SP-00000004,WH-002,STANDARD,
SO-00006636,SO-00006636,CUST-00000981,PRD-00000057,5,4.21,21.04,2024-02-04,2024-02-16,,PROCESSING,SP-00000010,WH-003,STANDARD,
SO-00006637,SO-00006637,CUST-00000897,PRD-00000129,2,26.88,53.76,2024-12-22,2024-12-27,,SHIPPED,SP-00000008,WH-001,STANDARD,
SO-00006638,SO-00006638,CUST-00000661,PRD-00000163,50,25.03,1251.5,2023-07-15,2023-07-19,,DELIVERED,SP-00000006,WH-002,STANDARD,
SO-00006639,SO-00006639,CUST-00000255,PRD-00000259,15,49.64,744.6,2024-06-18,2024-06-30,,CONFIRMED,SP-00000016,WH-002,STANDARD,
SO-00006640,SO-00006640,CUST-00000997,PRD-00000264,15,343.25,5148.75,2024-01-08,2024-01-16,,SHIPPED,SP-00000018,WH-003,STANDARD,
SO-00006641,SO-00006641,CUST-00000793,PRD-00000133,20,4.32,86.4,2025-01-10,2025-01-18,,CONFIRMED,SP-00000016,WH-001,STANDARD,
SO-00006642,SO-00006642,CUST-00000446,PRD-00000349,10,158.04,1580.4,2025-03-17,2025-03-31,,DELIVERED,SP-00000003,WH-002,STANDARD,
SO-00006643,SO-00006643,CUST-00000575,PRD-00000419,50,54.08,2704.0,2024-03-21,2024-04-02,,SHIPPED,SP-00000002,WH-003,STANDARD,
SO-00006644,SO-00006644,CUST-00000535,PRD-00000491,50,9.11,455.5,2024-03-25,2024-04-05,,PROCESSING,SP-00000014,WH-001,STANDARD,
SO-00006645,SO-00006645,CUST-00000963,PRD-00000026,1,43.74,43.74,2024-01-05,2024-01-12,,SHIPPED,SP-00000009,WH-002,STANDARD,
SO-00006646,SO-00006646,CUST-00000917,PRD-00000260,10,8.45,84.5,2024-11-17,2024-11-26,,DELIVERED,SP-00000008,WH-003,STANDARD,
SO-00006647,SO-00006647,CUST-00000520,PRD-00000253,20,5.3,106.0,2024-03-31,2024-04-10,,CONFIRMED,SP-00000004,WH-001,STANDARD,
SO-00006648,SO-00006648,CUST-00000963,PRD-00000290,2,49.46,98.93,2024-03-25,2024-04-02,,DELIVERED,SP-00000014,WH-001,STANDARD,
SO-00006649,SO-00006649,CUST-00000521,PRD-00000300,5,7.98,39.92,2023-08-11,2023-08-19,,PROCESSING,SP-00000012,WH-001,STANDARD,
