lead_id,lead_number,customer_id,salesperson_id,estimated_value,lead_date,lead_status,source,notes
LEAD-00001484,LEAD-00001484,CUST-00000441,SP-00000005,5000.0,2024-04-07,CONTACTED,Website,
LEAD-00001485,LEAD-00001485,CUST-00000739,SP-00000013,500.0,2024-06-04,QUALIFIED,Website,
LEAD-00001486,LEAD-00001486,CUST-00000069,SP-00000018,5000.0,2023-07-23,CONTACTED,Referral,
LEAD-00001487,LEAD-00001487,CUST-00000335,SP-00000002,50000.0,2025-03-30,NEW,Partner,
LEAD-00001488,LEAD-00001488,CUST-00000511,SP-00000018,50000.0,2024-08-19,NEW,Website,
LEAD-00001489,LEAD-00001489,CUST-00000715,SP-00000009,500.0,2025-06-01,CONTACTED,Cold Call,
LEAD-00001490,LEAD-00001490,CUST-00000021,SP-00000008,2500.0,2025-05-03,CONTACTED,Website,
LEAD-00001491,LEAD-00001491,CUST-00000519,SP-00000005,5000.0,2024-01-12,CONTACTED,Trade Show,
LEAD-00001492,LEAD-00001492,CUST-00000689,SP-00000014,50000.0,2024-04-15,CONTACTED,Referral,
LEAD-00001493,LEAD-00001493,CUST-00000679,SP-00000012,500.0,2025-04-18,CONTACTED,Cold Call,
LEAD-00001494,LEAD-00001494,CUST-00000446,SP-00000006,500.0,2025-01-28,QUALIFIED,Email Campaign,
LEAD-00001495,LEAD-00001495,CUST-00000756,SP-00000008,25000.0,2025-01-07,QUALIFIED,Partner,
LEAD-00001496,LEAD-00001496,CUST-00000704,SP-00000011,10000.0,2024-02-21,NEW,Cold Call,
LEAD-00001497,LEAD-00001497,CUST-00000520,SP-00000009,10000.0,2024-09-26,NEW,Website,
LEAD-00001498,LEAD-00001498,CUST-00000605,SP-00000019,1000.0,2024-07-05,CONTACTED,Website,
LEAD-00001499,LEAD-00001499,CUST-00000106,SP-00000015,500.0,2024-03-15,CONTACTED,Partner,
LEAD-00001500,LEAD-00001500,CUST-00000026,SP-00000007,2500.0,2023-12-30,QUALIFIED,Cold Call,
LEAD-00001501,LEAD-00001501,CUST-00000327,SP-00000013,5000.0,2024-01-23,LOST,Website,
LEAD-00001502,LEAD-00001502,CUST-00000749,SP-00000004,50000.0,2023-08-18,NEW,Cold Call,
LEAD-00001503,LEAD-00001503,CUST-00000395,SP-00000001,50000.0,2024-01-03,CONTACTED,Website,
LEAD-00001504,LEAD-00001504,CUST-00000698,SP-00000005,5000.0,2023-09-16,CONTACTED,Website,
LEAD-00001505,LEAD-00001505,CUST-00000970,SP-00000020,10000.0,2025-05-04,CONTACTED,Email Campaign,
LEAD-00001506,LEAD-00001506,CUST-00000892,SP-00000003,500.0,2024-02-20,QUALIFIED,Referral,
LEAD-00001507,LEAD-00001507,CUST-00000306,SP-00000018,500.0,2023-08-29,NEW,Referral,
LEAD-00001508,LEAD-00001508,CUST-00000320,SP-00000011,1000.0,2025-02-07,NEW,Partner,
LEAD-00001509,LEAD-00001509,CUST-00000488,SP-00000010,25000.0,2023-11-10,NEW,Cold Call,
LEAD-00001510,LEAD-00001510,CUST-00000371,SP-00000019,10000.0,2023-10-07,NEW,Partner,
LEAD-00001511,LEAD-00001511,CUST-00000758,SP-00000016,50000.0,2025-01-29,CONVERTED,Referral,
LEAD-00001512,LEAD-00001512,CUST-00000397,SP-00000015,25000.0,2024-12-16,QUALIFIED,Trade Show,
LEAD-00001513,LEAD-00001513,CUST-00000254,SP-00000015,10000.0,2023-11-26,LOST,Website,
LEAD-00001514,LEAD-00001514,CUST-00000400,SP-00000008,10000.0,2024-07-26,QUALIFIED,Referral,
LEAD-00001515,LEAD-00001515,CUST-00000268,SP-00000017,500.0,2024-11-16,CONVERTED,Partner,
LEAD-00001516,LEAD-00001516,CUST-00000867,SP-00000006,10000.0,2024-11-16,NEW,Website,
LEAD-00001517,LEAD-00001517,CUST-00000095,SP-00000011,25000.0,2024-12-09,CONVERTED,Trade Show,
LEAD-00001518,LEAD-00001518,CUST-00000052,SP-00000018,2500.0,2024-02-03,CONTACTED,Referral,
LEAD-00001519,LEAD-00001519,CUST-00000096,SP-00000004,1000.0,2023-10-06,QUALIFIED,Partner,
LEAD-00001520,LEAD-00001520,CUST-00000188,SP-00000018,10000.0,2023-12-20,QUALIFIED,Trade Show,
LEAD-00001521,LEAD-00001521,CUST-00000359,SP-00000010,50000.0,2024-10-22,NEW,Partner,
LEAD-00001522,LEAD-00001522,CUST-00000328,SP-00000010,1000.0,2024-01-31,NEW,Referral,
LEAD-00001523,LEAD-00001523,CUST-00000329,SP-00000019,25000.0,2024-07-02,QUALIFIED,Trade Show,
LEAD-00001524,LEAD-00001524,CUST-00000197,SP-00000005,25000.0,2024-04-08,CONTACTED,Referral,
LEAD-00001525,LEAD-00001525,CUST-00000758,SP-00000020,1000.0,2023-12-26,NEW,Cold Call,
LEAD-00001526,LEAD-00001526,CUST-00000527,SP-00000004,50000.0,2023-07-26,CONTACTED,Website,
LEAD-00001527,LEAD-00001527,CUST-00000859,SP-00000018,10000.0,2025-01-21,QUALIFIED,Email Campaign,
LEAD-00001528,LEAD-00001528,CUST-00000728,SP-00000009,25000.0,2023-08-23,QUALIFIED,Partner,
LEAD-00001529,LEAD-00001529,CUST-00000758,SP-00000003,5000.0,2025-04-04,LOST,Referral,
LEAD-00001530,LEAD-00001530,CUST-00000250,SP-00000007,5000.0,2025-02-18,CONTACTED,Website,
LEAD-00001531,LEAD-00001531,CUST-00000756,SP-00000002,5000.0,2024-02-08,QUALIFIED,Website,
LEAD-00001532,LEAD-00001532,CUST-00000325,SP-00000007,2500.0,2025-04-04,CONTACTED,Cold Call,
LEAD-00001533,LEAD-00001533,CUST-00000489,SP-00000019,2500.0,2023-09-12,CONTACTED,Partner,
LEAD-00001534,LEAD-00001534,CUST-00000007,SP-00000020,2500.0,2024-09-01,NEW,Trade Show,
LEAD-00001535,LEAD-00001535,CUST-00000377,SP-00000011,5000.0,2024-01-17,CONVERTED,Email Campaign,
LEAD-00001536,LEAD-00001536,CUST-00000782,SP-00000002,500.0,2024-12-14,CONTACTED,Website,
LEAD-00001537,LEAD-00001537,CUST-00000736,SP-00000011,500.0,2024-02-18,CONVERTED,Website,
LEAD-00001538,LEAD-00001538,CUST-00000006,SP-00000013,1000.0,2024-04-29,NEW,Cold Call,
LEAD-00001539,LEAD-00001539,CUST-00000819,SP-00000004,1000.0,2025-04-21,LOST,Email Campaign,
LEAD-00001540,LEAD-00001540,CUST-00000169,SP-00000013,50000.0,2023-11-30,QUALIFIED,Referral,
LEAD-00001541,LEAD-00001541,CUST-00000783,SP-00000013,500.0,2025-01-07,CONVERTED,Trade Show,
LEAD-00001542,LEAD-00001542,CUST-00000450,SP-00000019,5000.0,2024-09-26,CONTACTED,Trade Show,
LEAD-00001543,LEAD-00001543,CUST-00000948,SP-00000005,1000.0,2024-10-21,QUALIFIED,Email Campaign,
LEAD-00001544,LEAD-00001544,CUST-00000324,SP-00000002,5000.0,2025-01-27,QUALIFIED,Partner,
LEAD-00001545,LEAD-00001545,CUST-00000649,SP-00000010,5000.0,2024-07-18,CONTACTED,Referral,
LEAD-00001546,LEAD-00001546,CUST-00000775,SP-00000001,50000.0,2024-03-06,CONVERTED,Partner,
LEAD-00001547,LEAD-00001547,CUST-00000712,SP-00000011,25000.0,2023-07-21,NEW,Referral,
LEAD-00001548,LEAD-00001548,CUST-00000172,SP-00000019,500.0,2023-08-21,CONVERTED,Website,
LEAD-00001549,LEAD-00001549,CUST-00000723,SP-00000006,50000.0,2024-03-29,QUALIFIED,Trade Show,
LEAD-00001550,LEAD-00001550,CUST-00000109,SP-00000012,25000.0,2024-11-30,LOST,Referral,
LEAD-00001551,LEAD-00001551,CUST-00000143,SP-00000003,50000.0,2023-12-18,CONVERTED,Trade Show,
LEAD-00001552,LEAD-00001552,CUST-00000078,SP-00000004,500.0,2025-01-15,QUALIFIED,Website,
LEAD-00001553,LEAD-00001553,CUST-00000718,SP-00000020,10000.0,2025-01-30,CONTACTED,Website,
LEAD-00001554,LEAD-00001554,CUST-00000398,SP-00000014,50000.0,2024-07-16,QUALIFIED,Partner,
LEAD-00001555,LEAD-00001555,CUST-00000864,SP-00000008,2500.0,2024-08-09,CONVERTED,Partner,
LEAD-00001556,LEAD-00001556,CUST-00000277,SP-00000002,500.0,2025-01-12,QUALIFIED,Trade Show,
LEAD-00001557,LEAD-00001557,CUST-00000692,SP-00000012,1000.0,2025-04-18,CONVERTED,Email Campaign,
LEAD-00001558,LEAD-00001558,CUST-00000402,SP-00000001,5000.0,2024-12-30,QUALIFIED,Website,
LEAD-00001559,LEAD-00001559,CUST-00000496,SP-00000010,2500.0,2024-11-15,QUALIFIED,Cold Call,
LEAD-00001560,LEAD-00001560,CUST-00000258,SP-00000020,25000.0,2024-06-05,NEW,Trade Show,
LEAD-00001561,LEAD-00001561,CUST-00000622,SP-00000020,2500.0,2025-05-07,QUALIFIED,Email Campaign,
LEAD-00001562,LEAD-00001562,CUST-00000594,SP-00000015,5000.0,2024-02-20,QUALIFIED,Cold Call,
LEAD-00001563,LEAD-00001563,CUST-00000031,SP-00000002,5000.0,2024-08-08,QUALIFIED,Website,
LEAD-00001564,LEAD-00001564,CUST-00000710,SP-00000014,2500.0,2025-05-26,QUALIFIED,Website,
LEAD-00001565,LEAD-00001565,CUST-00000767,SP-00000003,2500.0,2023-11-07,LOST,Trade Show,
LEAD-00001566,LEAD-00001566,CUST-00000054,SP-00000014,1000.0,2024-06-09,CONTACTED,Partner,
LEAD-00001567,LEAD-00001567,CUST-00000997,SP-00000014,5000.0,2024-12-20,LOST,Trade Show,
LEAD-00001568,LEAD-00001568,CUST-00000228,SP-00000001,2500.0,2024-05-07,CONTACTED,Cold Call,
LEAD-00001569,LEAD-00001569,CUST-00000797,SP-00000012,25000.0,2025-02-12,QUALIFIED,Partner,
LEAD-00001570,LEAD-00001570,CUST-00000954,SP-00000003,10000.0,2025-04-04,CONVERTED,Referral,
LEAD-00001571,LEAD-00001571,CUST-00000862,SP-00000005,25000.0,2024-05-03,CONVERTED,Referral,
LEAD-00001572,LEAD-00001572,CUST-00000204,SP-00000011,500.0,2024-12-31,LOST,Trade Show,
LEAD-00001573,LEAD-00001573,CUST-00000092,SP-00000004,1000.0,2024-10-18,CONTACTED,Email Campaign,
LEAD-00001574,LEAD-00001574,CUST-00000946,SP-00000004,5000.0,2023-11-24,CONTACTED,Email Campaign,
LEAD-00001575,LEAD-00001575,CUST-00000543,SP-00000012,1000.0,2023-07-26,CONTACTED,Partner,
LEAD-00001576,LEAD-00001576,CUST-00000424,SP-00000001,2500.0,2025-06-10,QUALIFIED,Email Campaign,
LEAD-00001577,LEAD-00001577,CUST-00000750,SP-00000007,1000.0,2025-04-20,NEW,Cold Call,
LEAD-00001578,LEAD-00001578,CUST-00000787,SP-00000009,5000.0,2024-07-18,LOST,Referral,
LEAD-00001579,LEAD-00001579,CUST-00000996,SP-00000017,1000.0,2024-07-15,CONTACTED,Website,
LEAD-00001580,LEAD-00001580,CUST-00000162,SP-00000017,5000.0,2025-04-14,CONTACTED,Partner,
LEAD-00001581,LEAD-00001581,CUST-00000637,SP-00000015,25000.0,2024-08-27,CONVERTED,Website,
LEAD-00001582,LEAD-00001582,CUST-00000227,SP-00000017,10000.0,2023-10-28,NEW,Partner,
LEAD-00001583,LEAD-00001583,CUST-00000041,SP-00000018,5000.0,2024-05-14,NEW,Email Campaign,
LEAD-00001584,LEAD-00001584,CUST-00000604,SP-00000019,1000.0,2024-09-02,CONTACTED,Partner,
LEAD-00001585,LEAD-00001585,CUST-00000019,SP-00000002,25000.0,2025-05-14,LOST,Referral,
LEAD-00001586,LEAD-00001586,CUST-00000066,SP-00000020,500.0,2024-12-26,CONTACTED,Email Campaign,
LEAD-00001587,LEAD-00001587,CUST-00000925,SP-00000018,1000.0,2024-05-20,QUALIFIED,Referral,
LEAD-00001588,LEAD-00001588,CUST-00000189,SP-00000001,10000.0,2025-04-16,CONTACTED,Referral,
LEAD-00001589,LEAD-00001589,CUST-00000826,SP-00000002,5000.0,2024-11-22,CONTACTED,Email Campaign,
LEAD-00001590,LEAD-00001590,CUST-00000998,SP-00000013,500.0,2024-01-01,CONTACTED,Cold Call,
LEAD-00001591,LEAD-00001591,CUST-00000916,SP-00000008,5000.0,2024-12-02,LOST,Website,
LEAD-00001592,LEAD-00001592,CUST-00000852,SP-00000013,10000.0,2023-08-24,QUALIFIED,Cold Call,
LEAD-00001593,LEAD-00001593,CUST-00000153,SP-00000015,1000.0,2023-12-24,QUALIFIED,Trade Show,
LEAD-00001594,LEAD-00001594,CUST-00000382,SP-00000016,50000.0,2024-10-15,QUALIFIED,Cold Call,
LEAD-00001595,LEAD-00001595,CUST-00000274,SP-00000018,2500.0,2023-07-01,QUALIFIED,Referral,
LEAD-00001596,LEAD-00001596,CUST-00000769,SP-00000006,10000.0,2024-08-30,NEW,Email Campaign,
LEAD-00001597,LEAD-00001597,CUST-00000541,SP-00000005,5000.0,2023-11-28,CONTACTED,Website,
LEAD-00001598,LEAD-00001598,CUST-00000387,SP-00000011,5000.0,2024-09-17,QUALIFIED,Partner,
LEAD-00001599,LEAD-00001599,CUST-00000634,SP-00000020,50000.0,2024-09-19,CONTACTED,Email Campaign,
LEAD-00001600,LEAD-00001600,CUST-00000183,SP-00000010,500.0,2025-06-15,LOST,Email Campaign,
LEAD-00001601,LEAD-00001601,CUST-00000473,SP-00000017,25000.0,2024-08-16,QUALIFIED,Website,
LEAD-00001602,LEAD-00001602,CUST-00000270,SP-00000006,10000.0,2025-01-02,CONTACTED,Partner,
LEAD-00001603,LEAD-00001603,CUST-00000611,SP-00000006,2500.0,2025-02-03,QUALIFIED,Cold Call,
LEAD-00001604,LEAD-00001604,CUST-00000708,SP-00000005,25000.0,2024-04-29,NEW,Email Campaign,
LEAD-00001605,LEAD-00001605,CUST-00000367,SP-00000010,500.0,2025-04-01,CONTACTED,Website,
LEAD-00001606,LEAD-00001606,CUST-00000487,SP-00000014,1000.0,2024-08-17,QUALIFIED,Cold Call,
LEAD-00001607,LEAD-00001607,CUST-00000859,SP-00000006,50000.0,2024-12-29,LOST,Referral,
LEAD-00001608,LEAD-00001608,CUST-00000369,SP-00000016,5000.0,2024-06-21,CONTACTED,Trade Show,
LEAD-00001609,LEAD-00001609,CUST-00000928,SP-00000003,2500.0,2024-09-14,LOST,Email Campaign,
LEAD-00001610,LEAD-00001610,CUST-00000602,SP-00000017,1000.0,2023-09-05,CONTACTED,Website,
LEAD-00001611,LEAD-00001611,CUST-00000609,SP-00000020,2500.0,2024-02-20,NEW,Email Campaign,
LEAD-00001612,LEAD-00001612,CUST-00000591,SP-00000008,500.0,2025-04-23,LOST,Partner,
LEAD-00001613,LEAD-00001613,CUST-00000255,SP-00000002,2500.0,2025-05-11,QUALIFIED,Cold Call,
LEAD-00001614,LEAD-00001614,CUST-00000785,SP-00000012,2500.0,2025-01-07,CONTACTED,Referral,
LEAD-00001615,LEAD-00001615,CUST-00000685,SP-00000017,10000.0,2023-08-15,CONTACTED,Website,
LEAD-00001616,LEAD-00001616,CUST-00000619,SP-00000004,5000.0,2024-04-17,NEW,Website,
LEAD-00001617,LEAD-00001617,CUST-00000526,SP-00000014,10000.0,2024-10-20,QUALIFIED,Partner,
LEAD-00001618,LEAD-00001618,CUST-00000422,SP-00000013,25000.0,2024-10-28,NEW,Cold Call,
LEAD-00001619,LEAD-00001619,CUST-00000672,SP-00000012,50000.0,2023-11-06,CONTACTED,Partner,
LEAD-00001620,LEAD-00001620,CUST-00000047,SP-00000020,5000.0,2025-06-16,CONTACTED,Cold Call,
LEAD-00001621,LEAD-00001621,CUST-00000111,SP-00000008,25000.0,2025-01-28,CONTACTED,Cold Call,
LEAD-00001622,LEAD-00001622,CUST-00000267,SP-00000019,2500.0,2023-08-13,LOST,Trade Show,
LEAD-00001623,LEAD-00001623,CUST-00000314,SP-00000003,10000.0,2024-07-01,QUALIFIED,Website,
LEAD-00001624,LEAD-00001624,CUST-00000757,SP-00000014,500.0,2024-01-15,NEW,Cold Call,
LEAD-00001625,LEAD-00001625,CUST-00000967,SP-00000020,10000.0,2024-05-10,CONTACTED,Cold Call,
LEAD-00001626,LEAD-00001626,CUST-00000239,SP-00000009,10000.0,2024-08-13,NEW,Partner,
LEAD-00001627,LEAD-00001627,CUST-00000439,SP-00000011,10000.0,2024-12-04,LOST,Email Campaign,
LEAD-00001628,LEAD-00001628,CUST-00000831,SP-00000007,2500.0,2023-08-01,LOST,Trade Show,
LEAD-00001629,LEAD-00001629,CUST-00000568,SP-00000013,10000.0,2024-03-11,QUALIFIED,Trade Show,
LEAD-00001630,LEAD-00001630,CUST-00000074,SP-00000007,5000.0,2023-07-17,CONTACTED,Cold Call,
LEAD-00001631,LEAD-00001631,CUST-00000030,SP-00000008,50000.0,2025-05-05,NEW,Website,
LEAD-00001632,LEAD-00001632,CUST-00000784,SP-00000003,2500.0,2023-09-06,NEW,Referral,
LEAD-00001633,LEAD-00001633,CUST-00000933,SP-00000013,25000.0,2023-08-27,CONTACTED,Website,
LEAD-00001634,LEAD-00001634,CUST-00000797,SP-00000013,10000.0,2023-12-19,LOST,Partner,
LEAD-00001635,LEAD-00001635,CUST-00000083,SP-00000016,10000.0,2024-09-24,CONVERTED,Trade Show,
LEAD-00001636,LEAD-00001636,CUST-00000854,SP-00000013,5000.0,2023-07-21,CONVERTED,Trade Show,
LEAD-00001637,LEAD-00001637,CUST-00000900,SP-00000016,50000.0,2024-05-01,LOST,Website,
LEAD-00001638,LEAD-00001638,CUST-00000353,SP-00000002,25000.0,2023-09-01,QUALIFIED,Website,
LEAD-00001639,LEAD-00001639,CUST-00000981,SP-00000002,500.0,2024-12-23,QUALIFIED,Cold Call,
LEAD-00001640,LEAD-00001640,CUST-00000963,SP-00000001,25000.0,2024-08-12,NEW,Website,
LEAD-00001641,LEAD-00001641,CUST-00000125,SP-00000020,10000.0,2023-07-09,CONVERTED,Email Campaign,
LEAD-00001642,LEAD-00001642,CUST-00000572,SP-00000016,500.0,2025-03-13,NEW,Website,
LEAD-00001643,LEAD-00001643,CUST-00000817,SP-00000010,1000.0,2024-03-08,NEW,Cold Call,
LEAD-00001644,LEAD-00001644,CUST-00000754,SP-00000014,1000.0,2025-06-20,CONTACTED,Cold Call,
LEAD-00001645,LEAD-00001645,CUST-00000317,SP-00000011,500.0,2025-04-10,QUALIFIED,Website,
LEAD-00001646,LEAD-00001646,CUST-00000721,SP-00000016,10000.0,2025-05-27,CONTACTED,Referral,
LEAD-00001647,LEAD-00001647,CUST-00000660,SP-00000012,50000.0,2025-03-04,NEW,Website,
LEAD-00001648,LEAD-00001648,CUST-00000171,SP-00000003,1000.0,2025-03-31,QUALIFIED,Trade Show,
LEAD-00001649,LEAD-00001649,CUST-00000803,SP-00000005,500.0,2024-10-26,CONVERTED,Trade Show,
LEAD-00001650,LEAD-00001650,CUST-00000975,SP-00000008,2500.0,2025-02-01,CONTACTED,Trade Show,
LEAD-00001651,LEAD-00001651,CUST-00000431,SP-00000004,25000.0,2024-12-03,CONVERTED,Referral,
LEAD-00001652,LEAD-00001652,CUST-00000706,SP-00000016,500.0,2023-11-05,CONVERTED,Cold Call,
LEAD-00001653,LEAD-00001653,CUST-00000862,SP-00000016,2500.0,2024-05-14,NEW,Cold Call,
LEAD-00001654,LEAD-00001654,CUST-00000938,SP-00000014,1000.0,2023-10-28,CONTACTED,Trade Show,
LEAD-00001655,LEAD-00001655,CUST-00000745,SP-00000019,10000.0,2024-05-09,QUALIFIED,Email Campaign,
LEAD-00001656,LEAD-00001656,CUST-00000841,SP-00000009,5000.0,2025-04-22,NEW,Partner,
LEAD-00001657,LEAD-00001657,CUST-00000772,SP-00000019,25000.0,2024-02-14,CONTACTED,Partner,
LEAD-00001658,LEAD-00001658,CUST-00000101,SP-00000016,25000.0,2024-05-25,CONTACTED,Referral,
LEAD-00001659,LEAD-00001659,CUST-00000689,SP-00000013,10000.0,2023-09-04,CONVERTED,Trade Show,
LEAD-00001660,LEAD-00001660,CUST-00000686,SP-00000004,2500.0,2024-06-01,QUALIFIED,Website,
LEAD-00001661,LEAD-00001661,CUST-00000651,SP-00000010,2500.0,2024-10-09,NEW,Trade Show,
LEAD-00001662,LEAD-00001662,CUST-00000691,SP-00000001,50000.0,2023-10-05,CONTACTED,Referral,
LEAD-00001663,LEAD-00001663,CUST-00000657,SP-00000008,5000.0,2024-06-07,QUALIFIED,Website,
LEAD-00001664,LEAD-00001664,CUST-00000106,SP-00000006,10000.0,2025-04-01,CONTACTED,Website,
LEAD-00001665,LEAD-00001665,CUST-00000235,SP-00000004,50000.0,2024-12-16,QUALIFIED,Email Campaign,
LEAD-00001666,LEAD-00001666,CUST-00000348,SP-00000011,5000.0,2023-08-06,NEW,Website,
LEAD-00001667,LEAD-00001667,CUST-00000100,SP-00000014,500.0,2025-05-07,QUALIFIED,Partner,
LEAD-00001668,LEAD-00001668,CUST-00000732,SP-00000012,50000.0,2025-02-07,CONTACTED,Referral,
LEAD-00001669,LEAD-00001669,CUST-00000356,SP-00000008,2500.0,2023-11-18,CONVERTED,Referral,
LEAD-00001670,LEAD-00001670,CUST-00000461,SP-00000001,10000.0,2024-05-03,NEW,Partner,
LEAD-00001671,LEAD-00001671,CUST-00000398,SP-00000012,10000.0,2025-02-19,QUALIFIED,Trade Show,
LEAD-00001672,LEAD-00001672,CUST-00000668,SP-00000009,2500.0,2023-07-04,QUALIFIED,Website,
LEAD-00001673,LEAD-00001673,CUST-00000749,SP-00000019,10000.0,2024-05-20,QUALIFIED,Referral,
LEAD-00001674,LEAD-00001674,CUST-00000671,SP-00000017,1000.0,2023-10-27,QUALIFIED,Trade Show,
LEAD-00001675,LEAD-00001675,CUST-00000878,SP-00000019,50000.0,2025-04-20,QUALIFIED,Cold Call,
LEAD-00001676,LEAD-00001676,CUST-00000194,SP-00000001,10000.0,2024-02-26,QUALIFIED,Partner,
LEAD-00001677,LEAD-00001677,CUST-00000491,SP-00000016,1000.0,2025-05-03,CONVERTED,Website,
LEAD-00001678,LEAD-00001678,CUST-00000555,SP-00000017,1000.0,2024-01-15,QUALIFIED,Partner,
LEAD-00001679,LEAD-00001679,CUST-00000605,SP-00000011,1000.0,2024-05-05,CONVERTED,Website,
LEAD-00001680,LEAD-00001680,CUST-00000035,SP-00000006,50000.0,2024-08-01,CONTACTED,Email Campaign,
LEAD-00001681,LEAD-00001681,CUST-00000756,SP-00000014,2500.0,2025-02-26,CONTACTED,Trade Show,
LEAD-00001682,LEAD-00001682,CUST-00000265,SP-00000019,10000.0,2025-04-23,CONTACTED,Cold Call,
LEAD-00001683,LEAD-00001683,CUST-00000348,SP-00000011,2500.0,2024-07-05,NEW,Email Campaign,
LEAD-00001684,LEAD-00001684,CUST-00000883,SP-00000006,1000.0,2024-03-03,QUALIFIED,Trade Show,
LEAD-00001685,LEAD-00001685,CUST-00000031,SP-00000019,500.0,2024-09-29,NEW,Email Campaign,
LEAD-00001686,LEAD-00001686,CUST-00000711,SP-00000019,2500.0,2024-11-08,LOST,Trade Show,
LEAD-00001687,LEAD-00001687,CUST-00000924,SP-00000007,10000.0,2023-11-25,CONTACTED,Email Campaign,
LEAD-00001688,LEAD-00001688,CUST-00000154,SP-00000018,1000.0,2024-09-24,CONTACTED,Email Campaign,
LEAD-00001689,LEAD-00001689,CUST-00000953,SP-00000015,5000.0,2024-12-19,CONVERTED,Cold Call,
LEAD-00001690,LEAD-00001690,CUST-00000589,SP-00000018,50000.0,2023-09-09,NEW,Trade Show,
LEAD-00001691,LEAD-00001691,CUST-00000125,SP-00000008,500.0,2024-05-10,CONTACTED,Referral,
LEAD-00001692,LEAD-00001692,CUST-00000596,SP-00000020,1000.0,2024-01-25,LOST,Email Campaign,
LEAD-00001693,LEAD-00001693,CUST-00000386,SP-00000007,2500.0,2024-07-01,QUALIFIED,Referral,
LEAD-00001694,LEAD-00001694,CUST-00000230,SP-00000013,50000.0,2024-03-11,QUALIFIED,Referral,
LEAD-00001695,LEAD-00001695,CUST-00000538,SP-00000011,25000.0,2025-06-24,QUALIFIED,Partner,
LEAD-00001696,LEAD-00001696,CUST-00000816,SP-00000019,10000.0,2023-09-14,NEW,Partner,
LEAD-00001697,LEAD-00001697,CUST-00000265,SP-00000012,5000.0,2024-07-04,QUALIFIED,Cold Call,
LEAD-00001698,LEAD-00001698,CUST-00000229,SP-00000018,5000.0,2025-01-09,QUALIFIED,Trade Show,
LEAD-00001699,LEAD-00001699,CUST-00000050,SP-00000015,2500.0,2024-05-16,NEW,Trade Show,
LEAD-00001700,LEAD-00001700,CUST-00000183,SP-00000010,5000.0,2023-09-15,LOST,Partner,
LEAD-00001701,LEAD-00001701,CUST-00000451,SP-00000003,50000.0,2023-07-20,QUALIFIED,Website,
LEAD-00001702,LEAD-00001702,CUST-00000777,SP-00000007,500.0,2023-08-23,CONTACTED,Partner,
LEAD-00001703,LEAD-00001703,CUST-00000137,SP-00000016,2500.0,2023-10-09,CONTACTED,Referral,
LEAD-00001704,LEAD-00001704,CUST-00000543,SP-00000013,1000.0,2023-11-09,CONTACTED,Trade Show,
LEAD-00001705,LEAD-00001705,CUST-00000817,SP-00000018,5000.0,2025-06-14,QUALIFIED,Referral,
LEAD-00001706,LEAD-00001706,CUST-00000435,SP-00000002,25000.0,2025-05-20,NEW,Referral,
LEAD-00001707,LEAD-00001707,CUST-00000623,SP-00000017,2500.0,2025-04-20,QUALIFIED,Partner,
LEAD-00001708,LEAD-00001708,CUST-00000368,SP-00000018,1000.0,2024-11-28,NEW,Cold Call,
LEAD-00001709,LEAD-00001709,CUST-00000645,SP-00000004,5000.0,2023-12-19,CONVERTED,Cold Call,
LEAD-00001710,LEAD-00001710,CUST-00000032,SP-00000003,10000.0,2025-02-03,NEW,Email Campaign,
LEAD-00001711,LEAD-00001711,CUST-00000572,SP-00000016,50000.0,2023-11-06,NEW,Partner,
LEAD-00001712,LEAD-00001712,CUST-00000135,SP-00000018,1000.0,2024-08-16,NEW,Email Campaign,
LEAD-00001713,LEAD-00001713,CUST-00000390,SP-00000014,50000.0,2025-01-02,LOST,Trade Show,
LEAD-00001714,LEAD-00001714,CUST-00000800,SP-00000009,10000.0,2024-11-16,QUALIFIED,Email Campaign,
LEAD-00001715,LEAD-00001715,CUST-00000249,SP-00000003,5000.0,2024-01-15,NEW,Referral,
LEAD-00001716,LEAD-00001716,CUST-00000134,SP-00000001,5000.0,2023-12-27,CONTACTED,Partner,
LEAD-00001717,LEAD-00001717,CUST-00000567,SP-00000001,5000.0,2023-12-12,CONVERTED,Trade Show,
LEAD-00001718,LEAD-00001718,CUST-00000223,SP-00000011,50000.0,2024-12-04,QUALIFIED,Cold Call,
LEAD-00001719,LEAD-00001719,CUST-00000585,SP-00000007,50000.0,2023-11-08,QUALIFIED,Cold Call,
LEAD-00001720,LEAD-00001720,CUST-00000762,SP-00000009,25000.0,2024-03-08,CONVERTED,Trade Show,
LEAD-00001721,LEAD-00001721,CUST-00000141,SP-00000002,50000.0,2024-06-03,NEW,Trade Show,
LEAD-00001722,LEAD-00001722,CUST-00000057,SP-00000019,50000.0,2023-07-06,CONTACTED,Email Campaign,
LEAD-00001723,LEAD-00001723,CUST-00000646,SP-00000007,25000.0,2025-06-17,CONTACTED,Website,
LEAD-00001724,LEAD-00001724,CUST-00000201,SP-00000015,50000.0,2024-02-24,CONTACTED,Email Campaign,
LEAD-00001725,LEAD-00001725,CUST-00000184,SP-00000013,50000.0,2025-02-01,NEW,Partner,
LEAD-00001726,LEAD-00001726,CUST-00000938,SP-00000006,5000.0,2023-09-08,CONTACTED,Website,
LEAD-00001727,LEAD-00001727,CUST-00000376,SP-00000009,500.0,2024-12-17,LOST,Partner,
