id,invoice_id,invoice_number,so_number,invoice_date,due_date,customer_id,customer_name,total_amount,amount_paid,amount_outstanding,days_overdue,aging_bucket,status
4531,INV-00004531,INV-00004531,SO-00004779,2023-07-17,2023-08-16,CUST-00000006,Sunrise Enterprises,212.32,0.0,212.32,1029.2754373843782,OVER 90 DAYS,OPEN
4532,INV-00004532,INV-00004532,SO-00004780,2024-10-24,2024-11-08,CUST-00000582,Williams LLC Ltd,1535.2,1535.2,0.0,0.0,PAID,PAID
4533,INV-00004533,INV-00004533,SO-00004781,2024-02-15,2024-03-01,CUST-00000594,Cruz PLC Co,3415.25,3415.25,0.0,0.0,PAID,PAID
4534,INV-00004534,INV-00004534,SO-00004782,2023-07-29,2023-09-27,CUST-00000037,Williamson Ltd LLC,252.65,252.65,0.0,0.0,PAID,PAID
4535,INV-00004535,INV-00004535,SO-00004783,2024-10-30,2024-12-29,CUST-00000246,Williams LLC Inc,309.7,0.0,309.7,528.2754373843782,OVER 90 DAYS,OPEN
4536,INV-00004536,INV-00004536,SO-00004784,2024-08-17,2024-09-01,CUST-00000198,"Wallace, Smith and Cooper Ltd",428.3,151.72,276.58000000000004,647.2754373843782,OVER 90 DAYS,PARTIAL
4537,INV-00004537,INV-00004537,SO-00004786,2023-10-08,2023-11-22,CUST-00000018,Atlas Corporation,875.5,0.0,875.5,931.2754373843782,OVER 90 DAYS,OPEN
4538,INV-00004538,INV-00004538,SO-00004787,2024-09-10,2024-10-10,CUST-00000477,Williams Inc Ltd,22.25,0.0,22.25,608.2754373843782,OVER 90 DAYS,OPEN
4539,INV-00004539,INV-00004539,SO-00004788,2024-06-18,2024-08-17,CUST-00000738,Wright-Davis Co,183.0,183.0,0.0,0.0,PAID,PAID
4540,INV-00004540,INV-00004540,SO-00004789,2023-11-09,2024-01-08,CUST-00000863,"Brown, Coffey and Fuentes Co",67.41,67.41,0.0,0.0,PAID,PAID
4541,INV-00004541,INV-00004541,SO-00004790,2024-09-05,2024-10-05,CUST-00000667,Martin-Jones Inc,449.6,0.0,449.6,613.2754373843782,OVER 90 DAYS,OPEN
4542,INV-00004542,INV-00004542,SO-00004791,2025-06-16,2025-08-15,CUST-00000813,Harper-Robles Co,242.24,242.24,0.0,0.0,PAID,PAID
4543,INV-00004543,INV-00004543,SO-00004792,2025-05-14,2025-06-13,CUST-00000392,Humphrey-Baker Ltd,13.62,13.62,0.0,0.0,PAID,PAID
4544,INV-00004544,INV-00004544,SO-00004793,2024-12-30,2025-02-28,CUST-00000753,Fox Group LLC,176.8,0.0,176.8,467.27543738437817,OVER 90 DAYS,OPEN
4545,INV-00004545,INV-00004545,SO-00004794,2025-03-20,2025-04-04,CUST-00000515,Alvarado-Davidson LLC,46.8,0.0,46.8,432.27543738437817,OVER 90 DAYS,OPEN
4546,INV-00004546,INV-00004546,SO-00004795,2024-08-27,2024-09-26,CUST-00000276,Moore and Sons Corp,929.41,642.03,287.38,622.2754373843782,OVER 90 DAYS,PARTIAL
4547,INV-00004547,INV-00004547,SO-00004796,2024-04-08,2024-05-23,CUST-00000767,Gonzalez-Marsh Ltd,16.74,16.74,0.0,0.0,PAID,PAID
4548,INV-00004548,INV-00004548,SO-00004797,2025-05-03,2025-05-18,CUST-00000413,Watson PLC Ltd,197.6,112.2,85.39999999999999,388.27543738437817,OVER 90 DAYS,PARTIAL
4549,INV-00004549,INV-00004549,SO-00004798,2025-02-27,2025-04-28,CUST-00000093,Carter-Neal LLC,102.5,0.0,102.5,408.27543738437817,OVER 90 DAYS,OPEN
4550,INV-00004550,INV-00004550,SO-00004799,2023-12-17,2024-02-15,CUST-00000691,"Moreno, Perez and Lang Co",1944.18,1308.94,635.24,846.2754373843782,OVER 90 DAYS,PARTIAL
4551,INV-00004551,INV-00004551,SO-00004800,2024-08-12,2024-10-11,CUST-00000424,Coleman-Bennett Co,27.68,27.68,0.0,0.0,PAID,PAID
4552,INV-00004552,INV-00004552,SO-00004801,2025-05-08,2025-05-23,CUST-00000315,Gallagher and Sons LLC,40.15,40.15,0.0,0.0,PAID,PAID
4553,INV-00004553,INV-00004553,SO-00004802,2024-06-09,2024-07-24,CUST-00000796,Garcia PLC Corp,189.2,189.2,0.0,0.0,PAID,PAID
4554,INV-00004554,INV-00004554,SO-00004803,2025-02-04,2025-03-21,CUST-00000682,Carlson-Jones Co,114.1,0.0,114.1,446.27543738437817,OVER 90 DAYS,OPEN
4555,INV-00004555,INV-00004555,SO-00004804,2024-07-17,2024-09-15,CUST-00000741,Shannon LLC LLC,166.63,64.65,101.97999999999999,633.2754373843782,OVER 90 DAYS,PARTIAL
4556,INV-00004556,INV-00004556,SO-00004805,2024-03-27,2024-04-26,CUST-00000762,Haynes-Watson LLC,165.62,165.62,0.0,0.0,PAID,PAID
4557,INV-00004557,INV-00004557,SO-00004806,2023-10-31,2023-12-15,CUST-00000690,"Reynolds, Fisher and Golden Corp",81.18,0.0,81.18,908.2754373843782,OVER 90 DAYS,OPEN
4558,INV-00004558,INV-00004558,SO-00004807,2024-11-22,2024-12-07,CUST-00000132,Ray PLC Inc,227.75,227.75,0.0,0.0,PAID,PAID
4559,INV-00004559,INV-00004559,SO-00004808,2025-03-28,2025-05-12,CUST-00000873,"Jones, Conrad and Clark Inc",4.64,4.64,0.0,0.0,PAID,PAID
4560,INV-00004560,INV-00004560,SO-00004809,2024-12-14,2024-12-29,CUST-00000643,Hess PLC Ltd,82.15,82.15,0.0,0.0,PAID,PAID
4561,INV-00004561,INV-00004561,SO-00004810,2025-05-20,2025-06-04,CUST-00000815,Wright-Espinoza Corp,262.0,117.27,144.73000000000002,371.27543738437817,OVER 90 DAYS,PARTIAL
4562,INV-00004562,INV-00004562,SO-00004811,2023-12-21,2024-01-05,CUST-00000882,"Curry, Perry and Garcia Corp",12.72,6.08,6.640000000000001,887.2754373843782,OVER 90 DAYS,PARTIAL
4563,INV-00004563,INV-00004563,SO-00004812,2023-11-06,2024-01-05,CUST-00000261,Hall LLC Ltd,63.18,0.0,63.18,887.2754373843782,OVER 90 DAYS,OPEN
4564,INV-00004564,INV-00004564,SO-00004813,2023-11-13,2023-12-13,CUST-00000557,"Morris, Wilson and Bell Co",2038.25,0.0,2038.25,910.2754373843782,OVER 90 DAYS,OPEN
4565,INV-00004565,INV-00004565,SO-00004814,2023-11-06,2024-01-05,CUST-00000424,Coleman-Bennett Co,264.25,264.25,0.0,0.0,PAID,PAID
4566,INV-00004566,INV-00004566,SO-00004815,2024-09-13,2024-11-12,CUST-00000885,Pierce PLC Inc,142.5,142.5,0.0,0.0,PAID,PAID
4567,INV-00004567,INV-00004567,SO-00004816,2024-09-10,2024-10-10,CUST-00000993,White PLC LLC,117.36,0.0,117.36,608.2754373843782,OVER 90 DAYS,OPEN
4568,INV-00004568,INV-00004568,SO-00004817,2023-12-05,2023-12-20,CUST-00000643,Hess PLC Ltd,4507.75,0.0,4507.75,903.2754373843782,OVER 90 DAYS,OPEN
4569,INV-00004569,INV-00004569,SO-00004818,2024-05-06,2024-05-21,CUST-00000589,Rivera-Carter Inc,3605.75,0.0,3605.75,750.2754373843782,OVER 90 DAYS,OPEN
4570,INV-00004570,INV-00004570,SO-00004819,2024-02-21,2024-03-07,CUST-00000123,"Wilson, Sweeney and Wong Co",134.75,0.0,134.75,825.2754373843782,OVER 90 DAYS,OPEN
4571,INV-00004571,INV-00004571,SO-00004820,2023-11-13,2023-11-28,CUST-00000141,Brooks and Sons Inc,355.08,0.0,355.08,925.2754373843782,OVER 90 DAYS,OPEN
4572,INV-00004572,INV-00004572,SO-00004821,2025-04-22,2025-05-22,CUST-00000461,Smith-Ferguson Co,128.25,128.25,0.0,0.0,PAID,PAID
4573,INV-00004573,INV-00004573,SO-00004823,2025-03-04,2025-04-18,CUST-00000673,"Vargas, Taylor and Hunt Inc",3253.95,1849.77,1404.1799999999998,418.27543738437817,OVER 90 DAYS,PARTIAL
4574,INV-00004574,INV-00004574,SO-00004824,2024-12-25,2025-02-08,CUST-00000107,"Woodard, Herrera and Little Corp",122.7,0.0,122.7,487.27543738437817,OVER 90 DAYS,OPEN
4575,INV-00004575,INV-00004575,SO-00004825,2024-01-09,2024-02-08,CUST-00000728,Thompson-Hunter LLC,886.66,886.66,0.0,0.0,PAID,PAID
4576,INV-00004576,INV-00004576,SO-00004826,2024-01-15,2024-02-29,CUST-00000001,Acme Corp,377.8,377.8,0.0,0.0,PAID,PAID
4577,INV-00004577,INV-00004577,SO-00004827,2024-03-16,2024-03-31,CUST-00000766,Brock-Peters Ltd,696.9,0.0,696.9,801.2754373843782,OVER 90 DAYS,OPEN
4578,INV-00004578,INV-00004578,SO-00004828,2023-10-05,2023-11-04,CUST-00000398,Morgan LLC LLC,217.07,137.16,79.91,949.2754373843782,OVER 90 DAYS,PARTIAL
4579,INV-00004579,INV-00004579,SO-00004829,2023-11-20,2024-01-04,CUST-00000124,"Marsh, Spears and Yang Co",346.75,346.75,0.0,0.0,PAID,PAID
4580,INV-00004580,INV-00004580,SO-00004830,2024-12-24,2025-02-22,CUST-00000952,Hernandez Group Inc,24.58,24.58,0.0,0.0,PAID,PAID
4581,INV-00004581,INV-00004581,SO-00004832,2024-01-17,2024-02-16,CUST-00000829,Collins-Lloyd Ltd,49.96,0.0,49.96,845.2754373843782,OVER 90 DAYS,OVERDUE
4582,INV-00004582,INV-00004582,SO-00004833,2023-08-30,2023-10-29,CUST-00000168,"Adams, Hodge and Duke LLC",1344.75,1344.75,0.0,0.0,PAID,PAID
4583,INV-00004583,INV-00004583,SO-00004834,2023-12-29,2024-02-12,CUST-00000590,"Moreno, Barajas and Colon Inc",842.0,842.0,0.0,0.0,PAID,PAID
4584,INV-00004584,INV-00004584,SO-00004835,2023-12-26,2024-02-24,CUST-00000307,Castillo-Harrington Co,146.4,146.4,0.0,0.0,PAID,PAID
4585,INV-00004585,INV-00004585,SO-00004836,2024-05-21,2024-06-20,CUST-00000160,Cole LLC Ltd,1842.21,0.0,1842.21,720.2754373843782,OVER 90 DAYS,OVERDUE
4586,INV-00004586,INV-00004586,SO-00004837,2023-11-05,2023-11-20,CUST-00000212,Wright PLC Corp,177.2,0.0,177.2,933.2754373843782,OVER 90 DAYS,OPEN
4587,INV-00004587,INV-00004587,SO-00004838,2024-10-01,2024-10-16,CUST-00000155,Dunn-Wilson Inc,42.3,0.0,42.3,602.2754373843782,OVER 90 DAYS,OPEN
4588,INV-00004588,INV-00004588,SO-00004839,2024-03-13,2024-04-27,CUST-00000196,Lewis Inc Ltd,2011.6,2011.6,0.0,0.0,PAID,PAID
4589,INV-00004589,INV-00004589,SO-00004840,2023-10-22,2023-11-06,CUST-00000777,Dillon-Mccarty Inc,1053.15,0.0,1053.15,947.2754373843782,OVER 90 DAYS,OPEN
4590,INV-00004590,INV-00004590,SO-00004842,2024-01-22,2024-02-06,CUST-00000212,Wright PLC Corp,1920.75,1112.57,808.1800000000001,855.2754373843782,OVER 90 DAYS,PARTIAL
4591,INV-00004591,INV-00004591,SO-00004843,2024-01-06,2024-02-05,CUST-00000195,Rios-Padilla Co,1879.5,832.64,1046.8600000000001,856.2754373843782,OVER 90 DAYS,PARTIAL
4592,INV-00004592,INV-00004592,SO-00004844,2023-12-11,2023-12-26,CUST-00000329,Daugherty Ltd Co,73.95,0.0,73.95,897.2754373843782,OVER 90 DAYS,OPEN
4593,INV-00004593,INV-00004593,SO-00004845,2024-05-19,2024-07-18,CUST-00000738,Wright-Davis Co,1347.3,0.0,1347.3,692.2754373843782,OVER 90 DAYS,OVERDUE
4594,INV-00004594,INV-00004594,SO-00004846,2025-06-23,2025-07-23,CUST-00000984,Stone Group Inc,1638.5,0.0,1638.5,322.27543738437817,OVER 90 DAYS,OPEN
4595,INV-00004595,INV-00004595,SO-00004847,2024-12-27,2025-01-11,CUST-00000853,Quinn-Smith Corp,39.0,39.0,0.0,0.0,PAID,PAID
4596,INV-00004596,INV-00004596,SO-00004848,2023-07-30,2023-09-28,CUST-00000553,"Valencia, Joseph and Walls LLC",105.75,105.75,0.0,0.0,PAID,PAID
4597,INV-00004597,INV-00004597,SO-00004849,2025-01-28,2025-03-14,CUST-00000673,"Vargas, Taylor and Hunt Inc",17.82,0.0,17.82,453.27543738437817,OVER 90 DAYS,OPEN
4598,INV-00004598,INV-00004598,SO-00004850,2024-09-29,2024-11-13,CUST-00000717,Harris Ltd Inc,218.53,85.93,132.6,574.2754373843782,OVER 90 DAYS,PARTIAL
4599,INV-00004599,INV-00004599,SO-00004851,2023-08-19,2023-09-03,CUST-00000342,Baker and Sons Corp,7.72,0.0,7.72,1011.2754373843782,OVER 90 DAYS,OPEN
4600,INV-00004600,INV-00004600,SO-00004852,2025-03-23,2025-04-22,CUST-00000154,Cunningham-Barton Inc,10.6,0.0,10.6,414.27543738437817,OVER 90 DAYS,OPEN
4601,INV-00004601,INV-00004601,SO-00004853,2025-06-07,2025-08-06,CUST-00000904,Deleon LLC LLC,12.84,7.01,5.83,308.27543738437817,OVER 90 DAYS,PARTIAL
4602,INV-00004602,INV-00004602,SO-00004854,2025-04-18,2025-06-17,CUST-00000729,"Jones, Phillips and Arroyo Corp",6.58,0.0,6.58,358.27543738437817,OVER 90 DAYS,OPEN
4603,INV-00004603,INV-00004603,SO-00004855,2024-12-16,2025-01-30,CUST-00000070,Miller-Montgomery Inc,1874.2,0.0,1874.2,496.27543738437817,OVER 90 DAYS,OVERDUE
4604,INV-00004604,INV-00004604,SO-00004856,2023-08-27,2023-10-11,CUST-00000608,Russell-Hayes Co,109.8,0.0,109.8,973.2754373843782,OVER 90 DAYS,OPEN
4605,INV-00004605,INV-00004605,SO-00004857,2024-12-02,2024-12-17,CUST-00000515,Alvarado-Davidson LLC,3885.0,3885.0,0.0,0.0,PAID,PAID
4606,INV-00004606,INV-00004606,SO-00004858,2024-12-14,2025-01-28,CUST-00000689,Prince Ltd LLC,1163.47,1163.47,0.0,0.0,PAID,PAID
4607,INV-00004607,INV-00004607,SO-00004860,2023-07-22,2023-08-21,CUST-00000675,"Mullen, Greene and Elliott Corp",27.97,0.0,27.97,1024.2754373843782,OVER 90 DAYS,OPEN
4608,INV-00004608,INV-00004608,SO-00004861,2024-06-15,2024-07-15,CUST-00000249,"Rios, Walker and Wright Co",4.25,4.25,0.0,0.0,PAID,PAID
4609,INV-00004609,INV-00004609,SO-00004862,2024-10-26,2024-12-25,CUST-00000702,"Sanders, Harris and Arnold Ltd",128.99,128.99,0.0,0.0,PAID,PAID
4610,INV-00004610,INV-00004610,SO-00004863,2024-08-24,2024-10-23,CUST-00000934,Payne LLC Co,1884.8,0.0,1884.8,595.2754373843782,OVER 90 DAYS,OPEN
4611,INV-00004611,INV-00004611,SO-00004864,2024-10-21,2024-12-20,CUST-00000702,"Sanders, Harris and Arnold Ltd",835.3,0.0,835.3,537.2754373843782,OVER 90 DAYS,OPEN
4612,INV-00004612,INV-00004612,SO-00004865,2025-03-14,2025-04-28,CUST-00000999,"Salazar, Moore and Pierce Corp",38.12,0.0,38.12,408.27543738437817,OVER 90 DAYS,OVERDUE
4613,INV-00004613,INV-00004613,SO-00004866,2023-10-06,2023-10-21,CUST-00000141,Brooks and Sons Inc,225.65,0.0,225.65,963.2754373843782,OVER 90 DAYS,OVERDUE
4614,INV-00004614,INV-00004614,SO-00004867,2024-07-18,2024-09-01,CUST-00000238,Brady LLC LLC,724.8,0.0,724.8,647.2754373843782,OVER 90 DAYS,OVERDUE
4615,INV-00004615,INV-00004615,SO-00004868,2024-06-12,2024-06-27,CUST-00000875,Owen-Brown Corp,464.6,464.6,0.0,0.0,PAID,PAID
4616,INV-00004616,INV-00004616,SO-00004869,2025-02-04,2025-04-05,CUST-00000722,Gomez-Foster Co,1930.01,1930.01,0.0,0.0,PAID,PAID
4617,INV-00004617,INV-00004617,SO-00004870,2024-06-25,2024-08-09,CUST-00000873,"Jones, Conrad and Clark Inc",350.71,0.0,350.71,670.2754373843782,OVER 90 DAYS,OPEN
4618,INV-00004618,INV-00004618,SO-00004871,2025-02-03,2025-03-20,CUST-00000069,Lopez-Willis Inc,618.8,0.0,618.8,447.27543738437817,OVER 90 DAYS,OPEN
4619,INV-00004619,INV-00004619,SO-00004872,2025-05-13,2025-06-27,CUST-00000085,Fisher-Washington Co,972.5,378.15,594.35,348.27543738437817,OVER 90 DAYS,PARTIAL
4620,INV-00004620,INV-00004620,SO-00004873,2023-07-20,2023-08-04,CUST-00000834,Huang LLC Co,6.99,0.0,6.99,1041.2754373843782,OVER 90 DAYS,OPEN
4621,INV-00004621,INV-00004621,SO-00004874,2024-09-09,2024-11-08,CUST-00000405,Nicholson-Robertson Corp,2023.25,2023.25,0.0,0.0,PAID,PAID
4622,INV-00004622,INV-00004622,SO-00004875,2024-08-24,2024-09-08,CUST-00000897,"Howe, Moore and Johnson Ltd",271.1,0.0,271.1,640.2754373843782,OVER 90 DAYS,OPEN
4623,INV-00004623,INV-00004623,SO-00004876,2025-04-14,2025-06-13,CUST-00000363,Little Inc LLC,73.33,0.0,73.33,362.27543738437817,OVER 90 DAYS,OPEN
4624,INV-00004624,INV-00004624,SO-00004877,2023-08-18,2023-09-17,CUST-00000880,Lee Ltd Co,982.5,0.0,982.5,997.2754373843782,OVER 90 DAYS,OPEN
4625,INV-00004625,INV-00004625,SO-00004878,2023-12-23,2024-01-07,CUST-00000926,Hanson-Alexander Inc,3606.2,0.0,3606.2,885.2754373843782,OVER 90 DAYS,OPEN
4626,INV-00004626,INV-00004626,SO-00004879,2025-06-16,2025-07-16,CUST-00000669,"Love, Wilson and Hall Ltd",233.25,0.0,233.25,329.27543738437817,OVER 90 DAYS,OPEN
4627,INV-00004627,INV-00004627,SO-00004880,2025-07-01,2025-08-15,CUST-00000985,"Williams, Hughes and Hubbard Co",894.89,894.89,0.0,0.0,PAID,PAID
4628,INV-00004628,INV-00004628,SO-00004881,2023-11-28,2024-01-12,CUST-00000806,"Ferguson, Stout and Olson Inc",170.35,0.0,170.35,880.2754373843782,OVER 90 DAYS,OVERDUE
4629,INV-00004629,INV-00004629,SO-00004882,2024-10-19,2024-12-03,CUST-00000038,"Durham, Hopkins and Smith Co",225.8,225.8,0.0,0.0,PAID,PAID
4630,INV-00004630,INV-00004630,SO-00004883,2024-02-18,2024-04-18,CUST-00000059,Goodwin Ltd Inc,20.65,20.65,0.0,0.0,PAID,PAID
4631,INV-00004631,INV-00004631,SO-00004884,2023-07-21,2023-09-04,CUST-00000400,"Cohen, Compton and Perez Inc",222.6,0.0,222.6,1010.2754373843782,OVER 90 DAYS,OVERDUE
4632,INV-00004632,INV-00004632,SO-00004885,2024-11-28,2025-01-12,CUST-00000672,"Whitaker, Johnson and Williams Corp",95.52,0.0,95.52,514.2754373843782,OVER 90 DAYS,OPEN
4633,INV-00004633,INV-00004633,SO-00004887,2025-05-29,2025-07-28,CUST-00000467,Bryant-Meyer Corp,21.65,9.59,12.059999999999999,317.27543738437817,OVER 90 DAYS,PARTIAL
4634,INV-00004634,INV-00004634,SO-00004888,2024-09-30,2024-10-30,CUST-00000940,Alvarado-Durham Ltd,12.29,0.0,12.29,588.2754373843782,OVER 90 DAYS,OPEN
4635,INV-00004635,INV-00004635,SO-00004890,2023-10-27,2023-12-26,CUST-00000119,Bailey LLC Corp,194.5,0.0,194.5,897.2754373843782,OVER 90 DAYS,OPEN
4636,INV-00004636,INV-00004636,SO-00004891,2024-11-25,2024-12-10,CUST-00000935,"Webb, Blair and Thomas Co",6.79,0.0,6.79,547.2754373843782,OVER 90 DAYS,OPEN
4637,INV-00004637,INV-00004637,SO-00004892,2024-12-09,2024-12-24,CUST-00000914,Duncan-Williams Co,134.4,0.0,134.4,533.2754373843782,OVER 90 DAYS,OPEN
4638,INV-00004638,INV-00004638,SO-00004893,2024-12-07,2024-12-22,CUST-00000533,Wilson-Malone LLC,4456.5,4456.5,0.0,0.0,PAID,PAID
4639,INV-00004639,INV-00004639,SO-00004894,2025-05-20,2025-06-19,CUST-00000610,"Wilson, Smith and Cortez Corp",31.45,31.45,0.0,0.0,PAID,PAID
4640,INV-00004640,INV-00004640,SO-00004895,2025-04-18,2025-06-02,CUST-00000039,"Arnold, Smith and Moreno Corp",75.56,0.0,75.56,373.27543738437817,OVER 90 DAYS,OPEN
4641,INV-00004641,INV-00004641,SO-00004896,2025-03-22,2025-04-21,CUST-00000537,"Newton, Ortiz and King Ltd",12.18,12.18,0.0,0.0,PAID,PAID
4642,INV-00004642,INV-00004642,SO-00004897,2024-04-01,2024-05-31,CUST-00000626,"Phelps, York and Randolph Ltd",1242.15,0.0,1242.15,740.2754373843782,OVER 90 DAYS,OVERDUE
4643,INV-00004643,INV-00004643,SO-00004898,2024-05-30,2024-07-29,CUST-00000991,"Mason, White and Richards Inc",129.75,129.75,0.0,0.0,PAID,PAID
4644,INV-00004644,INV-00004644,SO-00004899,2024-01-22,2024-02-21,CUST-00000678,"Haney, Dillon and Jackson Inc",2148.45,2148.45,0.0,0.0,PAID,PAID
4645,INV-00004645,INV-00004645,SO-00004900,2023-09-26,2023-10-11,CUST-00000423,Marquez-Fletcher LLC,2298.55,1388.91,909.6400000000001,973.2754373843782,OVER 90 DAYS,PARTIAL
4646,INV-00004646,INV-00004646,SO-00004901,2024-09-28,2024-10-13,CUST-00000501,Nelson-Cruz Co,24.58,0.0,24.58,605.2754373843782,OVER 90 DAYS,OPEN
4647,INV-00004647,INV-00004647,SO-00004902,2024-04-02,2024-04-17,CUST-00000009,Summit Partners,168.15,168.15,0.0,0.0,PAID,PAID
4648,INV-00004648,INV-00004648,SO-00004903,2024-01-23,2024-02-22,CUST-00000380,Stokes and Sons LLC,1821.15,0.0,1821.15,839.2754373843782,OVER 90 DAYS,OVERDUE
4649,INV-00004649,INV-00004649,SO-00004904,2023-07-23,2023-08-22,CUST-00000728,Thompson-Hunter LLC,442.43,442.43,0.0,0.0,PAID,PAID
4650,INV-00004650,INV-00004650,SO-00004905,2024-07-02,2024-08-16,CUST-00000649,Sanders PLC LLC,460.41,460.41,0.0,0.0,PAID,PAID
4651,INV-00004651,INV-00004651,SO-00004907,2024-02-10,2024-02-25,CUST-00000056,Lam-Elliott LLC,2309.5,822.4,1487.1,836.2754373843782,OVER 90 DAYS,PARTIAL
4652,INV-00004652,INV-00004652,SO-00004908,2023-12-05,2024-01-04,CUST-00000877,"Brown, Jensen and Rice Inc",381.15,0.0,381.15,888.2754373843782,OVER 90 DAYS,OPEN
4653,INV-00004653,INV-00004653,SO-00004909,2023-07-29,2023-09-27,CUST-00000991,"Mason, White and Richards Inc",42.52,0.0,42.52,987.2754373843782,OVER 90 DAYS,OPEN
4654,INV-00004654,INV-00004654,SO-00004910,2025-01-25,2025-03-26,CUST-00000120,Mueller-Boyd Inc,509.1,0.0,509.1,441.27543738437817,OVER 90 DAYS,OPEN
4655,INV-00004655,INV-00004655,SO-00004911,2023-09-19,2023-11-03,CUST-00000435,"Johnson, Jimenez and Phillips Inc",272.5,272.5,0.0,0.0,PAID,PAID
4656,INV-00004656,INV-00004656,SO-00004913,2024-10-11,2024-12-10,CUST-00000593,"Blackwell, James and Hogan Co",109.0,0.0,109.0,547.2754373843782,OVER 90 DAYS,OPEN
4657,INV-00004657,INV-00004657,SO-00004914,2024-08-06,2024-09-05,CUST-00000939,Jones Ltd LLC,4050.76,0.0,4050.76,643.2754373843782,OVER 90 DAYS,OPEN
4658,INV-00004658,INV-00004658,SO-00004915,2023-09-29,2023-11-28,CUST-00000277,Owens-Russell Ltd,381.4,381.4,0.0,0.0,PAID,PAID
4659,INV-00004659,INV-00004659,SO-00004916,2023-07-06,2023-08-05,CUST-00000692,Bell-Ballard Co,664.75,664.75,0.0,0.0,PAID,PAID
4660,INV-00004660,INV-00004660,SO-00004917,2024-09-05,2024-11-04,CUST-00000934,Payne LLC Co,70.38,0.0,70.38,583.2754373843782,OVER 90 DAYS,OPEN
4661,INV-00004661,INV-00004661,SO-00004918,2023-10-08,2023-11-07,CUST-00000669,"Love, Wilson and Hall Ltd",26.11,0.0,26.11,946.2754373843782,OVER 90 DAYS,OPEN
4662,INV-00004662,INV-00004662,SO-00004919,2023-10-21,2023-11-05,CUST-00000275,Taylor PLC LLC,1992.0,1992.0,0.0,0.0,PAID,PAID
4663,INV-00004663,INV-00004663,SO-00004920,2025-04-01,2025-05-31,CUST-00000418,"Chan, Lewis and Walker LLC",811.2,811.2,0.0,0.0,PAID,PAID
4664,INV-00004664,INV-00004664,SO-00004921,2023-12-25,2024-02-08,CUST-00000086,Ward and Sons Co,89.13,30.29,58.839999999999996,853.2754373843782,OVER 90 DAYS,PARTIAL
4665,INV-00004665,INV-00004665,SO-00004922,2023-10-08,2023-11-07,CUST-00000669,"Love, Wilson and Hall Ltd",1846.0,1846.0,0.0,0.0,PAID,PAID
4666,INV-00004666,INV-00004666,SO-00004923,2025-06-21,2025-08-20,CUST-00000713,Lynch Ltd Ltd,986.2,0.0,986.2,294.27543738437817,OVER 90 DAYS,OPEN
4667,INV-00004667,INV-00004667,SO-00004924,2024-11-18,2025-01-02,CUST-00000367,Watson Group Co,67.5,0.0,67.5,524.2754373843782,OVER 90 DAYS,OPEN
4668,INV-00004668,INV-00004668,SO-00004925,2024-06-29,2024-08-28,CUST-00000613,Reilly-Rodriguez Inc,15.15,15.15,0.0,0.0,PAID,PAID
4669,INV-00004669,INV-00004669,SO-00004926,2025-03-23,2025-04-22,CUST-00000205,Bishop and Sons Co,37.73,25.07,12.659999999999997,414.27543738437817,OVER 90 DAYS,PARTIAL
4670,INV-00004670,INV-00004670,SO-00004927,2024-06-05,2024-07-05,CUST-00000178,"Smith, Schroeder and Oconnor LLC",304.5,105.27,199.23000000000002,705.2754373843782,OVER 90 DAYS,PARTIAL
4671,INV-00004671,INV-00004671,SO-00004928,2025-06-05,2025-07-05,CUST-00000988,Murray-Henderson Co,66.0,22.22,43.78,340.27543738437817,OVER 90 DAYS,PARTIAL
4672,INV-00004672,INV-00004672,SO-00004929,2024-07-02,2024-07-17,CUST-00000156,Adams PLC LLC,3975.0,3975.0,0.0,0.0,PAID,PAID
4673,INV-00004673,INV-00004673,SO-00004930,2024-12-07,2025-02-05,CUST-00000448,"Carpenter, Oliver and Kennedy Ltd",545.55,545.55,0.0,0.0,PAID,PAID
4674,INV-00004674,INV-00004674,SO-00004931,2024-09-13,2024-10-28,CUST-00000486,Decker-Dudley Inc,1714.5,0.0,1714.5,590.2754373843782,OVER 90 DAYS,OPEN
4675,INV-00004675,INV-00004675,SO-00004932,2024-07-10,2024-07-25,CUST-00000315,Gallagher and Sons LLC,113.4,113.4,0.0,0.0,PAID,PAID
4676,INV-00004676,INV-00004676,SO-00004933,2024-08-31,2024-10-15,CUST-00000404,Figueroa-Malone Inc,9.77,9.77,0.0,0.0,PAID,PAID
4677,INV-00004677,INV-00004677,SO-00004934,2024-11-09,2024-11-24,CUST-00000725,"Herman, Bailey and Richmond Inc",1241.0,1241.0,0.0,0.0,PAID,PAID
4678,INV-00004678,INV-00004678,SO-00004935,2023-07-27,2023-09-10,CUST-00000852,"Kramer, Sherman and Trujillo Inc",716.4,716.4,0.0,0.0,PAID,PAID
4679,INV-00004679,INV-00004679,SO-00004936,2024-11-18,2024-12-03,CUST-00000739,"Goodman, Peterson and Spencer LLC",101.08,101.08,0.0,0.0,PAID,PAID
4680,INV-00004680,INV-00004680,SO-00004937,2024-10-04,2024-11-03,CUST-00000166,"Bell, Campbell and Ryan Inc",26.44,0.0,26.44,584.2754373843782,OVER 90 DAYS,OVERDUE
4681,INV-00004681,INV-00004681,SO-00004939,2023-07-05,2023-08-04,CUST-00000909,"Cunningham, Murphy and Wolfe LLC",168.6,168.6,0.0,0.0,PAID,PAID
