id,po_id,po_number,order_date,year,month,quarter,supplier_id,supplier_name,country,supplier_type,product_id,product_name,category,quantity,unit_cost,total_cost,receipt_date,days_to_deliver,on_time_delivery,status
3138,PO-00003138,PO-00003138,2024-01-11,2024,1,1,SUP-00000058,Mountain Components #58,China,Manufacturer,PRD-00000079,Tape Measure Digital XL,Tools,10,16.06,160.6,2024-02-07,27.0,1.0,COMPLETED
3139,PO-00003139,PO-00003139,2024-06-03,2024,6,3,SUP-00000025,Reliable Components #25,India,Importer,PRD-00000450,Laptop Stand Plus,Electronics,50,31.61,1580.5,2024-06-24,21.0,0.0,COMPLETED
3140,PO-00003140,PO-00003140,2025-01-24,2025,1,1,SUP-00000026,Premier Materials #26,Germany,Wholesaler,PRD-00000393,Measuring Tape 25ft Premium,Tools,25,9.41,235.25,,,,PENDING
3141,PO-00003141,PO-00003141,2024-09-05,2024,9,4,SUP-00000043,FastParts Direct #43,Brazil,Manufacturer,PRD-00000058,Desk Organizer Lite,Office Supplies,150,9.94,1491.0,2024-10-05,30.0,0.0,COMPLETED
3142,PO-00003142,PO-00003142,2023-07-02,2023,7,3,SUP-00000100,Coastal Distributors #100,Germany,Manufacturer,PRD-00000373,Sticky Notes 3x3 Plus,Office Supplies,10,2.38,23.799999999999997,2023-07-20,18.0,0.0,COMPLETED
3143,PO-00003143,PO-00003143,2024-08-04,2024,8,3,SUP-00000095,National Distribution #95,Australia,Manufacturer,PRD-00000033,Measuring Tape 25ft,Tools,150,7.88,1182.0,2024-08-14,10.0,1.0,COMPLETED
3144,PO-00003144,PO-00003144,2024-06-04,2024,6,3,SUP-00000081,Global Tech Supply #81,France,Wholesaler,PRD-00000016,Paper Clips Box,Office Supplies,75,1.99,149.25,2024-07-03,29.0,0.0,COMPLETED
3145,PO-00003145,PO-00003145,2023-11-24,2023,11,4,SUP-00000061,Global Tech Supply #61,India,Importer,PRD-00000374,File Folders 100-Pack Max,Office Supplies,200,7.77,1554.0,,,,PENDING
3146,PO-00003146,PO-00003146,2024-04-28,2024,4,2,SUP-00000007,ValueFirst Supply,Netherlands,Distributor,PRD-00000426,CPU Cooler Basic,Computer Hardware,10,28.01,280.1,2024-05-03,5.0,1.0,COMPLETED
3147,PO-00003147,PO-00003147,2024-08-29,2024,8,3,SUP-00000089,Summit Distribution #89,Brazil,Distributor,PRD-00000163,Wireless Mouse Max,Electronics,150,15.6,2340.0,2024-09-09,11.0,0.0,COMPLETED
3148,PO-00003148,PO-00003148,2024-07-16,2024,7,3,SUP-00000040,Coastal Distributors #40,Japan,Distributor,PRD-00000063,Mechanical Keyboard Basic,Computer Hardware,25,93.36,2334.0,2024-07-28,12.0,1.0,COMPLETED
3149,PO-00003149,PO-00003149,2025-01-12,2025,1,1,SUP-00000092,Advanced Logistics #92,South Korea,Manufacturer,PRD-00000069,Motherboard B550 Basic,Computer Hardware,100,111.24,11124.0,,,,CANCELLED
3150,PO-00003150,PO-00003150,2024-04-03,2024,4,2,SUP-00000026,Premier Materials #26,Germany,Wholesaler,PRD-00000332,Ballpoint Pens 12-Pack HD,Office Supplies,75,3.1,232.5,2024-05-07,34.0,0.0,COMPLETED
3151,PO-00003151,PO-00003151,2025-05-23,2025,5,2,SUP-00000003,FastParts Direct,Australia,Importer,PRD-00000255,Stapler Heavy Duty Lite,Office Supplies,25,17.41,435.25,2025-06-01,9.0,1.0,COMPLETED
3152,PO-00003152,PO-00003152,2024-06-02,2024,6,3,SUP-00000074,United Parts #74,Australia,Distributor,PRD-00000396,Wrench Set Adjustable Lite,Tools,20,19.37,387.40000000000003,2024-06-19,17.0,0.0,COMPLETED
3153,PO-00003153,PO-00003153,2025-01-07,2025,1,1,SUP-00000023,FastParts Direct #23,Japan,Wholesaler,PRD-00000260,Dry Erase Markers Lite,Office Supplies,25,5.01,125.25,2025-02-07,31.0,0.0,COMPLETED
3154,PO-00003154,PO-00003154,2024-04-08,2024,4,2,SUP-00000074,United Parts #74,Australia,Distributor,PRD-00000021,SSD 500GB,Computer Hardware,20,68.44,1368.8,2024-05-04,26.0,0.0,COMPLETED
3155,PO-00003155,PO-00003155,2024-12-28,2024,12,5,SUP-00000096,Pacific Trading Co #96,United Kingdom,Importer,PRD-00000011,A4 Paper Ream,Office Supplies,100,4.83,483.0,2025-01-30,33.0,0.0,COMPLETED
3156,PO-00003156,PO-00003156,2024-05-12,2024,5,2,SUP-00000071,Elite Imports #71,Italy,Importer,PRD-00000061,SSD 500GB XL,Computer Hardware,150,42.7,6405.0,2024-05-25,13.0,0.0,COMPLETED
3157,PO-00003157,PO-00003157,2024-07-08,2024,7,3,SUP-00000016,Pacific Trading Co,Germany,Distributor,PRD-00000189,Motherboard B550 Pro,Computer Hardware,75,126.02,9451.5,,,,PENDING
3158,PO-00003158,PO-00003158,2024-09-26,2024,9,4,SUP-00000047,ValueFirst Supply #47,Canada,Manufacturer,PRD-00000024,Monitor 27 inch,Computer Hardware,100,192.28,19228.0,2024-10-10,14.0,1.0,COMPLETED
3159,PO-00003159,PO-00003159,2025-02-26,2025,2,1,SUP-00000038,Mountain Components #38,Brazil,Distributor,PRD-00000055,Stapler Heavy Duty Pro,Office Supplies,50,17.92,896.0000000000001,2025-03-26,28.0,0.0,COMPLETED
3160,PO-00003160,PO-00003160,2023-11-24,2023,11,4,SUP-00000077,Atlantic Supply #77,Italy,Importer,PRD-00000389,Motherboard B550 Premium,Computer Hardware,200,100.03,20006.0,,,,PENDING
3161,PO-00003161,PO-00003161,2023-07-01,2023,7,3,SUP-00000003,FastParts Direct,Australia,Importer,PRD-00000167,Ethernet Switch 8-Port Pro,Electronics,20,53.57,1071.4,2023-07-31,30.0,0.0,COMPLETED
3162,PO-00003162,PO-00003162,2023-10-20,2023,10,4,SUP-00000097,Atlantic Supply #97,France,Manufacturer,PRD-00000496,Paper Clips Box HD,Office Supplies,10,2.18,21.8,2023-11-07,18.0,1.0,COMPLETED
3163,PO-00003163,PO-00003163,2024-12-16,2024,12,5,SUP-00000052,Advanced Logistics #52,United Kingdom,Manufacturer,PRD-00000093,Sticky Notes 3x3 XL,Office Supplies,50,2.51,125.49999999999999,2025-01-07,22.0,1.0,COMPLETED
3164,PO-00003164,PO-00003164,2025-05-28,2025,5,2,SUP-00000064,QualitySource Inc #64,Australia,Wholesaler,PRD-00000004,Bluetooth Keyboard,Electronics,75,27.12,2034.0,2025-06-29,32.0,0.0,COMPLETED
3165,PO-00003165,PO-00003165,2023-10-17,2023,10,4,SUP-00000031,Elite Imports #31,United States,Wholesaler,PRD-00000004,Bluetooth Keyboard,Electronics,75,26.5,1987.5,2023-11-18,32.0,0.0,COMPLETED
3166,PO-00003166,PO-00003166,2025-04-09,2025,4,2,SUP-00000092,Advanced Logistics #92,South Korea,Manufacturer,PRD-00000375,Stapler Heavy Duty Max,Office Supplies,25,14.55,363.75,2025-04-22,13.0,1.0,COMPLETED
3167,PO-00003167,PO-00003167,2024-11-09,2024,11,4,SUP-00000004,QualitySource Inc,Canada,Distributor,PRD-00000468,Power Supply 650W Premium,Computer Hardware,50,60.0,3000.0,2024-12-15,36.0,0.0,COMPLETED
3168,PO-00003168,PO-00003168,2025-01-25,2025,1,1,SUP-00000024,QualitySource Inc #24,United Kingdom,Manufacturer,PRD-00000452,Ballpoint Pens 12-Pack Pro,Office Supplies,100,3.67,367.0,2025-02-18,24.0,1.0,COMPLETED
3169,PO-00003169,PO-00003169,2024-10-21,2024,10,4,SUP-00000031,Elite Imports #31,United States,Wholesaler,PRD-00000280,Utility Knife Plus,Tools,50,6.76,338.0,2024-11-05,15.0,1.0,COMPLETED
3170,PO-00003170,PO-00003170,2024-10-24,2024,10,4,SUP-00000016,Pacific Trading Co,Germany,Distributor,PRD-00000365,Webcam HD Premium,Electronics,10,47.16,471.59999999999997,2024-11-11,18.0,0.0,COMPLETED
3171,PO-00003171,PO-00003171,2024-05-16,2024,5,2,SUP-00000056,Pacific Trading Co #56,Spain,Wholesaler,PRD-00000316,Wrench Set Adjustable XL,Tools,75,26.15,1961.25,2024-06-09,24.0,0.0,COMPLETED
3172,PO-00003172,PO-00003172,2023-08-14,2023,8,3,SUP-00000041,Global Tech Supply #41,Australia,Distributor,PRD-00000446,USB Hub 7-Port HD,Electronics,75,18.99,1424.2499999999998,2023-09-04,21.0,1.0,COMPLETED
3173,PO-00003173,PO-00003173,2024-06-16,2024,6,3,SUP-00000083,FastParts Direct #83,France,Distributor,PRD-00000381,SSD 500GB Pro,Computer Hardware,25,45.57,1139.25,2024-07-06,20.0,0.0,COMPLETED
3174,PO-00003174,PO-00003174,2023-10-20,2023,10,4,SUP-00000054,United Parts #54,China,Manufacturer,PRD-00000394,Level 24 inch Basic,Tools,100,26.75,2675.0,2023-11-21,32.0,0.0,COMPLETED
3175,PO-00003175,PO-00003175,2024-12-10,2024,12,5,SUP-00000029,Summit Distribution #29,Canada,Importer,PRD-00000128,Power Strip 6-Outlet Premium,Electronics,50,12.79,639.5,,,,PENDING
3176,PO-00003176,PO-00003176,2025-02-06,2025,2,1,SUP-00000015,National Distribution,Canada,Manufacturer,PRD-00000327,Ethernet Switch 8-Port Lite,Electronics,200,59.14,11828.0,2025-03-03,25.0,0.0,COMPLETED
3177,PO-00003177,PO-00003177,2025-05-12,2025,5,2,SUP-00000026,Premier Materials #26,Germany,Wholesaler,PRD-00000231,Drill Driver Cordless Basic,Tools,200,84.75,16950.0,2025-06-15,34.0,0.0,COMPLETED
3178,PO-00003178,PO-00003178,2025-05-24,2025,5,2,SUP-00000049,Summit Distribution #49,France,Distributor,PRD-00000270,NVMe Cable Basic,Computer Hardware,50,8.08,404.0,2025-06-02,9.0,0.0,COMPLETED
3179,PO-00003179,PO-00003179,2024-10-20,2024,10,4,SUP-00000027,ValueFirst Supply #27,Spain,Distributor,PRD-00000030,NVMe Cable,Computer Hardware,20,8.85,177.0,,,,PENDING
3180,PO-00003180,PO-00003180,2025-04-18,2025,4,2,SUP-00000064,QualitySource Inc #64,Australia,Wholesaler,PRD-00000049,Surge Protector Plus,Electronics,100,19.56,1955.9999999999998,2025-05-16,28.0,0.0,COMPLETED
3181,PO-00003181,PO-00003181,2024-11-25,2024,11,4,SUP-00000092,Advanced Logistics #92,South Korea,Manufacturer,PRD-00000199,Tape Measure Digital Max,Tools,25,12.15,303.75,2024-12-14,19.0,0.0,COMPLETED
3182,PO-00003182,PO-00003182,2025-03-10,2025,3,2,SUP-00000066,Premier Materials #66,Spain,Wholesaler,PRD-00000463,Mechanical Keyboard Premium,Computer Hardware,150,89.76,13464.0,2025-04-01,22.0,0.0,COMPLETED
3183,PO-00003183,PO-00003183,2023-11-19,2023,11,4,SUP-00000028,Alliance Trading #28,Australia,Importer,PRD-00000350,NVMe Cable Pro,Computer Hardware,25,6.34,158.5,2023-12-22,33.0,0.0,COMPLETED
3184,PO-00003184,PO-00003184,2025-05-18,2025,5,2,SUP-00000087,ValueFirst Supply #87,Canada,Wholesaler,PRD-00000101,SSD 500GB HD,Computer Hardware,200,50.59,10118.0,2025-06-14,27.0,1.0,COMPLETED
3185,PO-00003185,PO-00003185,2023-08-24,2023,8,3,SUP-00000054,United Parts #54,China,Manufacturer,PRD-00000146,CPU Cooler Max,Computer Hardware,25,25.08,627.0,2023-09-05,12.0,1.0,COMPLETED
3186,PO-00003186,PO-00003186,2024-04-25,2024,4,2,SUP-00000039,Valley Industrial #39,Canada,Distributor,PRD-00000126,USB Hub 7-Port XL,Electronics,200,20.15,4029.9999999999995,2024-05-20,25.0,0.0,COMPLETED
3187,PO-00003187,PO-00003187,2024-05-17,2024,5,2,SUP-00000021,Global Tech Supply #21,South Korea,Manufacturer,PRD-00000454,File Folders 100-Pack Lite,Office Supplies,50,8.17,408.5,2024-06-13,27.0,0.0,COMPLETED
3188,PO-00003188,PO-00003188,2023-10-25,2023,10,4,SUP-00000080,Coastal Distributors #80,India,Manufacturer,PRD-00000022,RAM 16GB DDR4,Computer Hardware,10,37.68,376.8,2023-11-17,23.0,0.0,COMPLETED
3189,PO-00003189,PO-00003189,2024-07-04,2024,7,3,SUP-00000006,Premier Materials,Japan,Importer,PRD-00000215,Stapler Heavy Duty XL,Office Supplies,75,17.78,1333.5,2024-08-08,35.0,0.0,COMPLETED
3190,PO-00003190,PO-00003190,2023-10-19,2023,10,4,SUP-00000064,QualitySource Inc #64,Australia,Wholesaler,PRD-00000410,Laptop Stand Plus,Electronics,20,29.69,593.8000000000001,2023-11-09,21.0,1.0,COMPLETED
3191,PO-00003191,PO-00003191,2023-07-15,2023,7,3,SUP-00000088,Alliance Trading #88,Canada,Importer,PRD-00000490,Laptop Stand Max,Electronics,200,32.85,6570.0,2023-08-13,29.0,0.0,COMPLETED
3192,PO-00003192,PO-00003192,2023-12-20,2023,12,5,SUP-00000065,Reliable Components #65,Italy,Manufacturer,PRD-00000377,Binder Clips Assorted Basic,Office Supplies,20,3.08,61.6,,,,PENDING
3193,PO-00003193,PO-00003193,2024-04-29,2024,4,2,SUP-00000045,Reliable Components #45,Mexico,Importer,PRD-00000278,Hammer 16oz Pro,Tools,10,13.17,131.7,2024-05-21,22.0,0.0,COMPLETED
3194,PO-00003194,PO-00003194,2024-07-14,2024,7,3,SUP-00000004,QualitySource Inc,Canada,Distributor,PRD-00000128,Power Strip 6-Outlet Premium,Electronics,10,12.85,128.5,2024-08-06,23.0,0.0,COMPLETED
3195,PO-00003195,PO-00003195,2024-08-21,2024,8,3,SUP-00000007,ValueFirst Supply,Netherlands,Distributor,PRD-00000298,Desk Organizer Pro,Office Supplies,10,10.02,100.19999999999999,2024-09-11,21.0,0.0,COMPLETED
3196,PO-00003196,PO-00003196,2025-01-02,2025,1,1,SUP-00000031,Elite Imports #31,United States,Wholesaler,PRD-00000004,Bluetooth Keyboard,Electronics,200,27.39,5478.0,2025-02-01,30.0,0.0,COMPLETED
3197,PO-00003197,PO-00003197,2024-11-11,2024,11,4,SUP-00000085,Reliable Components #85,Canada,Manufacturer,PRD-00000473,Measuring Tape 25ft Max,Tools,50,8.08,404.0,,,,PENDING
3198,PO-00003198,PO-00003198,2024-08-24,2024,8,3,SUP-00000026,Premier Materials #26,Germany,Wholesaler,PRD-00000099,Whiteboard 24x36 HD,Office Supplies,75,27.62,2071.5,2024-09-01,8.0,1.0,COMPLETED
3199,PO-00003199,PO-00003199,2025-05-07,2025,5,2,SUP-00000070,Peak Performance #70,United Kingdom,Importer,PRD-00000356,Wrench Set Adjustable Premium,Tools,150,23.03,3454.5,,,,PENDING
3200,PO-00003200,PO-00003200,2024-01-05,2024,1,1,SUP-00000088,Alliance Trading #88,Canada,Importer,PRD-00000218,Desk Organizer HD,Office Supplies,10,10.5,105.0,2024-01-25,20.0,0.0,COMPLETED
3201,PO-00003201,PO-00003201,2024-10-11,2024,10,4,SUP-00000012,Advanced Logistics,Canada,Distributor,PRD-00000192,Socket Set 40-Piece HD,Tools,10,42.54,425.4,2024-11-15,35.0,0.0,COMPLETED
3202,PO-00003202,PO-00003202,2023-12-24,2023,12,5,SUP-00000091,Elite Imports #91,Japan,Importer,PRD-00000013,Sticky Notes 3x3,Office Supplies,100,2.72,272.0,2024-01-02,9.0,0.0,COMPLETED
3203,PO-00003203,PO-00003203,2025-03-05,2025,3,2,SUP-00000082,Prime Industrial #82,France,Importer,PRD-00000130,Laptop Stand Max,Electronics,10,24.9,249.0,,,,PENDING
3204,PO-00003204,PO-00003204,2023-09-14,2023,9,4,SUP-00000004,QualitySource Inc,Canada,Distributor,PRD-00000468,Power Supply 650W Premium,Computer Hardware,150,53.28,7992.0,2023-10-10,26.0,0.0,COMPLETED
3205,PO-00003205,PO-00003205,2023-12-09,2023,12,5,SUP-00000032,Advanced Logistics #32,United Kingdom,Distributor,PRD-00000387,PC Case Mid Tower Basic,Computer Hardware,20,53.94,1078.8,,,,PENDING
3206,PO-00003206,PO-00003206,2024-06-10,2024,6,3,SUP-00000052,Advanced Logistics #52,United Kingdom,Manufacturer,PRD-00000401,USB-C Cable HD,Electronics,25,6.82,170.5,2024-06-21,11.0,1.0,COMPLETED
3207,PO-00003207,PO-00003207,2023-08-26,2023,8,3,SUP-00000064,QualitySource Inc #64,Australia,Wholesaler,PRD-00000082,HDMI Cable 6ft HD,Electronics,150,4.09,613.5,2023-09-18,23.0,1.0,COMPLETED
3208,PO-00003208,PO-00003208,2024-04-12,2024,4,2,SUP-00000022,Prime Industrial #22,Australia,Wholesaler,PRD-00000262,RAM 16GB DDR4 Basic,Computer Hardware,200,41.69,8338.0,2024-04-20,8.0,1.0,COMPLETED
3209,PO-00003209,PO-00003209,2025-01-05,2025,1,1,SUP-00000025,Reliable Components #25,India,Importer,PRD-00000162,HDMI Cable 6ft HD,Electronics,100,5.68,568.0,,,,PENDING
3210,PO-00003210,PO-00003210,2024-01-15,2024,1,1,SUP-00000002,Prime Industrial,Japan,Wholesaler,PRD-00000405,Webcam HD Premium,Electronics,25,45.67,1141.75,2024-01-21,6.0,1.0,COMPLETED
3211,PO-00003211,PO-00003211,2025-02-10,2025,2,1,SUP-00000013,Central Supplies,United States,Manufacturer,PRD-00000492,Ballpoint Pens 12-Pack Max,Office Supplies,25,3.76,94.0,2025-03-10,28.0,0.0,COMPLETED
3212,PO-00003212,PO-00003212,2025-02-13,2025,2,1,SUP-00000083,FastParts Direct #83,France,Distributor,PRD-00000133,Sticky Notes 3x3 Pro,Office Supplies,150,2.48,372.0,2025-03-05,20.0,0.0,COMPLETED
3213,PO-00003213,PO-00003213,2024-08-30,2024,8,3,SUP-00000038,Mountain Components #38,Brazil,Distributor,PRD-00000252,Ballpoint Pens 12-Pack HD,Office Supplies,10,3.87,38.7,2024-10-06,37.0,0.0,COMPLETED
3214,PO-00003214,PO-00003214,2025-04-03,2025,4,2,SUP-00000091,Elite Imports #91,Japan,Importer,PRD-00000454,File Folders 100-Pack Lite,Office Supplies,200,6.76,1352.0,,,,PENDING
3215,PO-00003215,PO-00003215,2024-10-06,2024,10,4,SUP-00000040,Coastal Distributors #40,Japan,Distributor,PRD-00000176,Paper Clips Box Pro,Office Supplies,100,1.67,167.0,2024-11-02,27.0,0.0,COMPLETED
3216,PO-00003216,PO-00003216,2023-07-04,2023,7,3,SUP-00000064,QualitySource Inc #64,Australia,Wholesaler,PRD-00000241,USB-C Cable Premium,Electronics,75,6.75,506.25,2023-08-05,32.0,0.0,COMPLETED
3217,PO-00003217,PO-00003217,2023-08-24,2023,8,3,SUP-00000037,Atlantic Supply #37,Germany,Distributor,PRD-00000214,File Folders 100-Pack Basic,Office Supplies,200,8.12,1623.9999999999998,2023-09-22,29.0,0.0,COMPLETED
3218,PO-00003218,PO-00003218,2024-12-16,2024,12,5,SUP-00000056,Pacific Trading Co #56,Spain,Wholesaler,PRD-00000489,Surge Protector Max,Electronics,75,17.5,1312.5,2024-12-23,7.0,1.0,COMPLETED
3219,PO-00003219,PO-00003219,2023-09-11,2023,9,4,SUP-00000040,Coastal Distributors #40,Japan,Distributor,PRD-00000263,Mechanical Keyboard HD,Computer Hardware,150,82.56,12384.0,2023-10-17,36.0,0.0,COMPLETED
3220,PO-00003220,PO-00003220,2024-06-14,2024,6,3,SUP-00000037,Atlantic Supply #37,Germany,Distributor,PRD-00000132,Ballpoint Pens 12-Pack Pro,Office Supplies,200,3.25,650.0,,,,PENDING
3221,PO-00003221,PO-00003221,2024-08-11,2024,8,3,SUP-00000063,FastParts Direct #63,United States,Wholesaler,PRD-00000039,Tape Measure Digital,Tools,10,15.7,157.0,2024-09-05,25.0,0.0,COMPLETED
3222,PO-00003222,PO-00003222,2024-10-26,2024,10,4,SUP-00000063,FastParts Direct #63,United States,Wholesaler,PRD-00000039,Tape Measure Digital,Tools,150,15.54,2331.0,2024-11-17,22.0,1.0,COMPLETED
3223,PO-00003223,PO-00003223,2023-12-26,2023,12,5,SUP-00000017,Atlantic Supply,Italy,Wholesaler,PRD-00000074,Level 24 inch Max,Tools,50,25.69,1284.5,2024-01-16,21.0,0.0,COMPLETED
3224,PO-00003224,PO-00003224,2024-08-12,2024,8,3,SUP-00000073,Central Supplies #73,Canada,Manufacturer,PRD-00000122,HDMI Cable 6ft Pro,Electronics,75,5.3,397.5,2024-08-16,4.0,1.0,COMPLETED
3225,PO-00003225,PO-00003225,2024-12-16,2024,12,5,SUP-00000056,Pacific Trading Co #56,Spain,Wholesaler,PRD-00000316,Wrench Set Adjustable XL,Tools,75,24.35,1826.25,2025-01-04,19.0,1.0,COMPLETED
3226,PO-00003226,PO-00003226,2023-10-14,2023,10,4,SUP-00000081,Global Tech Supply #81,France,Wholesaler,PRD-00000242,HDMI Cable 6ft Basic,Electronics,150,5.9,885.0,2023-11-11,28.0,0.0,COMPLETED
3227,PO-00003227,PO-00003227,2024-04-18,2024,4,2,SUP-00000014,United Parts,United Kingdom,Wholesaler,PRD-00000240,Utility Knife Lite,Tools,10,6.06,60.599999999999994,2024-04-28,10.0,0.0,COMPLETED
3228,PO-00003228,PO-00003228,2025-03-03,2025,3,2,SUP-00000088,Alliance Trading #88,Canada,Importer,PRD-00000218,Desk Organizer HD,Office Supplies,100,12.65,1265.0,2025-03-21,18.0,1.0,COMPLETED
3229,PO-00003229,PO-00003229,2023-08-24,2023,8,3,SUP-00000026,Premier Materials #26,Germany,Wholesaler,PRD-00000332,Ballpoint Pens 12-Pack HD,Office Supplies,150,2.92,438.0,,,,CANCELLED
3230,PO-00003230,PO-00003230,2024-10-23,2024,10,4,SUP-00000036,Pacific Trading Co #36,United States,Importer,PRD-00000047,Ethernet Switch 8-Port Lite,Electronics,10,41.92,419.20000000000005,2024-11-10,18.0,0.0,COMPLETED
3231,PO-00003231,PO-00003231,2023-12-28,2023,12,5,SUP-00000066,Premier Materials #66,Spain,Wholesaler,PRD-00000285,Webcam HD Plus,Electronics,100,41.22,4122.0,2024-01-03,6.0,1.0,COMPLETED
3232,PO-00003232,PO-00003232,2025-04-02,2025,4,2,SUP-00000098,Mountain Components #98,Japan,Distributor,PRD-00000179,Whiteboard 24x36 Plus,Office Supplies,200,25.46,5092.0,2025-04-16,14.0,1.0,COMPLETED
3233,PO-00003233,PO-00003233,2023-12-24,2023,12,5,SUP-00000050,Peak Performance #50,Japan,Importer,PRD-00000017,Binder Clips Assorted,Office Supplies,10,2.55,25.5,,,,PENDING
3234,PO-00003234,PO-00003234,2024-10-14,2024,10,4,SUP-00000064,QualitySource Inc #64,Australia,Wholesaler,PRD-00000241,USB-C Cable Premium,Electronics,200,7.44,1488.0,2024-11-16,33.0,0.0,COMPLETED
3235,PO-00003235,PO-00003235,2024-10-05,2024,10,4,SUP-00000025,Reliable Components #25,India,Importer,PRD-00000328,Power Strip 6-Outlet Lite,Electronics,150,11.03,1654.5,2024-11-04,30.0,1.0,COMPLETED
3236,PO-00003236,PO-00003236,2025-05-27,2025,5,2,SUP-00000011,Elite Imports,South Korea,Wholesaler,PRD-00000178,Desk Organizer HD,Office Supplies,150,13.34,2001.0,2025-06-25,29.0,0.0,COMPLETED
3237,PO-00003237,PO-00003237,2023-09-24,2023,9,4,SUP-00000016,Pacific Trading Co,Germany,Distributor,PRD-00000343,Mechanical Keyboard Pro,Computer Hardware,25,67.93,1698.2500000000002,2023-10-19,25.0,0.0,COMPLETED
3238,PO-00003238,PO-00003238,2025-05-27,2025,5,2,SUP-00000012,Advanced Logistics,Canada,Distributor,PRD-00000399,Tape Measure Digital Pro,Tools,200,14.61,2922.0,2025-06-15,19.0,0.0,COMPLETED
3239,PO-00003239,PO-00003239,2024-09-06,2024,9,4,SUP-00000026,Premier Materials #26,Germany,Wholesaler,PRD-00000123,Wireless Mouse HD,Electronics,50,15.15,757.5,2024-10-04,28.0,0.0,COMPLETED
3240,PO-00003240,PO-00003240,2023-07-05,2023,7,3,SUP-00000021,Global Tech Supply #21,South Korea,Manufacturer,PRD-00000195,Screwdriver Set 100pc Max,Tools,150,31.21,4681.5,2023-08-07,33.0,0.0,COMPLETED
3241,PO-00003241,PO-00003241,2025-05-04,2025,5,2,SUP-00000042,Prime Industrial #42,France,Distributor,PRD-00000393,Measuring Tape 25ft Premium,Tools,200,7.87,1574.0,2025-05-16,12.0,0.0,COMPLETED
3242,PO-00003242,PO-00003242,2023-09-19,2023,9,4,SUP-00000056,Pacific Trading Co #56,Spain,Wholesaler,PRD-00000316,Wrench Set Adjustable XL,Tools,150,24.03,3604.5,2023-09-30,11.0,1.0,COMPLETED
3243,PO-00003243,PO-00003243,2024-06-10,2024,6,3,SUP-00000050,Peak Performance #50,Japan,Importer,PRD-00000264,Monitor 27 inch Max,Computer Hardware,50,237.25,11862.5,2024-07-07,27.0,0.0,COMPLETED
3244,PO-00003244,PO-00003244,2024-03-28,2024,3,2,SUP-00000034,United Parts #34,Canada,Distributor,PRD-00000377,Binder Clips Assorted Basic,Office Supplies,100,2.66,266.0,2024-04-22,25.0,0.0,COMPLETED
3245,PO-00003245,PO-00003245,2024-03-06,2024,3,2,SUP-00000002,Prime Industrial,Japan,Wholesaler,PRD-00000108,Power Supply 650W Premium,Computer Hardware,75,47.74,3580.5,2024-04-01,26.0,0.0,COMPLETED
3246,PO-00003246,PO-00003246,2023-10-01,2023,10,4,SUP-00000054,United Parts #54,China,Manufacturer,PRD-00000378,Desk Organizer Premium,Office Supplies,20,13.35,267.0,,,,PENDING
3247,PO-00003247,PO-00003247,2024-03-13,2024,3,2,SUP-00000013,Central Supplies,United States,Manufacturer,PRD-00000467,PC Case Mid Tower Basic,Computer Hardware,20,58.55,1171.0,2024-04-07,25.0,0.0,COMPLETED
3248,PO-00003248,PO-00003248,2024-06-30,2024,6,3,SUP-00000084,QualitySource Inc #84,South Korea,Wholesaler,PRD-00000306,CPU Cooler Basic,Computer Hardware,25,21.39,534.75,2024-07-26,26.0,0.0,COMPLETED
3249,PO-00003249,PO-00003249,2024-12-26,2024,12,5,SUP-00000047,ValueFirst Supply #47,Canada,Manufacturer,PRD-00000027,PC Case Mid Tower,Computer Hardware,50,44.25,2212.5,,,,PENDING
3250,PO-00003250,PO-00003250,2024-09-01,2024,9,4,SUP-00000074,United Parts #74,Australia,Distributor,PRD-00000021,SSD 500GB,Computer Hardware,25,62.03,1550.75,2024-09-26,25.0,0.0,COMPLETED
3251,PO-00003251,PO-00003251,2024-06-04,2024,6,3,SUP-00000086,Premier Materials #86,Australia,Manufacturer,PRD-00000340,Dry Erase Markers Pro,Office Supplies,10,5.18,51.8,2024-06-20,16.0,1.0,COMPLETED
3252,PO-00003252,PO-00003252,2025-01-12,2025,1,1,SUP-00000028,Alliance Trading #28,Australia,Importer,PRD-00000422,RAM 16GB DDR4 Max,Computer Hardware,200,51.14,10228.0,2025-01-21,9.0,1.0,COMPLETED
3253,PO-00003253,PO-00003253,2025-05-30,2025,5,2,SUP-00000012,Advanced Logistics,Canada,Distributor,PRD-00000496,Paper Clips Box HD,Office Supplies,75,1.97,147.75,2025-06-17,18.0,0.0,COMPLETED
3254,PO-00003254,PO-00003254,2023-12-26,2023,12,5,SUP-00000095,National Distribution #95,Australia,Manufacturer,PRD-00000229,Motherboard B550 Plus,Computer Hardware,150,88.96,13343.999999999998,2024-01-29,34.0,0.0,COMPLETED
3255,PO-00003255,PO-00003255,2024-03-15,2024,3,2,SUP-00000046,Premier Materials #46,Brazil,Distributor,PRD-00000491,A4 Paper Ream Premium,Office Supplies,200,5.87,1174.0,2024-04-12,28.0,1.0,COMPLETED
3256,PO-00003256,PO-00003256,2024-01-04,2024,1,1,SUP-00000048,Alliance Trading #48,Mexico,Manufacturer,PRD-00000042,HDMI Cable 6ft HD,Electronics,150,5.02,752.9999999999999,2024-01-22,18.0,1.0,COMPLETED
