id,customer_id,customer_name,industry,region,total_orders,total_revenue,total_profit,avg_margin_pct,total_invoices,open_invoices,overdue_invoices,avg_days_to_pay,last_order_date
411,CUST-00000411,Hill Group Co,Technology,West,6,7239.1,587.85,38.52666666666667,6,2,0,62.0,2025-04-04
412,CUST-00000412,"Sanders, Leblanc and Maldonado Co",Hospitality,Central,6,3660.84,546.96,39.735,6,1,0,58.6,2025-05-09
413,CUST-00000413,Watson PLC Ltd,Finance,South,11,4162.5,944.01,35.808571428571426,11,3,0,17.5,2025-04-30
414,CUST-00000414,Thompson-Harrell LLC,Construction,North,8,3887.77,647.43,44.8775,8,4,1,16.5,2025-06-06
415,CUST-00000415,"Arnold, Cooper and Monroe LLC",Hospitality,South,10,9026.92,3061.25,40.85,10,3,2,17.142857142857142,2025-05-28
416,CUST-00000416,Curry-Barker Ltd,Energy,North,6,13240.92,254.53000000000006,34.62,6,2,1,59.0,2025-06-15
417,CUST-00000417,Johnson-Williams LLC,Transportation,South,6,5014.79,883.22,35.08,6,1,1,26.2,2024-12-25
418,CUST-00000418,"Chan, Lewis and Walker LLC",Retail,East,13,4050.03,1412.25,36.6375,13,5,1,69.625,2025-05-19
419,CUST-00000419,Byrd LLC Ltd,Real Estate,Central,5,2159.5299999999997,86.85999999999999,40.785,5,1,0,60.25,2024-10-17
420,CUST-00000420,"Ortiz, Smith and Deleon Inc",Retail,North,6,9318.45,4024.7,44.6225,6,3,0,61.666666666666664,2025-03-21
421,CUST-00000421,"Smith, Buck and Holland Inc",Manufacturing,East,4,2497.15,956.29,32.475,4,0,1,12.0,2025-01-26
422,CUST-00000422,"Owen, Walker and Franklin Corp",Media,Central,9,10363.04,4638.950000000001,46.314,9,4,1,13.0,2025-03-06
423,CUST-00000423,Marquez-Fletcher LLC,Education,South,22,12547.29,3534.3800000000006,38.57454545454545,22,11,2,18.727272727272727,2025-06-10
424,CUST-00000424,Coleman-Bennett Co,Media,North,16,15736.2,2695.42,37.055,16,5,0,59.45454545454545,2025-06-19
425,CUST-00000425,Stevens-Robinson Co,Energy,East,16,15572.3,1802.0999999999997,39.97,16,5,2,59.63636363636363,2025-05-31
426,CUST-00000426,Byrd-Holloway Inc,Hospitality,West,14,4371.61,569.4399999999999,39.055,14,6,2,59.625,2025-06-27
427,CUST-00000427,Silva-Smith LLC,Construction,West,6,4272.77,50.540000000000006,41.295,6,2,1,35.5,2025-05-29
428,CUST-00000428,"Levy, Franco and Hoffman Corp",Government,North,12,7566.36,1974.0500000000002,36.707499999999996,12,3,1,22.22222222222222,2025-05-21
429,CUST-00000429,"Lynch, Evans and Rodriguez Corp",Consulting,Central,5,5623.39,123.97999999999999,35.83,5,0,1,40.4,2025-06-12
430,CUST-00000430,Rogers LLC Ltd,Manufacturing,West,3,2377.05,71.80999999999997,39.85,3,1,0,53.5,2024-10-08
431,CUST-00000431,"Nguyen, Hill and Douglas Ltd",Energy,South,6,1427.8,380.2,42.61666666666667,6,1,0,14.0,2025-04-16
432,CUST-00000432,"Evans, Hernandez and Cannon Co",Energy,North,4,492.1,52.5,32.61,4,2,0,37.5,2023-12-30
433,CUST-00000433,Trujillo PLC LLC,Consulting,West,10,9313.43,888.9899999999999,39.57,10,8,0,28.0,2025-03-05
434,CUST-00000434,Guerrero-Becker Inc,Healthcare,North,12,6528.47,522.3999999999999,34.99333333333333,12,9,0,51.666666666666664,2025-06-24
435,CUST-00000435,"Johnson, Jimenez and Phillips Inc",Media,South,18,22256.54,1285.58,33.995714285714286,18,7,2,44.09090909090909,2025-06-16
436,CUST-00000436,Sullivan-Doyle LLC,Retail,West,12,10446.11,2249.48,35.128571428571426,12,7,1,51.2,2025-06-08
437,CUST-00000437,"Erickson, Armstrong and Lee Corp",Agriculture,West,6,4821.49,139.39999999999998,41.144999999999996,6,3,1,70.33333333333333,2025-04-19
438,CUST-00000438,"Reeves, Parks and Little LLC",Transportation,South,6,4741.97,187.02999999999997,41.15,6,2,0,14.0,2024-07-14
439,CUST-00000439,Knox-Powers LLC,Government,North,6,3528.67,350.45000000000005,32.31,6,2,0,46.75,2025-06-25
440,CUST-00000440,"Evans, Jackson and Sandoval Co",Construction,West,8,2948.0099999999998,273.34,46.11,8,4,2,65.5,2025-05-01
441,CUST-00000441,"White, Davis and Anderson LLC",Healthcare,East,7,5367.4800000000005,1356.95,33.02,7,5,0,65.0,2025-04-09
442,CUST-00000442,Hardy-Hansen LLC,Transportation,East,9,4325.55,225.71,36.465,9,4,0,10.8,2025-05-05
443,CUST-00000443,Arroyo LLC Co,Energy,East,11,3487.6400000000003,738.57,40.339999999999996,11,4,0,46.57142857142857,2025-06-07
444,CUST-00000444,"Davis, Kelly and Garner Corp",Construction,East,22,30794.9,8708.269999999999,39.07625,22,5,5,33.1764705882353,2025-05-26
445,CUST-00000445,Fisher-Eaton Inc,Construction,West,5,5626.75,333.70000000000005,37.22,5,2,2,64.0,2025-04-02
446,CUST-00000446,Green-Carter Ltd,Finance,North,13,4658.41,615.91,40.208,13,4,4,27.22222222222222,2025-05-05
447,CUST-00000447,Ruiz Ltd Co,Real Estate,West,7,4036.29,530.51,33.306666666666665,7,2,2,17.2,2025-03-17
448,CUST-00000448,"Carpenter, Oliver and Kennedy Ltd",Consulting,South,10,15456.31,5424.11,39.83,10,4,1,56.666666666666664,2025-06-12
449,CUST-00000449,Mason Ltd Inc,Consulting,Central,8,7567.02,2396.4500000000003,35.486000000000004,8,2,2,29.5,2024-12-12
450,CUST-00000450,Moreno-Gutierrez Inc,Energy,South,12,12784.13,478.8400000000001,39.4,12,5,1,13.285714285714286,2025-06-12
451,CUST-00000451,Taylor and Sons Co,Manufacturing,East,10,6075.58,214.02,40.45666666666667,10,1,0,44.111111111111114,2025-04-14
452,CUST-00000452,Ortiz-Hudson Corp,Media,West,6,2965.4100000000003,501.90000000000003,38.22666666666667,6,1,1,12.4,2025-05-15
453,CUST-00000453,Thomas-Huffman LLC,Education,East,17,17375.54,2732.38,32.785000000000004,17,6,1,62.81818181818182,2025-04-30
454,CUST-00000454,Maxwell Group Inc,Media,West,9,3688.11,833.5500000000001,35.940000000000005,9,5,1,44.0,2024-09-27
455,CUST-00000455,Welch-Thompson Corp,Healthcare,East,13,11849.25,746.9999999999999,39.214,13,5,1,48.25,2025-06-02
456,CUST-00000456,"Brown, Hayes and Clark LLC",Transportation,North,15,13129.37,1997.4400000000003,37.604,15,9,0,28.0,2025-04-30
457,CUST-00000457,Johnston and Sons Inc,Finance,South,3,983.66,285.79999999999995,36.67,3,0,1,37.0,2024-11-08
458,CUST-00000458,Glover-Chan Co,Agriculture,North,15,4759.68,1184.9099999999999,34.815714285714286,15,10,1,68.4,2025-05-07
459,CUST-00000459,Mendez Ltd Inc,Finance,South,8,4346.61,57.84,39.75,8,2,1,28.833333333333332,2025-06-15
460,CUST-00000460,Powell-Sanford Corp,Government,East,16,14155.52,595.86,35.05285714285714,16,7,0,63.44444444444444,2025-06-07
461,CUST-00000461,Smith-Ferguson Co,Media,East,14,9282.18,1008.2499999999999,37.33,14,9,2,29.4,2025-04-30
462,CUST-00000462,"Watson, Smith and Morris Co",Construction,Central,5,2356.71,809.44,37.0975,5,2,0,9.333333333333334,2025-01-06
463,CUST-00000463,"Lee, Rhodes and Sims LLC",Agriculture,East,11,4801.23,702.6199999999999,38.602,11,6,0,52.8,2025-06-04
464,CUST-00000464,Perez LLC Corp,Finance,North,3,1673.92,61.360000000000014,39.4,3,0,1,42.0,2025-05-01
465,CUST-00000465,Anderson-Reyes Corp,Finance,East,4,1623.86,27.449999999999996,33.16,4,2,0,62.5,2025-05-17
466,CUST-00000466,"Torres, Brown and Williams Inc",Healthcare,Central,5,3639.4399999999996,735.3699999999999,30.22,5,2,1,63.0,2025-04-02
467,CUST-00000467,Bryant-Meyer Corp,Finance,South,20,25467.47,7555.06,42.355,20,9,2,57.09090909090909,2025-06-24
468,CUST-00000468,"Morgan, Barron and Cowan Corp",Construction,West,13,17107.85,1001.58,37.83,13,4,2,23.11111111111111,2025-06-01
469,CUST-00000469,Ferrell-Henry Ltd,Real Estate,Central,10,4183.63,546.4200000000001,38.251999999999995,10,4,0,36.0,2025-04-01
470,CUST-00000470,Martin Group Ltd,Finance,West,4,2125.9,421.7999999999999,35.5,4,0,0,46.0,2024-02-20
471,CUST-00000471,Perez Ltd Inc,Media,Central,7,14165.16,2475.38,36.84666666666667,7,3,0,16.5,2025-06-05
472,CUST-00000472,Clark Inc Co,Healthcare,East,8,7834.83,2672.06,37.295,8,4,0,26.5,2025-02-24
473,CUST-00000473,"Wagner, Martinez and Dawson Corp",Finance,North,5,6934.26,285.3999999999999,35.800000000000004,5,4,0,27.0,2024-07-14
474,CUST-00000474,Brooks Ltd Corp,Transportation,East,6,6670.57,1540.3199999999997,33.195,6,2,0,37.5,2025-06-12
475,CUST-00000475,Wise-Dean Co,Media,North,7,7620.46,23.949999999999996,22.955,7,0,3,20.285714285714285,2025-04-29
476,CUST-00000476,"Vang, Stanley and Valdez Co",Energy,South,8,4463.46,682.0000000000001,33.57,8,4,2,58.75,2025-05-11
477,CUST-00000477,Williams Inc Ltd,Construction,West,7,5929.16,239.14,37.945,7,4,0,25.333333333333332,2025-05-18
478,CUST-00000478,Wallace-Martinez Inc,Hospitality,West,16,6784.35,949.3700000000001,39.835,16,8,1,36.875,2025-06-06
479,CUST-00000479,Wells-Hernandez Corp,Media,South,8,4096.94,84.60000000000001,46.53,8,4,1,39.75,2025-04-28
480,CUST-00000480,"Jennings, Smith and Fisher Inc",Hospitality,North,5,11687.06,3559.21,35.01,5,2,1,53.333333333333336,2024-06-24
481,CUST-00000481,Bates LLC Inc,Consulting,South,7,3392.95,81.2,30.595,7,2,2,78.4,2025-05-03
482,CUST-00000482,"Obrien, Taylor and Rivas LLC",Healthcare,Central,14,9715.86,1946.09,35.878571428571426,14,6,1,57.375,2025-01-09
483,CUST-00000483,Hunt PLC Co,Technology,West,5,885.72,210.9,38.449999999999996,5,2,0,33.0,2025-05-05
484,CUST-00000484,Campbell Inc Corp,Manufacturing,East,10,5612.400000000001,913.52,52.12,10,6,1,14.75,2025-06-23
485,CUST-00000485,Gonzalez-Gonzalez LLC,Finance,South,9,7592.06,1396.6000000000001,38.625,9,6,0,57.666666666666664,2025-06-14
486,CUST-00000486,Decker-Dudley Inc,Retail,West,8,10073.33,3300.6299999999997,39.53333333333333,8,4,0,48.25,2025-03-11
487,CUST-00000487,Warner-Phillips Inc,Retail,North,9,19854.19,212.42000000000002,42.46333333333333,9,4,1,66.4,2025-01-25
488,CUST-00000488,Kelley and Sons Ltd,Government,Central,9,4455.4400000000005,806.3299999999999,37.6425,9,5,0,30.25,2024-11-24
489,CUST-00000489,"Fitzpatrick, Rivera and Smith Corp",Energy,West,16,12778.11,2672.75,39.457,16,7,1,37.0,2025-06-18
490,CUST-00000490,"Davis, Rodriguez and Andrews Co",Manufacturing,South,5,1917.69,185.40999999999997,28.44,5,3,0,26.0,2025-02-28
491,CUST-00000491,Hernandez-Davis LLC,Government,Central,7,5755.1,1671.25,43.894999999999996,7,3,1,38.75,2025-06-29
492,CUST-00000492,"Jones, Cummings and Conway LLC",Transportation,East,9,14477.279999999999,1902.0899999999995,38.6775,9,5,2,19.0,2025-03-06
493,CUST-00000493,"Hall, Hinton and Phillips Ltd",Manufacturing,North,6,2654.58,107.43,24.53,6,3,0,26.0,2025-03-10
494,CUST-00000494,Williams-Li LLC,Transportation,West,6,2867.4100000000003,474.9,43.92666666666667,6,3,0,47.666666666666664,2025-05-13
495,CUST-00000495,Phelps LLC Co,Real Estate,South,8,3511.83,160.0,35.45,8,5,0,58.333333333333336,2025-04-07
496,CUST-00000496,"Edwards, Rodgers and Davis Co",Finance,North,6,6050.610000000001,1090.5600000000002,39.98666666666667,6,4,0,59.5,2025-06-09
497,CUST-00000497,Smith and Sons Ltd,Government,South,4,1395.3200000000002,160.55,29.656666666666666,4,2,0,6.5,2025-05-28
498,CUST-00000498,"Holland, Murphy and Kline Corp",Retail,North,5,1605.88,29.299999999999997,31.47,5,1,0,35.25,2025-05-18
499,CUST-00000499,"Adams, Quinn and Watson Corp",Media,Central,2,602.75,52.69999999999999,48.64,2,1,0,54.0,2024-07-02
500,CUST-00000500,White-Morales Corp,Healthcare,North,13,12514.9,1861.1999999999998,38.7275,13,7,1,28.166666666666668,2025-05-02
501,CUST-00000501,Nelson-Cruz Co,Hospitality,South,9,5165.8,1806.4299999999998,40.392,9,4,1,22.6,2025-03-06
502,CUST-00000502,Marsh-Banks LLC,Media,Central,18,8357.3,1459.67,38.33625,18,7,5,29.09090909090909,2025-06-27
503,CUST-00000503,Wilson Ltd LLC,Consulting,Central,6,2934.8,1173.92,40.0,6,3,0,51.333333333333336,2024-06-13
504,CUST-00000504,"Brown, Dunlap and Moore Inc",Technology,East,4,3919.36,1696.1,45.089999999999996,4,2,0,6.0,2024-11-12
505,CUST-00000505,Pruitt-Webb LLC,Media,South,14,10271.06,1287.0,36.31666666666667,14,8,1,41.666666666666664,2025-06-30
506,CUST-00000506,"Gregory, White and James Corp",Transportation,North,6,2835.67,298.83000000000004,37.33,6,2,1,14.75,2025-03-28
507,CUST-00000507,Carr-Huffman Inc,Finance,South,5,2462.83,890.93,39.7675,5,2,0,56.666666666666664,2025-04-08
508,CUST-00000508,"Mcpherson, Anderson and Knapp Ltd",Construction,North,16,27038.41,7994.950000000001,38.230000000000004,16,4,0,27.916666666666668,2025-05-05
509,CUST-00000509,Clay Group LLC,Transportation,West,9,11603.68,2164.87,41.57,9,6,0,65.33333333333333,2025-04-30
510,CUST-00000510,Brown Ltd Co,Consulting,West,17,6578.33,262.92,37.4125,17,8,0,9.333333333333334,2025-05-26
511,CUST-00000511,Smith-Oneill Inc,Real Estate,North,3,998.35,325.55,37.515,3,2,0,56.0,2025-01-05
512,CUST-00000512,"Saunders, Ray and Cunningham Ltd",Technology,Central,7,8175.24,94.89000000000001,34.45,7,4,0,25.666666666666668,2025-01-23
513,CUST-00000513,"Marks, Stone and Watts Ltd",Transportation,East,1,133.6,53.44,40.0,1,1,0,0.0,2023-07-08
514,CUST-00000514,"Davis, Stanley and Wright Co",Energy,West,9,6789.62,507.28999999999996,38.38,9,4,1,60.2,2025-04-12
515,CUST-00000515,Alvarado-Davidson LLC,Retail,East,18,12075.51,1664.68,39.80111111111111,18,7,3,14.636363636363637,2025-06-23
516,CUST-00000516,Combs PLC Ltd,Consulting,Central,7,11446.68,2063.4300000000003,40.735,7,3,1,37.25,2025-05-18
517,CUST-00000517,"Brown, Schneider and Moore Corp",Agriculture,Central,7,5365.99,305.57,33.8,7,4,1,9.666666666666666,2025-05-14
518,CUST-00000518,Christian-Booth Co,Finance,South,13,7557.59,3254.87,39.05888888888889,13,7,0,64.33333333333333,2025-06-05
519,CUST-00000519,Walton LLC Inc,Media,Central,5,18456.72,142.49,40.825,5,5,0,0.0,2025-04-20
520,CUST-00000520,Rivera LLC Inc,Agriculture,West,13,8653.72,1642.68,35.985,13,7,0,9.833333333333334,2025-05-07
521,CUST-00000521,Hunter PLC Co,Hospitality,South,6,6479.37,2633.8,44.51333333333333,6,1,1,18.6,2024-12-25
522,CUST-00000522,"Gray, Montoya and Miller Ltd",Education,Central,8,9374.73,1125.23,40.11333333333334,8,3,1,61.4,2025-06-30
523,CUST-00000523,Solis-West Inc,Retail,West,2,519.81,171.52,31.725,2,2,0,0.0,2025-04-16
524,CUST-00000524,West-Wilson LLC,Media,West,11,6600.36,140.3,45.555,11,5,0,14.166666666666666,2025-06-12
525,CUST-00000525,Mcgee-Smith Co,Real Estate,North,11,2598.72,802.6,38.237142857142864,11,1,1,69.2,2025-05-30
526,CUST-00000526,Gutierrez-Hawkins LLC,Agriculture,Central,7,6966.25,885.22,53.29,7,2,0,45.0,2025-04-24
527,CUST-00000527,Petersen PLC Ltd,Agriculture,South,11,1975.96,109.96000000000001,36.81666666666667,11,7,0,38.75,2025-05-31
528,CUST-00000528,"Walsh, Wu and Hart Corp",Media,North,9,3597.6099999999997,791.4799999999999,34.146,9,3,0,49.666666666666664,2024-10-20
529,CUST-00000529,"Powers, Clements and Cox Ltd",Consulting,Central,10,21842.51,858.49,35.7625,10,1,0,46.0,2025-05-09
530,CUST-00000530,Velasquez Group Co,Retail,North,6,6303.32,1231.54,40.9625,6,4,0,21.0,2025-02-23
531,CUST-00000531,Castro-Harvey Corp,Hospitality,East,8,4362.06,1064.0,42.75,8,2,2,47.666666666666664,2024-10-26
532,CUST-00000532,Moran-Cox LLC,Manufacturing,South,13,6687.72,1120.6599999999999,38.994,13,3,3,56.2,2025-04-27
533,CUST-00000533,Wilson-Malone LLC,Construction,Central,7,5368.78,1707.02,38.27,7,4,1,18.666666666666668,2025-06-17
534,CUST-00000534,Smith LLC Co,Education,West,8,6861.65,1752.5500000000002,40.18666666666667,8,1,0,15.714285714285714,2025-06-29
535,CUST-00000535,"Brandt, Carter and Boyd Co",Manufacturing,Central,13,9678.87,2425.38,31.30857142857143,13,3,1,62.8,2025-06-06
536,CUST-00000536,"Rodriguez, Prince and Vasquez Ltd",Agriculture,South,8,19835.41,5728.96,39.52,8,3,0,16.6,2025-06-16
537,CUST-00000537,"Newton, Ortiz and King Ltd",Energy,West,26,13114.99,1115.0100000000002,37.954,26,10,2,30.875,2025-05-20
538,CUST-00000538,Lopez Group Ltd,Healthcare,South,10,1870.93,483.0799999999999,41.135,10,7,1,53.333333333333336,2025-01-04
539,CUST-00000539,Bryant and Sons Ltd,Energy,West,7,1801.78,607.9399999999999,37.798,7,3,1,25.0,2025-06-11
540,CUST-00000540,"Morgan, Sherman and Williams Corp",Transportation,East,6,2709.27,16.4,43.62,6,0,1,30.0,2025-06-19
541,CUST-00000541,"Monroe, Chapman and Barton Inc",Transportation,Central,2,1486.5700000000002,639.6800000000001,38.474999999999994,2,1,1,36.0,2025-04-21
542,CUST-00000542,Ellis-Lawrence Ltd,Media,East,6,1868.3799999999999,346.65,30.16,6,6,0,0.0,2025-05-21
543,CUST-00000543,"Taylor, Porter and Moreno Inc",Education,Central,7,6107.31,1151.3199999999997,40.916666666666664,7,1,0,49.666666666666664,2024-09-03
544,CUST-00000544,Tran Group Inc,Real Estate,South,8,3835.24,321.61999999999995,33.048,8,4,1,39.5,2025-05-09
545,CUST-00000545,"Webb, Romero and Morse LLC",Consulting,East,7,6338.650000000001,215.44000000000005,29.2,7,4,0,55.333333333333336,2025-01-05
546,CUST-00000546,Holt and Sons Ltd,Construction,West,8,6083.32,666.9300000000001,38.9125,8,4,1,10.5,2025-06-18
547,CUST-00000547,"Ochoa, Garcia and Sandoval LLC",Transportation,South,16,12243.77,3105.29,36.82111111111111,16,1,4,31.266666666666666,2025-04-23
548,CUST-00000548,"Andrade, Gordon and Cruz Corp",Consulting,South,8,8833.34,2053.69,36.785,8,3,0,27.2,2025-04-26
549,CUST-00000549,"Moon, Farmer and Hill LLC",Real Estate,East,8,2456.62,478.2,37.525,8,5,1,12.666666666666666,2025-05-14
550,CUST-00000550,Waller-Chavez Corp,Media,West,4,3069.7200000000003,294.08000000000004,42.29333333333333,4,1,0,34.666666666666664,2025-04-29
551,CUST-00000551,Taylor PLC Ltd,Transportation,South,5,3933.25,379.65999999999997,30.98,5,0,1,11.8,2025-04-05
552,CUST-00000552,"Tanner, Hunt and Cameron Co",Transportation,West,9,5236.9800000000005,1068.27,36.3825,9,2,1,15.857142857142858,2025-06-12
553,CUST-00000553,"Valencia, Joseph and Walls LLC",Real Estate,East,25,17961.77,3200.09,39.06642857142857,25,8,4,55.529411764705884,2025-05-15
554,CUST-00000554,"Robinson, Clark and Klein Inc",Energy,East,14,11305.64,1036.02,39.468,14,6,0,31.25,2025-03-27
555,CUST-00000555,"Reed, Chambers and Zavala Inc",Construction,West,4,2404.49,264.40999999999997,35.465,4,2,1,40.5,2025-06-29
556,CUST-00000556,"Hester, Thompson and Daniels Inc",Real Estate,Central,14,7215.24,713.6,43.87833333333333,14,6,4,17.875,2025-05-28
557,CUST-00000557,"Morris, Wilson and Bell Co",Construction,Central,18,13037.97,1320.6200000000001,37.910000000000004,18,7,4,30.09090909090909,2025-06-24
558,CUST-00000558,Aguilar-Bender Ltd,Media,East,19,26466.46,3416.7999999999997,35.70111111111111,19,9,2,56.9,2025-05-18
559,CUST-00000559,"Butler, Adkins and Skinner Inc",Manufacturing,South,7,3253.61,103.1,34.105000000000004,7,3,1,12.0,2025-01-16
560,CUST-00000560,Rich-Henderson Ltd,Media,East,20,11712.92,558.9,33.48888888888889,20,7,1,48.30769230769231,2025-05-29
561,CUST-00000561,Mills Inc LLC,Consulting,East,5,3769.66,981.1500000000001,39.440000000000005,5,1,0,26.25,2025-06-06
562,CUST-00000562,Thomas-Santiago Ltd,Retail,Central,9,7157.5,845.97,34.714999999999996,9,5,2,57.5,2025-05-31
563,CUST-00000563,Adams and Sons LLC,Hospitality,South,9,3727.08,511.5799999999999,36.2675,9,6,0,41.666666666666664,2025-04-18
564,CUST-00000564,Vega-Thomas Corp,Construction,South,8,9407.12,2828.04,38.628,8,1,1,67.14285714285714,2025-04-20
565,CUST-00000565,Vaughn LLC Ltd,Media,North,10,8225.43,2508.6899999999996,34.426,10,5,2,63.8,2025-03-03
566,CUST-00000566,Molina Inc Inc,Energy,Central,12,13748.89,3849.75,31.435,12,3,3,16.555555555555557,2025-02-17
567,CUST-00000567,Cervantes-Garcia Corp,Transportation,North,16,6663.59,2260.06,39.06625,16,6,2,45.6,2025-06-09
568,CUST-00000568,"Stevenson, Hancock and Newton LLC",Energy,Central,8,17955.03,271.85,40.94,8,4,0,62.5,2025-06-21
569,CUST-00000569,"Price, Dixon and Robles Co",Manufacturing,East,4,5843.89,643.5,45.78,4,1,0,36.333333333333336,2025-03-14
570,CUST-00000570,"Roberts, Beck and House Ltd",Retail,North,6,7634.63,749.78,33.9825,6,4,0,22.5,2025-04-08
571,CUST-00000571,Butler-French LLC,Education,South,14,20399.96,3921.4999999999995,44.48,14,5,1,14.11111111111111,2025-06-20
572,CUST-00000572,"Edwards, Arnold and Smith Inc",Agriculture,West,5,8080.86,59.420000000000016,30.9,5,2,1,36.0,2025-03-26
573,CUST-00000573,Harris-Melton LLC,Technology,East,16,5664.95,258.69,30.427500000000002,16,6,2,16.4,2025-06-26
574,CUST-00000574,Greer-Pruitt LLC,Healthcare,East,5,7791.13,447.2,44.815,5,3,0,28.0,2024-12-23
575,CUST-00000575,"Mckinney, Richardson and Chapm Corp",Transportation,West,8,6489.49,2235.81,38.274,8,4,1,62.0,2025-05-21
576,CUST-00000576,"Morrison, Parsons and Brandt Corp",Manufacturing,West,5,2503.37,263.57000000000005,32.795,5,3,0,10.5,2025-01-03
577,CUST-00000577,Cole-Lucero Ltd,Retail,Central,7,937.52,69.98999999999998,41.41,7,4,0,45.666666666666664,2025-01-24
578,CUST-00000578,Lopez and Sons Ltd,Retail,East,6,4727.99,1144.07,38.123333333333335,6,3,0,12.666666666666666,2025-03-05
579,CUST-00000579,"Palmer, Bennett and Patterson Corp",Consulting,West,8,4596.61,929.78,34.36333333333334,8,4,1,26.5,2025-06-18
580,CUST-00000580,"Baker, Martin and Singleton Co",Healthcare,Central,19,14156.7,3705.5600000000004,36.01777777777778,19,6,4,56.76923076923077,2025-05-30
581,CUST-00000581,Rivera Ltd Ltd,Construction,South,15,12397.15,1681.1099999999997,36.9125,15,3,3,14.166666666666666,2025-06-21
582,CUST-00000582,Williams LLC Ltd,Media,Central,17,22199.74,1965.3,42.195,17,6,1,17.0,2025-05-28
583,CUST-00000583,"Williams, Randolph and Gilbert LLC",Government,Central,6,4902.42,1960.968,40.0,6,3,0,17.0,2025-04-19
584,CUST-00000584,"Turner, Tyler and Pierce Corp",Education,East,14,17419.64,362.74,42.655,14,1,3,30.846153846153847,2025-04-29
585,CUST-00000585,Bowers LLC Inc,Healthcare,South,11,7985.81,1236.6000000000004,38.059999999999995,11,2,1,26.666666666666668,2025-05-29
586,CUST-00000586,"Robinson, White and Jones LLC",Healthcare,Central,14,4393.47,681.42,39.153999999999996,14,8,0,63.333333333333336,2025-05-05
587,CUST-00000587,"Moore, Daniels and Powell Ltd",Retail,East,11,5770.97,539.1299999999999,42.32666666666666,11,4,1,45.142857142857146,2025-06-27
588,CUST-00000588,Walker-Lewis LLC,Education,Central,7,5674.68,869.3000000000001,41.88,7,2,2,43.4,2025-03-06
589,CUST-00000589,Rivera-Carter Inc,Finance,South,8,6553.39,1951.8200000000002,44.64333333333334,8,4,1,16.25,2025-01-20
590,CUST-00000590,"Moreno, Barajas and Colon Inc",Hospitality,West,18,8689.6,2851.33,39.21928571428572,18,6,1,52.5,2025-04-18
591,CUST-00000591,"Smith, Caldwell and Griffin Ltd",Healthcare,Central,9,7692.02,1913.04,37.873333333333335,9,6,0,42.666666666666664,2025-03-28
592,CUST-00000592,"Austin, Oliver and Haley Co",Healthcare,North,3,2021.49,808.596,40.0,3,1,0,42.5,2025-06-15
593,CUST-00000593,"Blackwell, James and Hogan Co",Construction,East,15,3444.0299999999997,486.76000000000005,40.395714285714284,15,7,0,66.375,2025-06-16
594,CUST-00000594,Cruz PLC Co,Technology,East,31,38012.28,5892.42,37.451,31,10,5,16.142857142857142,2025-05-27
595,CUST-00000595,"Campbell, Pruitt and Short Inc",Finance,Central,7,4339.65,849.75,39.1425,7,2,1,29.0,2025-02-27
596,CUST-00000596,Robertson-Hicks Ltd,Education,East,9,5549.53,1410.4099999999999,35.914,9,2,1,16.428571428571427,2025-06-17
597,CUST-00000597,Williams-Villanueva LLC,Media,Central,5,8472.43,3007.6399999999994,34.8325,5,3,0,51.5,2025-03-19
598,CUST-00000598,Flores Inc Ltd,Education,North,12,20974.23,128.92000000000002,35.29666666666667,12,5,0,57.857142857142854,2025-06-18
599,CUST-00000599,Jackson PLC Inc,Hospitality,West,5,1784.09,196.10000000000002,41.11,5,2,1,57.333333333333336,2024-12-10
600,CUST-00000600,"Smith, Jones and Santiago Inc",Technology,Central,7,4629.62,396.67,29.575000000000003,7,4,0,55.333333333333336,2025-04-27
601,CUST-00000601,Hancock Group Corp,Agriculture,North,22,14934.97,3395.95,37.458000000000006,22,9,1,29.0,2025-06-21
602,CUST-00000602,Harris Ltd Ltd,Healthcare,West,7,6362.33,1556.3799999999997,31.785,7,1,1,33.0,2025-03-04
603,CUST-00000603,"Rowe, Lucas and Case Co",Hospitality,North,3,2386.8,954.7200000000001,40.0,3,1,0,24.0,2025-01-03
604,CUST-00000604,"Parks, Johnson and Love LLC",Construction,East,29,33500.93,8703.06,35.77666666666667,29,10,1,32.578947368421055,2025-06-16
605,CUST-00000605,Miller Inc Ltd,Energy,East,11,5300.97,482.48,42.2525,11,4,0,58.714285714285715,2025-06-27
606,CUST-00000606,Bauer PLC LLC,Manufacturing,East,6,5377.58,1338.08,39.83,6,3,1,49.666666666666664,2024-08-03
607,CUST-00000607,Andrews and Sons Corp,Government,Central,16,7064.92,1239.21,34.56375,16,8,1,64.125,2025-06-25
608,CUST-00000608,Russell-Hayes Co,Hospitality,Central,26,20860.84,3579.2299999999996,36.968,26,13,2,41.23076923076923,2025-04-10
609,CUST-00000609,Hamilton-Smith Co,Energy,South,27,11057.460000000001,1320.8200000000002,35.41090909090909,27,11,4,45.5,2025-06-29
610,CUST-00000610,"Wilson, Smith and Cortez Corp",Technology,West,11,5590.58,909.3,34.135000000000005,11,3,0,31.875,2025-05-31
611,CUST-00000611,Avila PLC Co,Healthcare,South,6,1402.8600000000001,542.5500000000001,38.342,6,4,0,39.5,2025-03-13
612,CUST-00000612,Haynes Inc Inc,Healthcare,South,3,8126.25,164.79999999999998,33.335,3,2,1,6.0,2024-03-31
